fname_std,bni_root,n_fname_root
ELOSIE,0.598717009722856,8
ELOSIUS,0,1
ELOSTEEN,0,1
ELOTA,0,1
ELOTHA,1,1
ELOTHRIA,1,1
ELOTIA,0,1
ELOTIS,1,1
ELOTTA,1,1
ELOTTE,0,1
ELOU,1,1
ELOUCIUS,1,1
ELOUDEAN,0,1
ELOUINE,0,1
ELOUIS,0,1
ELOUISA,0,1
ELOUS,0,1
ELOUSIE,1,1
ELOVE,0,1
ELOVETT,1,1
ELOVINE,1,1
ELOW,1,1
ELOWANE,0,1
ELOWEA,0,1
ELOWEASE,0,1
ELOWEEN,0,1
ELOWEISE,0,4
ELOWENE,0,2
ELOWESE,0,4
ELOWISE,0.676250695837957,6
ELOWYN,0,2
ELOWYNE,0,2
ELOY,0.210166990298721,161
ELOYCE,0.676250695837957,18
ELOYD,0.776852934649573,4
ELOYDA,0,5
ELOYDE,0,2
ELOYES,0,1
ELOYISE,0,1
ELOYS,0.806861047117895,7
ELOYSE,0.510860095421192,22
ELOYZE,0,2
ELOZABETH,0,1
ELOZIA,0,2
ELPASO,0.91261833712601,2
ELPEDIA,0,2
ELPEDRO,0,1
ELPENEKE,0,1
ELPENOR,0,1
ELPET,1,1
ELPHA,0.271668802012772,29
ELPHAGE,0,1
ELPHAIR,1,1
ELPHANIS,1,1
ELPHAUS,1,1
ELPHE,0,1
ELPHECHE,0,1
ELPHEGE,0.252003580278357,32
ELPHEGINA,0,1
ELPHEJE,0,1
ELPHENIA,1,1
ELPHESE,0,1
ELPHEYE,0,1
ELPHIA,0,5
ELPHIE,0,13
ELPHINE,0,2
ELPHIS,0,1
ELPHONSO,1,1
ELPHONZA,1,1
ELPHREETA,1,1
ELPHUS,1,1
ELPHY,0,3
ELPHYE,0,1
ELPIDA,0,4
ELPIDIA,0,35
ELPIDIFOR,0,1
ELPIDIO,0.240402286744315,68
ELPIDOFORO,0,2
ELPIDOL,0,1
ELPIE,0,2
ELPINIKE,0,2
ELPINIKI,0,11
ELPIS,0,11
ELQUE,0,1
ELQUIN,0,1
ELRA,0.551310273615642,19
ELRADA,1,2
ELRADO,1,1
ELRAE,0,4
ELRAINE,1,1
ELRAN,1,1
ELRANE,0,1
ELRAY,0.802433016473333,25
ELRAYE,0,1
ELRE,0.954313068541791,3
ELREA,1,2
ELREADA,1,1
ELREAN,0,1
ELREASIE,1,1
ELREATER,1,1
ELREATHER,1,1
ELREAUX,0,1
ELREBA,0,1
ELRED,0.566255752356127,9
ELREDA,0,2
ELREDGE,1,1
ELREE,0.849027400485972,20
ELREEBLE,1,1
ELREEDA,1,2
ELREEN,0,1
ELREETA,0,1
ELRENA,0.933000112447838,14
ELRENE,0.817385647657186,10
ELRENIA,0.91261833712601,2
ELRENO,0.839280602464756,3
ELRES,0,1
ELRESA,0,1
ELRESS,0,2
ELRET,0,1
ELRETA,0.886788648226086,7
ELRETEA,1,1
ELRETHA,0.91261833712601,2
ELRETHER,1,1
ELRETTA,0.91261833712601,4
ELREVA,0,1
ELREY,0,9
ELRIC,0.723069334627254,5
ELRICE,0,1
ELRICH,0.91261833712601,2
ELRICK,0.806861047117895,7
ELRICKA,0,1
ELRICO,1,1
ELRIDGE,0.904712806183242,21
ELRIE,0.91261833712601,6
ELRIECE,0,1
ELRIEN,0,1
ELRIGE,1,1
ELRILEY,1,1
ELRIN,0,1
ELRINA,0.776852934649573,4
ELRINE,0.874414443087022,5
ELRITA,0,9
ELRNA,0,1
ELRO,0,2
ELROAY,1,1
ELROD,0.954313068541791,9
ELRODE,1,1
ELRODIE,0,1
ELRONA,0,1
ELRONOVA,0,1
ELROSE,0.465337105905293,13
ELROW,0,1
ELROWAN,1,1
ELROY,0.547755228146366,587
ELROYCE,1,1
ELROYD,0,1
ELRRE,0,1
ELRUTH,0,1
ELRY,0.427263453475905,15
ELS,0,2
ELSA,0.145169042272815,2125
ELSABE,0,2
ELSABEE,0,1
ELSABELLE,0,2
ELSADA,0.954313068541791,3
ELSADAH,1,1
ELSADEAN,0,1
ELSADELL,0,1
ELSADY,0,1
ELSAE,0,1
ELSAH,0,1
ELSAIDA,1,1
ELSALEE,0,2
ELSALEEN,0,1
ELSALENA,1,1
ELSALETA,0,1
ELSAMAE,0,1
ELSAMANE,0,1
ELSAN,0,1
ELSANETTA,1,1
ELSB,0,1
ELSBA,0,3
ELSBERT,0,1
ELSBERY,0,1
ELSBET,0,2
ELSBETTY,0,1
ELSBURY,1,1
ELSBY,0.839280602464756,3
ELSDEN,0,1
ELSDON,0,1
ELSE,0.676250695837957,6
ELSEA,0,2
ELSEAR,0,1
ELSEBE,0,1
ELSEBETH,0,1
ELSEDA,0,1
ELSEE,1,2
ELSEH,0,1
ELSEI,1,1
ELSEIN,0,1
ELSELMA,0,1
ELSEMARIE,0,1
ELSEMORE,0,1
ELSEN,0,1
ELSENA,0.776852934649573,4
ELSENE,0,2
ELSER,0,2
ELSEREAN,1,1
ELSET,0,1
ELSETA,1,1
ELSETTA,0,1
ELSEWOOD,0,1
ELSEY,0.839280602464756,3
ELSFORD,0,2
ELSHEENA,0,1
ELSI,0.570675884178115,62
ELSIA,1,1
ELSIAN,1,1
ELSIANNE,0,1
ELSIAS,0,1
ELSIC,0,3
ELSIDA,0,2
ELSIE,0.558683078248432,74
ELSIE-JEAN,0,1
ELSIEANNA,0,1
ELSIEBEL,0,1
ELSIEC,0,1
ELSIECHR,0,1
ELSIEE,0,2
ELSIEJEAN,0,1
ELSIELARKI,0,1
ELSIELEE,0,1
ELSIELINE,0,1
ELSIEM,1,1
ELSIEMAE,0,3
ELSIEMARI,0,1
ELSIEMAYE,0,1
ELSIENA,0,1
ELSIEODILL,0,1
ELSIERAE,0,1
ELSIESCOTT,0,1
ELSIEYOUNG,0,1
ELSIIE,0,1
ELSIJANE,0,1
ELSILENE,0,1
ELSIMAE,0,1
ELSIN,0.598717009722856,8
ELSINA,0.806861047117895,7
ELSINDA,0,2
ELSINE,0,2
ELSINOR,0,2
ELSINORE,0,7
ELSIRE,1,1
ELSIRENE,0,1
ELSIVA,1,1
ELSIVAN,1,1
ELSJE,0,2
ELSKE,0,1
ELSLEY,0,1
ELSMA,0,2
ELSMER,0,5
ELSMERE,0.91261833712601,2
ELSMORE,0,2
ELSNEDA,1,1
ELSNER,0,1
ELSO,0.598717009722856,16
ELSOE,0,1
ELSON,0.676250695837957,78
ELSPA,0,1
ELSPET,0,2
ELSPETH,0,44
ELSPIE,0,1
ELSPIETH,0,1
ELSPY,0,1
ELSSA,0,1
ELSSE,0,1
ELSSI,0,1
ELSSIE,1,1
ELSTAN,0,1
ELSTEN,0,1
ELSTER,0.354708306809634,20
ELSTIENNA,0,1
ELSTINA,0.91261833712601,2
ELSTINE,1,1
ELSTNER,0,1
ELSTON,0.427263453475905,75
ELSTRUDE,0,1
ELSUM,0,1
ELSWARD,0,1
ELSWITH,1,7
ELSWOOD,0,1
ELSWORTH,0.58203412444426,102
ELSWRITHA,0,1
ELSYA,0,1
ELSYAN,0,1
ELSYE,0.436185575626911,58
ELSYEE,0,2
ELSYMAE,0,1
ELSYNA,0,1
ELSYNE,0,2
ELT,1,2
ELTA,0.205683086298207,248
ELTABELL,0,1
ELTANAH,1,1
ELTARAY,1,1
ELTARY,1,1
ELTAS,0,1
ELTE,0,1
ELTEASER,1,1
ELTEAZER,1,1
ELTEE,1,5
ELTEEN,1,1
ELTEN,0,2
ELTENA,1,1
ELTER,0.981210157262357,6
ELTESA,1,1
ELTESSA,1,2
ELTHA,0.421515422819423,46
ELTHEA,0,21
ELTHEAR,0,3
ELTHEDA,0,3
ELTHEEN,0,1
ELTHENA,0,1
ELTHEO,0,1
ELTHER,0.91261833712601,2
ELTHERA,0,3
ELTHERIA,0,1
ELTHIA,0,3
ELTHIE,0,1
ELTHORA,0,1
ELTHURA,0,1
ELTICE,0,2
ELTIE,0.354708306809634,20
ELTINA,0.839280602464756,3
ELTING,0,7
ELTINGE,0,1
ELTIS,0.723069334627254,15
ELTIVE,0,1
ELTJO,0,2
ELTO,0.91261833712601,2
ELTOILE,0,1
ELTOMEASE,1,1
ELTON,0.477943684412389,1551
ELTONNE,0,1
ELTOR,0,1
ELTORA,1,1
ELTORE,0,1
ELTORIA,1,1
ELTRA,0.676250695837957,6
ELTRAY,1,1
ELTREE,1,1
ELTRIEDE,0,1
ELTRON,1,1
ELTRUDA,1,1
ELTRUDE,0.839280602464756,3
ELTRUE,0,1
ELTRYM,0.635126352878105,7
ELTRYN,0,2
ELTSA,0,1
ELTVEE,0,1
ELUA,0,2
ELUARD,1,1
ELUCIE,1,1
ELUCILLE,0,1
ELUDA,0,1
ELUDE,0,2
ELUDIA,0,1
ELUE,1,1
ELUELINE,1,1
ELUERA,0,1
ELUESER,1,1
ELUGIA,0,1
ELUH,0,1
ELUI,0,1
ELUID,0,2
ELUIE,0.91261833712601,2
ELUIGI,0,1
ELUIRA,1,1
ELUIS,0,1
ELULIA,0,2
ELUM,0,2
ELUNED,0,10
ELUNIA,1,1
ELUNICE,1,1
ELUPINA,1,1
ELUPTIENNE,1,1
ELURA,0,3
ELURDE,0,1
ELURIA,1,1
ELURIE,0,1
ELUS,0,6
ELUSE,0,1
ELUSTER,1,1
ELUTA,0,1
ELUTERIA,0,14
ELUTERIO,0,14
ELUTHER,1,2
ELUTZ,0,1
ELUVINA,0,2
ELVA,0.232574915047633,4681
ELVAB,0,1
ELVABELLE,0,1
ELVACINE,1,1
ELVAD,0,1
ELVADA,0.566255752356127,18
ELVADEAN,0,1
ELVADEEN,0,1
ELVADIE,0,1
ELVADINE,0,3
ELVADORA,0,1
ELVADORE,0,2
ELVAE,0,1
ELVAGENE,0,1
ELVAH,0.445488268654935,14
ELVALEE,0,1
ELVALENA,0,1
ELVALEOUIS,0,1
ELVALOIS,0,1
ELVALONIA,1,1
ELVALYNN,0,1
ELVAMAE,0,3
ELVAMARY,0,1
ELVAN,0.676250695837957,36
ELVANA,0.776852934649573,4
ELVANDA,0,1
ELVANDER,1,1
ELVANEIL,0,1
ELVANELL,0,1
ELVANIA,1,1
ELVANIO,0,1
ELVANNA,1,1
ELVANNIE,1,1
ELVANUS,0,1
ELVARA,0,4
ELVARADA,1,1
ELVARAH,0,1
ELVARD,0,1
ELVARE,1,1
ELVAREE,0,6
ELVAREEN,0,1
ELVAREHA,0,1
ELVARENE,0.91261833712601,2
ELVARETTA,0,3
ELVARIE,0,1
ELVARINE,0,1
ELVARY,1,1
ELVAS,0,1
ELVATER,1,2
ELVATUS,1,2
ELVAY,0,1
ELVE,0.839280602464756,24
ELVEA,1,1
ELVEATER,0,1
ELVED,0,2
ELVEDA,0.537133435142353,20
ELVEDUS,0,1
ELVEE,0.954313068541791,9
ELVEETA,1,1
ELVEIRA,0,2
ELVELA,0,1
ELVELIA,1,3
ELVELINA,1,2
ELVELLA,0,1
ELVELLYNNE,0,1
ELVELMA,1,1
ELVELOR,0,1
ELVEN,0.73880768098712,61
ELVENA,0.578808495118377,86
ELVENE,0.748996859458755,9
ELVENER,0.954313068541791,3
ELVENIA,0.839280602464756,21
ELVENUS,0.839280602464756,3
ELVEOLA,1,1
ELVER,0.73322191628438,48
ELVERA,0.122471497090733,910
ELVERD,0,1
ELVERDA,0.418699016730363,31
ELVERDIA,0,1
ELVERDO,0,1
ELVERE,0.839280602464756,3
ELVEREE,0.776852934649573,4
ELVERENA,0,2
ELVERENCE,0,1
ELVERETT,1,1
ELVERETTA,0,2
ELVERGNE,0,1
ELVERIA,0.776852934649573,12
ELVERIDGE,0,1
ELVERIE,0.839280602464756,3
ELVERINE,0.776852934649573,4
ELVERLENE,1,1
ELVERLINA,1,1
ELVERN,0,12
ELVERNA,0.427263453475905,45
ELVERNE,0,6
ELVERNER,0,1
ELVERNIA,1,1
ELVERNICE,0,1
ELVERNON,1,1
ELVERO,0,2
ELVERON,0,1
ELVERS,0,1
ELVERSA,1,1
ELVERSE,0.969071029103385,4
ELVERSIA,1,1
ELVERSIE,0.839280602464756,3
ELVERSO,0.91261833712601,2
ELVERSON,0.839280602464756,3
ELVERT,0.811338218947632,24
ELVERTA,0.735804766093422,38
ELVERTEEN,0,1
ELVERTER,0,1
ELVERTHA,0,1
ELVERTIA,0,1
ELVERTICUS,0,1
ELVERTIS,1,1
ELVERTON,0,2
ELVERTTA,1,1
ELVERTUS,0,1
ELVERY,0.776852934649573,4
ELVES,0.91261833712601,6
ELVESSA,0.939997862569105,5
ELVESSIE,0.984292607813798,7
ELVEST,0,5
ELVESTA,0.776852934649573,8
ELVESTER,0.976622511411492,10
ELVESTON,0,1
ELVET,0.723069334627254,5
ELVETA,0.893108021123053,18
ELVETERS,0,1
ELVETIA,0,2
ELVETTA,0.566255752356127,9
ELVEY,0.758057565634243,13
ELVEZIA,0,6
ELVEZIO,0,2
ELVI,0.222478651522877,75
ELVIA,0.693988454731306,213
ELVIARA,0,1
ELVIARY,1,1
ELVICE,0,1
ELVID,0,2
ELVIDA,0,13
ELVIDGE,0,2
ELVIDIO,0,5
ELVIE,0.586990528692093,551
ELVIELEE,0,1
ELVIER,0,3
ELVIERA,0,2
ELVIERE,0,1
ELVIES,0.91261833712601,2
ELVIEW,1,1
ELVIGE,0,1
ELVIGIA,0,1
ELVIGO,0,1
ELVILA,0,1
ELVILAH,0,1
ELVILDA,0,1
ELVILEE,0,1
ELVIN,0.661963350889213,38
ELVINAR,1,1
ELVINE,0.625615083822735,29
ELVINEA,0,1
ELVINESS,1,1
ELVINETTA,0,1
ELVINEY,0,1
ELVING,0,3
ELVINIA,0.723069334627254,5
ELVINO,0,5
ELVINS,0.91261833712601,2
ELVIO,0,14
ELVIOLET,1,1
ELVION,1,1
ELVIOUS,0,1
ELVIR,0,3
ELVIRA,0.457892346575123,3809
ELVIRAT,0,1
ELVIRDA,0,2
ELVIREAH,0,1
ELVIRER,0,1
ELVIRINA,0,1
ELVIRNA,0,1
ELVIRO,0.566255752356127,9
ELVIRRIE,1,1
ELVIRS,0,1
ELVIRTA,1,1
ELVIS,0.449916983067521,358
ELVISA,0,1
ELVITA,0,10
ELVITH,1,1
ELVITT,0,1
ELVIVA,0,2
ELVIZIO,0,1
ELVO,0,5
ELVOID,0.969071029103385,4
ELVOIN,0,1
ELVOLA,0.91261833712601,2
ELVON,0,17
ELVONA,0,5
ELVONIA,1,1
ELVONIE,1,1
ELVONNE,0,1
ELVOR,0.91261833712601,2
ELVORA,0.874414443087022,5
ELVORD,0.91261833712601,2
ELVORENA,0,1
ELVORENE,0,1
ELVOS,0,1
ELVOY,0.723069334627254,5
ELVOYD,0,2
ELVRA,0.91261833712601,2
ELVREN,0,1
ELVRETH,1,1
ELVRETT,1,1
ELVRIA,0,2
ELVUNIE,1,1
ELVURA,1,1
ELVUS,0,5
ELVVRA,0,1
ELVWYN,0,1
ELVY,0.501056623853971,57
ELVYA,0,1
ELVYN,0.387619870284663,35
ELVYRA,0,4
ELVYS,0,1
ELWA,0,1
ELWAIN,0,3
ELWANA,0,1
ELWANDA,0.839280602464756,3
ELWARD,0.745179666874003,32
ELWART,0,3
ELWATH,0,1
ELWAY,0,1
ELWAYNE,0,4
ELWEASE,1,1
ELWEE,0,2
ELWEEN,0,1
ELWEERT,0,1
ELWEISE,1,1
ELWELL,0.65504370157974,13
ELWELLYN,0,1
ELWEN,1,1
ELWENA,0.939997862569105,5
ELWENE,0,1
ELWENNA,0,1
ELWERT,0,1
ELWESE,0,1
ELWIA,0,1
ELWIDA,0,1
ELWILDA,0.465337105905293,13
ELWILLIE,1,8
ELWIN,0.188825050995602,688
ELWINA,0,7
ELWINE,0,1
ELWIRA,0,2
ELWIRT,0,1
ELWON,0,1
ELWOOD,0.406431889244302,2828
ELWOR,0,1
ELWORD,0.839280602464756,3
ELWORTH,0.852989803192029,14
ELWORTHY,1,1
ELWWOD,0,1
ELWWYN,0,1
ELWY,0,1
ELWYN,0.146185005428881,372
ELWYNA,0,1
ELWYNE,0,1
ELWYNN,0,5
ELWYNNA,0,2
ELWYNNE,0,5
ELXZINA,1,1
ELYA,0,16
ELYAHOO,0,1
ELYAHOU,0,1
ELYAKIM,0,1
ELYANE,0,1
ELYARD,0.91261833712601,4
ELYAS,0,2
ELYATA,0,1
ELYCE,0,5
ELYDA,0,2
ELYDAH,0,1
ELYDIA,0.806861047117895,7
ELYE,0,1
ELYEENE,0,1
ELYERT,0.91261833712601,2
ELYGA,0,1
ELYGIUSZ,0,1
ELYIRA,0,1
ELYMAE,0,1
ELYMAS,0.839280602464756,3
ELYMRA,0,1
ELYN,0,8
ELYNER,0,2
ELYNID,0,1
ELYNIR,0,1
ELYNNOR,0,1
ELYNOR,0.177185803814534,99
ELYNORE,0,47
ELYON,0,1
ELYRIA,0,4
ELYS,0,1
ELYSABETHK,0,1
ELYSBETH,0,1
ELYSE,0.537133435142353,30
ELYSEE,0,2
ELYSIE,0,1
ELYTA,0,1
ELYTESS,0,1
ELYTHE,0,1
ELYVAN,0,1
ELYVON,0,2
ELYWENE,0,1
ELYWIN,0,3
ELYWN,0,1
ELZABE,0,1
ELZABET,0,1
ELZABETTA,0,1
ELZADA,0.746936601954625,59
ELZADDA,1,1
ELZADER,1,1
ELZADIA,0.839280602464756,6
ELZADIE,0.896943061876008,11
ELZADIEY,0,1
ELZADO,1,1
ELZADY,0.776852934649573,4
ELZAH,0,1
ELZAIDA,0,2
ELZAN,0,2
ELZANIA,1,1
ELZANNA,0,1
ELZAPHA,1,1
ELZAPHAN,0,1
ELZAR,0,1
ELZARAH,0,1
ELZARY,1,1
ELZATER,1,1
ELZATIE,1,3
ELZATOR,1,2
ELZAVAN,0,1
ELZAVERE,0,1
ELZAY,0,1
ELZBERRY,0,1
ELZBETH,0,1
ELZBIETA,0,7
ELZDIA,1,1
ELZE,0,1
ELZEA,1,1
ELZEAN,1,3
ELZEAR,0,25
ELZEARD,0,1
ELZEBERT,0,3
ELZECH,0,1
ELZEDA,0,1
ELZEDIA,0,1
ELZEE,1,4
ELZEFFIE,0,1
ELZEL,1,1
ELZELA,1,1
ELZEMA,0,2
ELZEMON,1,1
ELZENA,0.95202385545596,29
ELZENE,0.676250695837957,6
ELZENEA,1,1
ELZENER,1,2
ELZENIA,1,2
ELZENNA,0,1
ELZENNER,1,1
ELZENNIA,1,2
ELZENNIE,1,1
ELZEOR,0,1
ELZEPHAN,1,1
ELZER,0.598717009722856,8
ELZERA,0,2
ELZERIA,1,1
ELZERIE,1,1
ELZERLEEN,1,1
ELZETTA,0.776852934649573,4
ELZETTIA,1,1
ELZEVA,1,1
ELZEWORTH,0,1
ELZEY,0.874414443087022,5
ELZI,1,1
ELZIA,0.844938855120971,35
ELZIABETH,0,2
ELZIARD,0,1
ELZIC,0,1
ELZIE,0.772347130840972,416
ELZIEE,1,1
ELZIEL,0,1
ELZIERAY,0,1
ELZIERE,0,1
ELZIL,0,1
ELZIN,0,1
ELZINA,0.844938855120971,35
ELZINE,0.839280602464756,3
ELZINER,1,2
ELZIOR,0,2
ELZIRA,0.776852934649573,8
ELZIRE,0,2
ELZNE,0,1
ELZNIA,0,1
ELZO,0.566255752356127,36
ELZOA,0,1
ELZOE,0,2
ELZOINA,1,1
ELZON,0,1
ELZONA,0.748996859458755,9
ELZONER,1,1
ELZONIA,0.954313068541791,3
ELZORA,0.868672719547052,98
ELZORAH,0.91261833712601,2
ELZORIA,0.969071029103385,4
ELZORO,1,1
ELZRA,1,1
ELZRIA,0,2
ELZSADIA,0,1
ELZSETTA,0,1
ELZTIE,1,1
ELZUE,1,1
ELZUMA,0.91261833712601,2
ELZVAN,1,1
ELZVERA,0,1
ELZY,0.839280602464756,6
ELZYIE,0,1
ELZZIE,0.91261833712601,2
EM,0.776852934649573,4
EMA,0,1
EMABEL,0,4
EMABELLE,0,2
EMABETH,0,1
EMACITA,0,1
EMADAE,0,1
EMADALE,0,1
EMADEAN,0,1
EMADELE,0,1
EMADELL,0,1
EMADELLE,0,1
EMADENE,0,1
EMADIO,0,1
EMAE,1,1
EMAGE,0,1
EMAGEAN,0,3
EMAGENE,0.587490815849314,25
EMAH,0,1
EMAIL,0.91261833712601,2
EMAILE,0,1
EMAJANE,0,4
EMAJEAN,0,6
EMAJEANE,0,1
EMAJO,0,3
EMAL,0,6
EMALEA,0,2
EMALEAN,0.954313068541791,3
EMALEE,0,11
EMALEEN,0,5
EMALEN,0,1
EMALENA,0,1
EMALENE,0,27
EMALETA,0,2
EMALIEN,0,1
EMALOU,0,5
EMALU,0,1
EMALUE,0,2
EMALYCE,0,1
EMALYN,0.380557867965008,18
EMALYNE,0,5
EMALYNN,0,1
EMAMAY,0,1
EMAN,0,5
EMANDIA,1,1
EMANDIE,0,1
EMANDO,0,1
EMANELL,0,2
EMANETTE,0,1
EMANIGILDO,0,1
EMANNEL,0,1
EMANOL,0,1
EMANOUIL,0,1
EMANUALE,0,2
EMANUEL,0.658303307400198,244
EMANUELA,0,57
EMANUELE,0,51
EMANUELINE,0,1
EMANUELL,0,1
EMANUELLA,0,24
EMANUELS,1,1
EMANUIL,0,5
EMANULE,1,1
EMANVIL,0,1
EMANWALA,0,1
EMAR,0,5
EMARD,0.91261833712601,2
EMAREE,0,1
EMARENE,0,1
EMARET,0,1
EMARGARET,0,1
EMARGE,1,1
EMARIE,0,1
EMARITA,1,2
EMAROY,0,1
EMARY,0,3
EMASE,0,1
EMASTUHI,0,1
EMATHA,1,1
EMATINE,0,1
EMAUEL,0,1
EMAUS,0,1
EMAVE,0,1
EMAXINE,0,1
EMAY,0,1
EMAZELLE,0,1
EMAZETTA,0,1
EMBA,0,1
EMBALINE,0,1
EMBAYE,1,1
EMBELLE,0,2
EMBER,0.635126352878105,7
EMBERNETTE,0,1
EMBERSINE,0,1
EMBERT,0.380557867965008,18
EMBERY,0.776852934649573,4
EMBIE,0,1
EMBLA,0,1
EMBRA,0.945672097283683,8
EMBRE,1,1
EMBREE,0,12
EMBREY,0,5
EMBRIA,1,2
EMBRIDGE,0,1
EMBRIE,0.91261833712601,2
EMBRITT,1,1
EMBRO,0.954313068541791,3
EMBROSE,0,1
EMBROY,1,1
EMBROZINA,0,1
EMBRY,0.91261833712601,30
EMBURY,0,2
EMCEL,0,1
EMCY,1,1
EMDELL,1,1
EMDEN,0,8
EMDLLE,0,1
EMDON,0,1
EME,0,1
EMEA,0,1
EMEAL,0.989473289485706,10
EMEALIA,0,1
EMEARLD,0,1
EMECHEO,0,1
EMED,1,1
EMEDELL,0,1
EMEDIA,0,2
EMEDIO,0,17
EMEDY,0,2
EMEE,0,2
EMEGENE,0,1
EMEGINE,0,1
EMEIL,1,1
EMEL,0.758057565634243,13
EMELANIO,0,1
EMELAW,0,1
EMELAY,0,1
EMELBA,1,1
EMELDA,0.801969733604479,136
EMELDE,0,1
EMELDER,1,1
EMELDIA,0.91261833712601,2
EMELE,0.91261833712601,2
EMELEE,0,1
EMELEEN,0,1
EMELENE,0.343057152555242,21
EMELESINO,0,1
EMELETA,1,1
EMELIAN,0,2
EMELIANA,0,2
EMELIANNA,0,1
EMELIANO,0,1
EMELIDA,0,1
EMELIE,1,1
EMELIEM,0,1
EMELIEN,0.91261833712601,2
EMELIENE,0,3
EMELIENNE,0,7
EMELIJA,0,1
EMELINA,0,1
EMELINDA,0.635126352878105,14
EMELINDO,0,1
EMELINO,0,1
EMELIO,0,18
EMELIS,0,1
EMELISE,0,1
EMELITA,0,1
EMELIUS,1,1
EMELIZA,1,1
EMELL,1,1
EMELLA,0.723069334627254,5
EMELLE,0.91261833712601,2
EMELLIE,0,1
EMELUS,0,1
EMELVIA,0,1
EMELY,0,1
EMELYN,0.211229640891098,40
EMELYNE,0,4
EMEMORIO,0,1
EMENCE,1,1
EMENECIAN,0,1
EMENEFEE,0,1
EMENEGILDO,0,1
EMENELLE,0,1
EMENS,0,1
EMENTHA,1,1
EMENTI,0,1
EMEOLA,1,2
EMEOLIA,1,1
EMEORY,1,1
EMER,0.676250695837957,18
EMERA,0,3
EMERAL,0.380557867965008,18
EMERALD,0.46304476466482,118
EMERALDA,1,1
EMERALDINE,0,1
EMERALL,1,1
EMERALLISE,0,1
EMERAN,0,3
EMERANCE,0,2
EMERANDA,0,1
EMERANTE,0,1
EMERANTHE,0,2
EMERANTIEN,0,1
EMERANTZ,0,1
EMERARDA,0,1
EMERDINE,0,1
EMEREE,0,1
EMEREL,0,2
EMERELDA,0,2
EMERELICE,0,1
EMERELOUS,0,1
EMERENA,0,1
EMERENCE,0,12
EMERENCIA,0,3
EMERENCIAN,0,2
EMERENCIEN,0,2
EMERENE,0,2
EMERENT,0,1
EMERENTIA,0,5
EMERENTIAN,0,2
EMERENTIEN,0,7
EMERET,0,1
EMERETT,0.635126352878105,7
EMERETTA,0,5
EMERETTE,0,1
EMERGENE,0,4
EMERI,0,1
EMERIA,0.839280602464756,3
EMERIAL,0,1
EMERIC,0,28
EMERICA,0.91261833712601,2
EMERICE,1,1
EMERICH,0,19
EMERICK,0.326948182315929,45
EMERICO,0,4
EMERIDA,0,3
EMERIE,0,5
EMERIENNE,0,1
EMERIGO,0,1
EMERILDA,0,2
EMERILLE,0,1
EMERILLIS,0,1
EMERIN,0,1
EMERINDA,0,1
EMERIO,0,4
EMERIS,0,3
EMERISE,0,2
EMERIT,0,1
EMERITA,0.372415865227588,93
EMERITE,0.566255752356127,9
EMERITO,0.354708306809634,20
EMERL,0,1
EMERLE,0,2
EMERLENE,1,1
EMERLINE,1,1
EMERLON,0,1
EMERN,0,1
EMERON,0,4
EMEROY,0,4
EMERRALDA,0,1
EMERREAN,0,1
EMERRETT,0,1
EMERSEN,0,1
EMERSN,0,1
EMERSON,0.55991242565211,1234
EMERT,0,14
EMERTHA,1,1
EMERTON,0,1
EMERTT,0,1
EMERY,0.425761917697681,2625
EMERYCK,0,1
EMERYGENE,1,1
EMERYK,0,3
EMERYS,0,2
EMERZETTA,0,1
EMERZILLA,0,1
EMES,0,1
EMEST,0,2
EMETELIA,0,1
EMETERIA,0,25
EMETERIO,0.268180864683272,59
EMETERIOS,0,1
EMETH,0,1
EMETHILDE,0,2
EMETILE,0,4
EMETINE,1,1
EMETRIA,0,1
EMETTA,1,1
EMETTE,0.839280602464756,3
EMETTS,1,1
EMEUL,0,1
EMEZ,1,1
EMEZIRE,0,1
EMGARTH,0,1
EMI,0,8
EMIAH,0,1
EMIAL,0,1
EMICA,0,1
EMICK,0.839280602464756,3
EMIDALIA,0,1
EMIDDIA,0,2
EMIDDIO,0,3
EMIDEAN,0,1
EMIDEO,0,2
EMIDIA,0,4
EMIDIE,0,1
EMIDIO,0,78
EMIDIOLA,0,1
EMIDO,0,1
EMIE,0,1
EMIELA,0,1
EMIELE,1,1
EMIER,1,1
EMIGDIA,0,5
EMIGDIO,0,15
EMIGEDIA,0,1
EMIGENE,0,4
EMIGGY,1,1
EMIGIO,0,1
EMIGIRIA,0,1
EMIILY,0,1
EMIJILIA,0,1
EMIL,0.139794509267628,6135
EMILANAO,0,1
EMILDA,0.343057152555242,21
EMILDO,0,1
EMILDOR,0,1
EMILE,0.537133435142353,30
EMILEA,0,7
EMILEE,0,42
EMILEEN,0,2
EMILENA,0,3
EMILEO,0,7
EMILI,0,2
EMILIAN,0,25
EMILIANA,0.593050790800978,49
EMILIANFR,0,1
EMILIANO,0.283466367679104,137
EMILIAS,0,1
EMILIE,0,3
EMILIEA,0,2
EMILIEN,0,52
EMILIENNE,0.440787844980398,57
EMILIJA,0,42
EMILIL,0,1
EMILILE,0,1
EMILIN,0,1
EMILINA,0,2
EMILINDA,0,1
EMILIO,0.268800294459903,1147
EMILIS,0,4
EMILISE,0,1
EMILITA,0,1
EMILITINA,0,1
EMILIUS,0,2
EMILIYA,0,6
EMILJULIA,0,1
EMILL,0.91261833712601,2
