fname_std,bni_root,n_fname_root
THOMASEAN,1,1
THOMASEEN,0.91261833712601,2
THOMASEENI,0,1
THOMASENA,0.947101375934079,19
THOMASENE,0.91261833712601,8
THOMASENIA,1,2
THOMASG,0,1
THOMASIA,0,2
THOMASIETT,0,1
THOMASINA,0.539213300208964,794
THOMASINE,0.869665857390128,59
THOMASINO,0.91261833712601,2
THOMASITA,0,7
THOMASJ,0.776852934649573,4
THOMASJOS,0,1
THOMASJR,0,1
THOMASN,0,1
THOMASO,0,1
THOMASR,0,1
THOMASSENA,1,1
THOMASSIN,0,1
THOMASSINA,0,2
THOMASSINE,1,1
THOMASW,0,2
THOMASYNE,1,1
THOMATRA,1,1
THOMAW,0,1
THOMAZINE,1,1
THOMEASINE,1,1
THOMECENIA,1,1
THOMEDA,0,1
THOMELIA,1,1
THOMENA,0,1
THOMESENA,0,1
THOMESENIA,1,1
THOMESINA,1,2
THOMESINE,1,1
THOMI,0,1
THOMIA,0,1
THOMIDA,0,2
THOMIE,1,1
THOMINA,0,1
THOMINNA,0,1
THOMMIE,1,2
THOMMYE,1,1
THOMOCENA,1,1
THOMPAS,0,1
THOMPSE,0,1
THOMPSIE,0.839280602464756,3
THOMPSON,0.525130214476782,94
THOMPSY,0.91261833712601,2
THOMSA,0,1
THOMSENA,0,1
THOMSON,0,5
THOMWELL,1,1
THOMYE,1,1
THOMZA,0,1
THONA,0,4
THONE,0,1
THONETA,0,1
THONETTE,0,1
THONG,0,1
THONGDEE,0,1
THONIA,0,1
THONIE,1,1
THONILA,0,1
THONNIE,1,1
THONNY,0,1
THONOL,1,1
THOOMAS,0,1
THOPHIL,0,1
THOPLE,0,1
THOR,0.195420236755433,88
THORA,0.11446279284957,409
THORABELL,0,1
THORACE,0,1
THORADELL,0,1
THORAE,0,1
THORAH,0,2
THORAINE,0,1
THORAL,0,8
THORALD,0,9
THORALENE,0,1
THORALF,0,20
THORAN,0,1
THORAYA,0,1
THORBAN,0,1
THORBIE,0,1
THORBJOR,0,1
THORBJORG,0,3
THORBJORN,0,2
THORBORG,0,3
THORBORN,0,1
THORBURN,0,3
THORD,0,3
THORDES,0,2
THORDIS,0,29
THORDY,0,1
THORDYS,0,1
THORE,0,8
THOREAU,0,2
THOREEN,0,1
THOREL,0,2
THORELD,0,1
THORELLA,0,2
THOREM,0,1
THOREN,0,1
THORENA,0,1
THORES,0,1
THORESS,0,1
THORETTE,0,1
THOREY,0,2
THORFEN,0,1
THORFINN,0,1
THORGEL,0,1
THORGER,0,1
THORGNY,0,1
THORGUN,0,1
THORHILD,0,1
THORIA,0,1
THORIES,1,1
THORINE,0,5
THORIS,0,4
THORIT,0,1
THORKEL,0,1
THORKILD,0,5
THORL,0,3
THORLEIF,0,12
THORLEIV,0,2
THORLEY,0,2
THORLIEF,0,8
THORLUND,0,1
THORMA,0,3
THORMAN,0.676250695837957,12
THORMOD,0,4
THORMOND,0,1
THORN,1,2
THORNA,0,5
THORNALENE,0,1
THORNBORN,0,1
THORNDIKE,0,2
THORNE,0.537133435142353,10
THORNELL,1,1
THORNELLA,0,1
THORNER,0,1
THORNETA,0,2
THORNETTA,0,1
THORNEY,0,4
THORNIE,0.776852934649573,4
THORNING,0,1
THORNITA,0,1
THORNLEY,0,6
THORNSWORT,0,1
THORNTON,0.739848860079163,271
THORNWALD,0,1
THORNWELL,0.806861047117895,7
THORNY,1,1
THORO,1,1
THOROLD,0.487037164217999,12
THOROLF,0,8
THOROMAN,0,1
THORON,0,1
THORP,0,4
THORPE,0,4
THORPHIN,0,1
THORRIS,0,1
THORSA,1,1
THORSBY,0,1
THORSEN,0,3
THORSIE,1,1
THORSTEIN,0,4
THORSTEN,0,18
THORSTINA,0,2
THORSTON,0,1
THORVAL,0,9
THORVALD,0,49
THORVEL,0,1
THORVICK,0,1
THORVID,0,1
THORVOLD,0,1
THORWAL,0,1
THORWALD,0,23
THORWALDSO,0,1
THORY,0,1
THOSA,0,1
THOSTEE,1,1
THOTANT,0,1
THOUDS,1,1
THOUGHT,0,1
THOULA,0,1
THOUMAN,0,1
THOURAYA,0,1
THOURLOW,1,1
THOURSDON,1,1
THOV,0,1
THOWELL,1,1
THOY,0,1
THOYAL,1,1
THOYL,0,1
THOZINE,0,1
THRACE,0,4
THRACY,0,1
THRALIA,0,1
THRASA,0,1
THRASHER,0.91261833712601,2
THRASILLA,0,3
THRATA,0,1
THRAUDY,0,1
THREACIE,0.91261833712601,2
THREADA,1,1
THREASSA,1,1
THREASTON,0,1
THREAT,1,1
THREATHA,1,1
THRECA,0,2
THRECIA,0,5
THREDA,0,2
THREESTINE,0,1
THREETA,0,1
THRELDON,0,1
THRELFORD,0,1
THRELKA,0,1
THRELL,0,2
THRENA,0.91261833712601,2
THRESAL,0,1
THRESEA,0,1
THRESEL,0,1
THRESIE,0,1
THRESILLA,0,1
THRESSE,0,1
THRESSIA,0.635126352878105,7
THRESSIE,0.776852934649573,8
THRETHA,0.91261833712601,2
THREVA,0,1
THREZE,0,1
THRIEULIA,0,1
THRIFT,0.91261833712601,2
THRINA,0,1
THRISH,1,1
THRISSIA,0,1
THRISTIN,0,1
THRODA,0,1
THRODIS,1,1
THRON,0,1
THRONALD,0,1
THROND,0,2
THRONEY,0,1
THROOP,0,1
THRRESIE,1,1
THRUEMAN,0,1
THRUMAN,0,2
THRUSH,0,1
THRUSSEL,0,1
THRUSTON,0,3
THRYA,0,1
THRYANZA,0,1
THRYNGE,0,1
THRYSA,0,1
THRYSSA,0,1
THUA,0,1
THUDIS,0,1
THULA,0.451913690265387,41
THULER,0,1
THULIA,0,1
THULLA,0,1
THULMA,0,1
THUMA,0,1
THUMAN,0,1
THUMER,0,1
THUMPERT,1,1
THUNLANI,1,1
THUNNISON,0,1
THUR,0,1
THURA,0,2
THURAIA,0,1
THURAL,0,1
THURALL,0,1
THURBA,0,1
THURBAN,0,1
THURBAR,0,1
THURBEN,0,1
THURBER,0.487037164217999,12
THURBERT,0,2
THURBY,1,1
THURCE,0,1
THURCIE,0,1
THURE,0,28
THUREADA,0,1
THUREL,0.839280602464756,3
THURELL,0,1
THUREN,0,1
THURGOOD,1,1
THURINE,0,1
THURISLEE,1,1
THURL,0.321909535845449,46
THURLA,0.839280602464756,9
THURLAN,0,2
THURLAND,0,3
THURLE,0,3
THURLEE,1,3
THURLEEN,0,1
THURLENE,0,2
THURLEY,0,33
THURLIE,0,5
THURLIN,0,2
THURLINE,0,1
THURLING,0,1
THURLO,0.367178694247224,19
THURLOE,0,2
THURLON,0,1
THURLOW,0.427263453475905,90
THURLYN,0,1
THURM,0,1
THURMA,0.723069334627254,20
THURMAL,0,2
THURMALE,0,1
THURMAM,0,1
THURMAN,0.569360981542375,1504
THURMON,0.727265210431991,59
THURMOND,0.728110235929773,49
THURMUTIS,0,1
THURN,0,3
THURNA,0,2
THURNELDA,0,2
THURNELL,1,1
THURNEY,0,1
THURNIE,0,3
THUROLENE,0,1
THURRELL,0,2
THURSA,0,41
THURSALEA,0,1
THURSALENE,0,1
THURSBY,0,1
THURSDAY,0.954313068541791,3
THURSER,1,1
THURSETTA,1,1
THURSEY,0,15
THURSIA,0,6
THURSIE,0,20
THURSIER,1,1
THURSILE,0,1
THURSTA,0,1
THURSTEN,0,1
THURSTON,0.570522317413551,257
THURSYE,0,1
THURWALD,0,2
THURZA,0.224873777034618,37
THURZAH,0,1
THURZETTA,0,1
THURZIA,0,1
THURZIE,0,3
THUSA,0,1
THUSIE,0,1
THUSN,0,1
THUSNELDA,0,22
THUSNELDE,0,1
THUSNELDIA,0,1
THUSNELLA,1,1
THUSTON,0,1
THUTZA,0,1
THUVE,0,1
THUY,1,1
THYAS,0,1
THYBIA,1,1
THYERA,0,1
THYLA,0,1
THYLE,0,2
THYLERIA,0,1
THYLIA,0,1
THYLMA,0,2
THYME,1,1
THYMIA,0,1
THYMN,1,1
THYNE,0,1
THYOGEST,1,1
THYRA,0.237666964280918,207
THYRALEE,0,2
THYRALENE,0,1
THYRE,0,2
THYREL,0,1
THYRESSA,0,1
THYRIA,0.839280602464756,3
THYRL,0,2
THYRLE,0,2
THYRLINE,0,1
THYRMA,0,2
THYRSA,0,1
THYRSIS,0,1
THYRZA,0.321909535845449,23
THYSTLE,0,2
TIA,0,1
TIAGO,0,2
TIAJUANA,0,1
TIAMI,0,1
TIANADA,0,1
TIASSIE,1,1
TIB,0,1
TIBA,0,1
TIBAYA,0,1
TIBBIE,0,7
TIBBS,0.91261833712601,2
TIBBY,0,3
TIBE,0,1
TIBEL,0,1
TIBERCIO,0,1
TIBERIA,0,3
TIBERIO,0,9
TIBERIU,0,3
TIBERIUS,0,2
TIBEROUS,1,1
TIBERTIUS,0,2
TIBERTUS,0,2
TIBEY,0,2
TIBIROUS,0,1
TIBIT,0,1
TIBO,0,2
TIBOR,0,87
TIBURCIA,0,18
TIBURCIO,0.405163280336992,49
TIBURICO,0,1
TIBURSIO,0,2
TIBURTICE,0,1
TIBURTIUS,0,2
TIBY,0,5
TICE,0.598717009722856,16
TICHIE,1,1
TICHON,0,1
TICIANO,0,1
TICIE,0.723069334627254,5
TICKET,1,2
TICKNOR,0,1
TICY,0,2
TID,0,1
TIDA,0,4
TIDAL,0,1
TIDED,1,1
TIDELIA,0,1
TIDEMAN,0,1
TIDIE,0.954313068541791,3
TIDO,0,1
TIDUS,0.939997862569105,5
TIDWELL,0.839280602464756,3
TIDY,0.776852934649573,4
TIDYE,0,1
TIE,0,1
TIEBEE,0,1
TIEME,0,2
TIEMEYER,0,1
TIEN,0.91261833712601,2
TIENE,0,1
TIENESTIE,0,1
TIENIE,0,1
TIENIZ,0,1
TIENNIE,0,1
TIENUS,0,1
TIENY,0,1
TIERCE,0,2
TIERNEY,0,2
TIES,1,1
TIETE,0,1
TIETJE,0,1
TIFA,0,2
TIFF,1,2
TIFFANY,0,4
TIFFEY,0.91261833712601,2
TIFFIE,0,1
TIFFIN,0,2
TIFFY,0,1
TIFTON,0,4
TIGE,0,3
TIGER,1,1
TIGNAL,0,1
TIGRAN,0,10
TIGRANOHY,0,1
TIGRANOUHI,0,1
TIGRANUHI,0,1
TIGRANUI,0,5
TIHAMER,0,2
TIHES,0,1
TIHOMIL,0,1
TIHOMIR,0,4
TIIU,0,1
TIJUANA,0,1
TIKA,0,1
TIKEY,0,1
TIKRAN,0,2
TIL,0,1
TILA,0,2
TILACKDHAR,1,1
TILAR,0,1
TILARY,0,1
TILBA,0,2
TILBERT,0.893108021123053,9
TILD,0,3
TILDAE,0,1
TILDAN,1,1
TILDE,0,4
TILDEN,0.450290020556983,55
TILDIAN,0,1
TILDO,0,2
TILDON,0,15
TILDREN,0,1
TILEMAHOS,0,1
TILENA,1,1
TILENE,0,1
TILEO,0,2
TILESTON,0,1
TILFERD,0,2
TILFORD,0.472352363733804,76
TILFRED,0,2
TILGHMAN,0,1
TILGHMON,0,1
TILIA,0,2
TILIMAN,0,1
TILINKA,0,1
TILIO,0,8
TILKA,0,1
TILL,0.765465509182832,21
TILLA,0.627494479567812,36
TILLAMN,0,1
TILLAR,1,1
TILLARD,0,2
TILLAS,1,1
TILLATHA,1,1
TILLE,0,7
TILLEMAN,0,1
TILLER,0.935986349598956,12
TILLERY,0,2
TILLET,0,1
TILLETT,0,1
TILLEY,0,1
TILLI,0,3
TILLIAN,0.91261833712601,2
TILLIE,0.723069334627254,5
TILLIETA,0,1
TILLIEZ,0,1
TILLIMAN,1,1
TILLIO,0,4
TILLIS,0.893108021123053,9
TILLISON,0,1
TILLIT,0,1
TILLITHA,0,1
TILLIY,0,1
TILLMAN,0.729544761428588,380
TILLMON,0.813143030858833,17
TILLMOND,1,1
TILLO,0,1
TILLORD,1,1
TILLORETTA,1,1
TILLUS,0,1
TILLY,0,4
TILLYE,0,9
TILLYER,0,1
TILMA,0,3
TILMAN,0,1
TILMAND,0,1
TILMAR,0,2
TILMEN,0,3
TILMER,0.963113407791441,7
TILMON,1,1
TILMOND,0,1
TILO,0,1
TILOMENA,0,1
TILON,0.839280602464756,3
TILORA,1,1
TILPHER,0,1
TILROW,0,1
TILSE,0,1
TILSIE,1,1
TILSO,1,1
TILSON,0,6
TILT,0,1
TILTON,0.833697628275465,37
TILUMENE,1,1
TILVAN,0,1
TILVEN,0,1
TILVIA,0,1
TILY,0,1
TILYA,0,1
TIM,0,2
TIMA,0,6
TIMAFEY,0,1
TIMALEE,1,1
TIMAO,0,1
TIMAR,0,1
TIMATON,0,1
TIMBERLAKE,1,1
TIMBES,0,1
TIMBROOK,1,1
TIMEA,0,1
TIMEMARK,0,1
TIMEN,0,1
TIMER,0.91261833712601,2
TIMETEO,0,1
TIMETTA,1,1
TIMIA,0,1
TIMIE,0,2
TIMIETH,1,1
TIMINETIA,1,1
TIMITH,1,1
TIMITIA,0,1
TIMM,0,1
TIMMER,0,1
TIMMIE,0.894579149362089,29
TIMMON,1,1
TIMMONS,0,4
TIMMY,0.723069334627254,5
TIMNA,0,2
TIMO,0.776852934649573,4
TIMOFEI,0,2
TIMOFEJ,0,1
TIMOFEY,0,5
TIMOFIEJ,0,1
TIMOHTY,0,1
TIMOKLIA,0,1
TIMOLEON,0,2
TIMON,0.566255752356127,9
TIMONEE,0,1
TIMOTEA,0,26
TIMOTEO,0.172788700845579,51
TIMOTH,0,1
TIMOTHEA,0.776852934649573,4
TIMOTHEE,1,1
TIMOTHEOS,0,1
TIMOTHEUS,0,1
TIMOTHY,0.776538162238972,1470
TIMOTY,0,1
TIMP,1,1
TIMPADELL,0,1
TIMPIE,1,2
TIMPLE,0,1
TIMY,0,2
TIN,0,1
TINA,0,2
TINADENE,0,1
TINAH,0,2
TINAK,0,1
TINARDUS,0,1
TINBROOK,0,1
TINCE,0,5
TINCEL,0,1
TINCER,0,1
TINCEY,0.91261833712601,4
TINCIE,0,11
TINCY,0.776852934649573,16
TINDA,0,1
TINDAL,1,1
TINDALL,0,2
TINDARA,0,4
TINDARO,0,5
TINDERA,0,1
TINDINDO,0,1
TINDLE,0,1
TINDLEY,1,1
TINE,0.537133435142353,10
TINELLA,0.839280602464756,3
TINER,0.91261833712601,2
TINERA,0,1
TINETTA,1,1
TINETTE,0,1
TINEY,0.835550348337114,55
TING,0,3
TINGNAL,0,1
TINIA,0,4
TINIE,0.723069334627254,25
TINIOUS,1,1
TINIS,0,1
TINK,0,2
TINKA,0,3
TINKER,0.91261833712601,2
TINLEY,0,2
TINNA,0,2
TINNER,1,1
TINNEY,0,1
TINNIA,0,1
TINNIE,0,2
TINNIS,1,1
TINNY,0.776852934649573,8
TINO,0,11
TINOUS,1,1
TINSA,0,1
TINSEL,0,1
TINSEY,0.91261833712601,2
TINSIE,0.91261833712601,4
TINSLEY,0.811338218947632,24
TINSON,0,1
TINSY,0.91261833712601,2
TINTA,0,1
TINUS,0,1
TINY,0.91261833712601,12
TINYE,0,3
TINZIA,0,1
TINZY,0,1
TIO,1,1
TIODORA,0,3
TIODORO,0,4
TIODOSA,0,1
TIODOSITA,0,1
TIODULO,0,1
TIOFILA,0,8
TIOFILITA,1,1
TIOFILO,0,7
TIONA,0,1
TIONESTA,0,1
TIONETTA,0,1
TIORE,0,1
TIP,0.676250695837957,30
TIPA,0,1
TIPP,0,5
TIPPER,0,2
TIPPIE,0.91261833712601,4
TIPPY,0.874414443087022,5
TIPRA,0,1
TIPTON,0,17
TIQUE,0,1
TIRA,0.776852934649573,4
TIRALDO,0,1
TIRAN,0,2
TIRAS,0,1
TIRATH,0,1
TIRCIA,0,1
TIREE,1,1
TIREY,0,3
TIRIGI,0,1
TIRINA,0,1
TIRL,0,1
TIRMA,0,1
TIROUHI,0,1
TIROUI,0,1
TIRREL,0,1
TIRRIE,1,1
TIRSHATHA,1,1
TIRSO,0,20
TIRUI,0,2
TIRY,0,1
TIRZAH,0.217838270540398,77
TIRZO,0,1
TISAH,0,1
TISBA,1,1
TISBIA,1,1
TISBIE,1,2
TISBY,1,4
TISCIA,0,1
TISDALE,1,1
TISESUS,0,1
TISHANNA,1,1
TISHE,0.91261833712601,4
TISHER,0.976622511411492,5
TISHEY,0.874414443087022,5
TISHI,1,1
TISHIA,0.806861047117895,14
TISHIL,0,1
TISHUE,0,1
TISHY,0,1
TISISH,1,1
TISLA,0,1
TISON,0,2
TISSIE,0,2
TISSIER,0,1
TISSUE,0,3
TISY,0,1
TIT,0,1
TITA,0.271668802012772,29
TITANA,0,1
TITANIA,0,6
TITANNA,0,1
TITHORN,1,1
TITI,0,3
TITIA,0,5
TITIAN,0,2
TITIANA,0,3
TITIKA,0,1
TITINA,0,6
TITIS,0,1
TITO,0.312284219863831,72
TITOLA,0,2
TITON,0,1
TITOS,0,1
TITUS,0.856487369211789,143
TIUYA,0,1
TIVA,0,4
TIVADAR,0,2
TIVADOR,0,1
TIVE,0.839280602464756,3
TIVEDA,0,1
TIVERCIO,0,1
TIVES,0,2
TIVIS,0.4759399147484,25
TIVO,0,2
TIVOLA,0.839280602464756,3
TIYANO,0,1
TIYNA,0,1
TIZA,0,1
TIZAR,1,1
TIZIAN,0,1
TJ,0,2
TJAART,0,1
TJABBINA,0,1
TJARK,0,1
TJERAND,0,1
TJERK,0,1
TJETTJE,0,1
TJODE,0,1
TJODINA,0,1
TJOGIA,0,1
TJOMAS,0,1
TJW,0,1
TLEATER,1,1
TLITHA,0,3
TLUCILLE,0,1
TM,0,1
TNP,0,1
TO,0,1
TOANE,0,1
TOBA,0,34
TOBBIE,0.963113407791441,7
TOBBY,0,2
TOBE,0,4
TOBERT,0,1
TOBEY,0,23
TOBI,0,6
TOBIA,0,21
TOBIAH,0,1
TOBIAN,0,1
TOBIAS,0.739612602365382,304
TOBIASZ,0,1
TOBIE,0,25
TOBIJS,0,1
TOBIN,0.839280602464756,6
TOBINE,0,1
TOBIO,0,2
TOBIS,0,1
TOBISTA,0,1
TOBORG,0,1
TOBY,0.0368469498237615,274
TOBYE,0,6
TOCCOA,0,2
TOCHA,0,1
TOCHIE,0,1
TOD,0,20
TODA,0,1
TODD,0.601853549881366,87
TODDIE,1,1
TODDY,0,2
TODE,0,1
TODENZ,0,1
TODI,0,1
TODIE,0,1
TODINAR,0,1
TODOR,0,20
TODORA,0,4
TODORKA,0,4
TODRES,0,1
TODY,0,1
TODYA,0,1
TOEFIL,0,1
TOEGO,0,1
TOELLNER,0,1
TOETIE,0,1
TOFE,0,1
TOFEEK,0,1
TOFFEY,0,1
TOFICK,0,1
TOFIE,0,2
TOFIEL,0,2
TOFUL,0,2
TOFY,0,1
TOGA,0,1
TOGE,0,1
TOGEAL,0,1
TOGO,0.91261833712601,2
TOGY,0,1
TOH,1,1
TOHILD,0,1
TOHLE,0,1
TOHMAIE,0,1
TOHMAS,1,1
TOI,0,2
TOIA,0,1
TOIBA,0,1
TOIBIO,0,1
TOIE,0,1
TOILEY,0,1
TOILY,1,1
TOIMI,0,4
TOINE,0,2
TOINETTE,0,9
TOINI,0,60
TOINIE,0,5
TOINY,0,1
TOIS,0,2
TOISTO,0,2
TOIV,0,2
TOIVD,0,1
TOIVO,0,217
TOJAN,0.91261833712601,2
TOKA,0,5
TOKE,0,1
TOKER,0.776852934649573,4
TOKEY,0,1
TOKIE,0,2
TOKIO,0.91261833712601,2
TOL,0.776852934649573,4
TOLA,0.523667427189517,42
TOLAH,0,1
TOLAN,1,1
TOLAND,0,5
TOLAR,0.91261833712601,2
TOLBA,0,1
TOLBERT,0.666294736273251,81
TOLBERTUS,0,1
TOLBIE,0,1
TOLBOT,0,1
TOLBURT,0,1
TOLBY,0,4
TOLDA,0,1
TOLDIA,0,1
TOLEDA,0,4
TOLEDITH,1,1
TOLEDO,0.826005098288952,16
TOLEE,0,1
TOLEMAN,0,2
TOLEN,0.91261833712601,2
TOLENTINA,0,4
TOLENTINE,0,1
TOLENTINO,0,3
TOLEPHUS,0,1
TOLER,0,4
TOLETA,0,5
TOLETHA,0,2
TOLETTA,0,3
TOLEY,0.839280602464756,6
TOLFORD,0,1
TOLIA,0.91261833712601,2
TOLICE,1,1
TOLIE,0.939997862569105,5
TOLIFF,0,1
TOLINDA,0,1
TOLINE,0,1
TOLIO,0,1
TOLIPHIA,0,1
TOLISE,0.776852934649573,4
TOLITA,0,1
TOLIVER,0.445488268654935,14
TOLL,0.893108021123053,9
TOLLA,0.91261833712601,4
TOLLEF,0,9
TOLLEY,0,3
TOLLI,0,1
TOLLICE,0,1
TOLLIE,0.67918249396891,89
TOLLIEFY,0,1
TOLLINE,0,2
TOLLIS,0,1
TOLLISON,0,1
TOLLIVER,0.748996859458755,9
TOLLY,0.881797175713439,12
TOLLYE,0,1
TOLMAN,0,3
TOLMENA,0,1
TOLMER,0,2
TOLMIN,0,1
TOLMINA,0,2
TOLMINO,0,3
TOLNA,0,1
TOLOOIEH,0,1
TOLOR,1,2
TOLOVER,0,1
TOLSIE,0,1
TOLSON,0,1
TOLSTOI,0,3
TOLSTOY,0,1
TOLTON,1,2
TOLULA,0,1
TOLULAH,0,1
TOLURA,0,1
TOLVA,0,2
TOLVIS,0,1
TOLY,0,2
TOLYO,0,1
TOLZA,0,1
TOM,0.868355945033923,31
TOMA,0.354708306809634,20
TOMACINA,0,1
TOMACITA,0,4
TOMAIDI,0,1
TOMALEEN,0,1
TOMALLIE,0,1
TOMALUE,1,1
TOMAN,0,2
TOMANASO,0,1
TOMAS,0,1
TOMASENE,0,1
TOMASH,0,1
TOMASIA,0,1
TOMASINA,0,33
TOMASINE,0.839280602464756,3
TOMASITA,0.144167103224666,63
TOMASO,0,7
TOMASS,0,1
TOMASSINA,0,5
TOMASSO,0,1
TOMASY,0,1
TOMASZ,0,15
TOMATO,1,1
TOMAZ,0,8
TOMAZENE,0,2
TOMAZIA,0,1
TOMBERLIN,0,1
TOMCIE,0,1
TOME,0.874414443087022,10
TOMEA,0,1
TOMEASE,1,1
TOMEH,0,1
TOMELLA,1,7
TOMENA,0,2
TOMENAH,0,1
TOMER,0,3
TOMERA,0,2
TOMERSENA,1,1
TOMES,0,1
TOMESENA,1,1
TOMESIA,1,1
TOMESINA,0,1
TOMETTA,0.91261833712601,2
TOMI,0.723069334627254,5
TOMICA,0,7
TOMIE,0.898345800779111,24
TOMIEDEE,0,1
TOMIEL,1,1
TOMIEZEEN,0,1
TOMIEZENE,1,1
TOMIJEAN,0,1
TOMIJO,0,1
TOMIKO,0,2
TOMILEE,0,2
TOMILEEN,0,1
TOMILINE,0,1
TOMINA,0,4
TOMINE,0,2
TOMINKA,0,1
TOMIRA,0,1
TOMIS,0,1
TOMISLAV,0,3
TOMIVA,0,1
TOMIYO,0,1
TOMIZENE,0,1
TOMLIN,0.839280602464756,3
TOMLINSON,0,1
TOMM,0.933000112447838,7
TOMMA,0.776852934649573,4
TOMMASA,0,6
TOMMASINA,0,25
TOMMASINE,0,1
TOMMASINO,0,1
TOMMASO,0,47
TOMMASSO,0,1
TOMME,0,3
TOMMEE,0,1
TOMMI,0.91261833712601,2
TOMMIA,0,1
TOMMIE,0.846137275056988,1035
TOMMIESENA,1,1
TOMMILEE,1,1
TOMMILOU,0,1
TOMMINE,0,1
TOMMY,0.566255752356127,63
TOMMYANNE,0,1
TOMMYE,0.547696365784677,77
TOMMYLEE,1,1
TOMMYLYLE,0,1
TOMMYSENE,1,1
TOMO,0,6
TOMORA,0,1
TOMOSA,0,1
TOMPIE,0,4
TOMPKINS,0,1
TOMPS,0,1
TOMPY,0.839280602464756,3
TOMPYE,0,1
TOMS,0,1
TOMSIE,0.91261833712601,2
TOMUS,0,2
TOMY,0,4
TOMYE,0,7
TOMYS,0,1
TOMYSENA,1,1
TOMYZENE,0,1
TOMZELL,0,1
TOMZIE,1,1
TONA,0,9
TONABELLE,0,1
TONAPET,0,1
TONCELLA,1,1
TONCH,0,1
TONCIE,0.963113407791441,7
TONCY,1,1
TONDA,0.91261833712601,2
TONE,0,2
TONELLA,0,1
TONER,0,2
TONETO,0,1
TONETTE,0.776852934649573,4
TONEY,0,10
TONG,0,2
TONI,0.3520512802979,182
TONIA,0,24
TONIAN,0,1
TONIBEL,0,1
TONICA,0,6
TONICE,0,1
TONIE,0.537133435142353,30
TONIEDA,0,1
TONIELLE,0,1
TONIES,0,1
TONIJA,0,1
TONIK,0,1
TONILETTA,0,1
TONINA,0,3
TONINE,0,1
TONINO,0,4
TONIO,0,1
TONIS,0,3
TONISE,0.91261833712601,2
TONITA,0,22
TONK,1,1
TONKA,0,2
TONN,0,1
TONNA,0,2
TONNER,0,1
TONNES,0,10
TONNETTE,0,1
TONNEY,1,1
TONNIE,0.776852934649573,32
TONNIS,0,3
TONNO,0,2
TONNY,0,6
TONNYY,0,1
TONO,0,1
TONOLIA,1,1
TONSCIE,1,1
TONSEY,0,1
TONSIE,1,1
TONYA,0.776852934649573,4
TONZOL,0,1
TOOBA,0,5
TOODE,0,1
TOODIE,0,1
TOOFAHA,0,1
TOOFE,0,1
TOOFEY,0,1
TOOKI,0,1
TOOKIE,0.91261833712601,2
TOOLER,0,1
TOOLET,1,1
TOOLEY,0,1
TOOMBS,0,1
TOONA,0,2
TOONEY,0,1
TOONIE,0,2
TOORAN,0,1
TOORVAND,0,1
TOOS,0,1
TOOTI,0,3
TOOTS,0,6
TOOTSIE,0,1
TOP,0,1
TOPAZ,0,2
TOPEAT,1,1
TOPERESE,1,1
TOPHANIA,0,1
TOPHEL,0,1
TOPHELIA,0,4
TOPHIE,0,2
TOPHILIA,0,1
TOPIAS,0,1
TOPPERWEIN,0,1
TOPS,0,1
TOPSEY,0,1
TOPSIE,0.969071029103385,4
TOPSY,0.661963350889213,19
TOPY,0,1
TOR,0,9
TORA,0.439243002051126,43
TORAB,0,1
TORACEY,0,1
TORAH,1,2
TORAL,0,1
TORALF,0,6
TORAN,0,3
TORANCE,0.839280602464756,3
TORANDZH,0,1
TORBEN,0,7
TORBERT,0,1
TORBET,0,1
TORBETT,0,1
TORBIA,0,1
TORBIE,0,1
TORBIN,0,1
TORBITT,0,1
TORBJOR,0,1
TORBJORG,0,4
TORBJORN,0,7
TORBORG,0,4
TORCHEY,0,1
TORCHY,0,1
TORD,0,3
TORDEN,0,1
TORDIS,0,13
TORE,0,16
TOREACY,1,1
TOREASOR,0,1
TOREATHA,1,1
TOREATHEA,1,1
TOREATHER,1,1
TORECCIE,1,1
TOREDA,1,1
TOREE,0,1
TOREESA,1,1
TORELIA,1,1
TORELLO,0,1
TOREN,0,1
TORENO,0,1
TORENZIO,0,1
TORESA,0,1
TORESSA,0,1
TORETHA,0.91261833712601,2
TORETIA,0,1
TOREY,0,1
TORFINN,0,1
TORGEIR,0,4
TORGER,0,9
TORGNEY,0,1
TORGNY,0,6
TORGOM,0,1
TORGRIM,0,1
TORGUS,0,1
TORHILD,0,5
TORIA,0,1
TORIBIA,0.410471178804741,16
TORIBID,0,1
TORIBIO,0.436185575626911,58
TORIE,1,1
TORINA,0,2
TORIND,0,1
TORINDA,0,1
TORINDO,0,2
TORINO,0,7
TORIS,0.91261833712601,2
TORISE,1,1
TORIVIA,0,2
TORIVIO,0,2
TORJUS,0,2
TORK,0,1
TORKEL,0,3
TORKIL,0,1
TORKILD,0,1
TORKJELL,0,1
TORKOM,0,1
TORL,1,1
TORLEF,0,1
TORLEICE,1,1
TORLEIF,0,11
TORLEIV,0,5
TORLIE,0,1
TORLIEF,0,3
TORLIEV,0,1
TORMA,0,1
TORMAN,0,1
TORMOD,0,1
TORNELLE,1,1
TORNIK,0,1
TORNISH,1,1
TORNOW,0,1
TOROLF,0,2
TORONTINA,0,1
TOROS,0,10
TOROSS,0,1
TORPIA,0,1
TORQUATO,0,2
TORRANCE,0,15
TORRE,0,3
TORRENCE,0.551310273615642,38
TORREY,0.380557867965008,18
TORRIES,1,1
TORRIS,0.91261833712601,4
TORRY,0,1
