fname,fname_std,sex,source
BULIA,BEULAH,2,MPC
BURNARD,BERNARD,1,ABE
BURNICE,BERNICE,2,MPC
BURNIE,BERNARD,1,MPC
BURT,BERT,1,ABE
BURTEN,BURTON,1,ABE
BURTHA,BERTHA,2,MPC
BURTHY,BERTHA,2,MPC
BURTIE,ROBERT,1,MPC
BURTIE,BERTHA,2,MPC
BURTY,ROBERT,1,MPC
BYRAM,BYRON,1,ABE
C  P,MARSHALL,1,ABE
CADY,CATHERINE,2,MPC
CAL,CALVIN,1,MPC
CAL,CALISTA,2,MPC
CALAB,CALEB,1,ABE
CALADONA,CALEDONIA,2,MPC
CALADONIA,CALEDONIA,2,MPC
CALAFORNIA,CALIFORNIA,2,ABE
CALDONA,CALEDONIA,2,MPC
CALDONIA,CALEDONIA,2,MPC
CALIB,CALEB,1,ABE
CALIDONIA,CALEDONIA,2,ABE
CALIP,CALIB,1,MPC
CALISTA,CALLISTA,2,ABE
CALL,CALVIN,1,MPC
CALLIE,CAROLINE,2,MPC
CALLIE,CALVIN,1,MPC
CALLY,CAROLINE,2,MPC
CALLY,CALVIN,1,MPC
CALOB,CALEB,1,ABE
CALUP,CALEB,1,ABE
CALVAN,CALVIN,1,ABE
CALVEN,CALVIN,1,ABE
CALY,CALISTA,2,MPC
CAM,CAMERON,1,MPC
CAMELIA,CAMILLA,2,ABE
CAMI,CAMILLE,2,MPC
CAMIE,CAMILLE,2,MPC
CAMILA,CAMILLA,2,MPC
CAMILE,CAMILLA,1,ABE
CAMILE,CAMILLA,2,ABE
CAMILIA,CAMILLA,2,ABE
CAMILLE,CAMILLA,2,ABE
CAMMIE,CAMILLE,2,MPC
CANDACY,CANDACE,2,MPC
CANDAS,CANDACE,2,MPC
CANDES,CANDICE,2,MPC
CANDICE,CANDACE,2,MPC
CANDIS,CANDACE,2,MPC
CANDUS,CANDACE,2,MPC
CANDY,CANDACE,2,MPC
CANELIA,CAMELIA,2,MPC
CAPTJOHN,JOHN,1,ABE
CAPTOLA,CAPITOLA,2,ABE
CARA,CAROLINE,2,ABE
CARAH,CAROLINE,2,ABE
CARALINE,CAROLINE,2,MPC
CARDELIA,CORDELIA,2,MPC
CAREL,CARROLL,1,ABE
CARELINE,CAROLINE,2,ABE
CAREY,CAROLINE,2,MPC
CARIE,CAROLINE,2,MPC
CARILINE,CAROLINE,2,MPC
CARINA,CORINNA,2,ABE
CARINE,CORINNE,2,ABE
CARL,CHARLES,1,ABE
CARLE,CHARLES,1,ABE
CARLES,CHARLES,1,MPC
CARLEY,CHARLES,1,ABE
CARLIE,CHARLES,1,ABE
CARLIE,CARLA,2,ABE
CARLINE,CAROLINE,2,MPC
CARLOS,CHARLES,1,ABE
CARLOTA,CHARLOTTE,2,ABE
CARLOTTA,CHARLOTTE,2,ABE
CARLOTTE,CHARLOTTE,2,ABE
CARLY,CHARLES,1,ABE
CARMELIA,CARMELLA,2,ABE
CARNELIUS,CORNELIUS,1,ABE
CARO,CAROLINE,2,MPC
CAROL,CARROLL,1,ABE
CAROL,CAROLINE,2,ABE
CAROLENE,CAROLINE,2,MPC
CAROLIN,CAROLINE,2,MPC
CAROLL,CARROLL,1,ABE
CAROLYN,CAROLINE,2,ABE
CARRA,CAROLINE,2,ABE
CARRE,CAROLINE,2,MPC
CARREY,CARRIE,2,MPC
CARRI,CAROLINE,2,ABE
CARRIE,CAROLINE,2,MPC
CARRIE,CAREY,1,MPC
CARROL,CARROLL,1,ABE
CARROLINE,CAROLINE,2,ABE
CARRY,CAREY,1,ABE
CARRY,CAROLINE,2,ABE
CARY,CAROLINE,2,MPC
CAS,CASSIUS,1,MPC
CASANDA,CASSANDRA,2,MPC
CASANDER,CASSANDRA,2,MPC
CASANDRA,CASSANDRA,2,ABE
CASHUS,CASSIUS,1,MPC
CASIE,CASSANDRA,2,MPC
CASIUS,CASSIUS,1,ABE
CASPAR,CASPER,1,MPC
CASS,CASSANDRA,2,MPC
CASS,CASSIUS,1,MPC
CASSA,CASSANDRA,2,MPC
CASSANDA,CASSANDRA,2,ABE
CASSANDER,CASSANDRA,2,MPC
CASSEY,CASSANDRA,2,MPC
CASSIA,CASSANDRA,2,ABE
CASSIE,CASSANDRA,2,MPC
CASSIE,CASSIUS,1,MPC
CASSUS,CASSIUS,1,ABE
CASSY,CASSANDRA,2,MPC
CATA,CATHERINE,2,MPC
CATARINA,CATHERINE,2,ABE
CATARINE,CATHERINE,2,MPC
CATE,CATHERINE,2,MPC
CATERINA,CATHERINE,2,MPC
CATERINE,CATHERINE,2,MPC
CATEY,CATHERINE,2,MPC
CATH,CATHERINE,2,MPC
CATHA,CATHARINE,2,MPC
CATHAINE,CATHERINE,2,MPC
CATHAR,CATHERINE,2,MPC
CATHARAN,CATHERINE,2,MPC
CATHAREN,CATHERINE,2,MPC
CATHARENE,CATHERINE,2,MPC
CATHARIN,CATHERINE,2,MPC
CATHARINA,CATHERINE,2,ABE
CATHARINE,CATHERINE,2,MPC
CATHARN,CATHARINE,2,MPC
CATHARNE,CATHERINE,2,MPC
CATHE,CATHERINE,2,MPC
CATHER,CATHERINE,2,MPC
CATHERAN,CATHERINE,2,MPC
CATHEREN,KATHARINE,2,MPC
CATHERENA,CATHERINA,2,MPC
CATHERENE,CATHERINE,2,MPC
CATHERIN,CATHERINE,2,MPC
CATHERINA,CATHERINE,2,ABE
CATHERN,CATHERINE,2,MPC
CATHERNE,CATHERINE,2,MPC
CATHERON,CATHERINE,2,MPC
CATHIE,CATHERINE,2,MPC
CATHINE,CATHERINE,2,MPC
CATHIRINE,CATHERINE,2,MPC
CATHIRNE,CATHERINE,2,MPC
CATHN,CATHERINE,2,MPC
CATHORIN,CATHERINE,2,MPC
CATHORINE,CATHERINE,2,MPC
CATHR,CATHERINE,2,MPC
CATHRAN,CATHERINE,2,MPC
CATHREN,CATHERINE,2,MPC
CATHRENA,CATHERINE,2,MPC
CATHRENE,CATHERINE,2,MPC
CATHRIAN,CATHERINE,2,MPC
CATHRIEN,CATHERINE,2,MPC
CATHRIN,CATHERINE,2,MPC
CATHRINA,CATHERINE,2,ABE
CATHRINE,CATHERINE,2,MPC
CATHRON,CATHERINE,2,MPC
CATHY,CATHERINE,2,MPC
CATIE,CATHERINE,2,MPC
CATRIN,CATHERINE,2,MPC
CATRINA,CATHERINE,2,ABE
CATRINE,CATHERINE,2,MPC
CATTIE,CATHERINE,2,MPC
CATTY,CATHERINE,2,MPC
CATY,CATHERINE,2,MPC
CEALIA,CECELIA,2,MPC
CEALY,CELIA,2,ABE
CEASAR,CAESAR,1,MPC
CEASER,CAESAR,1,ABE
CEASOR,CAESAR,1,ABE
CECELIA,CECILIA,2,ABE
CECIL,CECILIA,2,ABE
CECILA,CECILIA,2,ABE
CECILE,CECILIA,2,ABE
CECILLIA,CECILIA,2,ABE
CECILY,CECILIA,2,ABE
CECLIA,CECILIA,2,MPC
CEILEY,CECILIA,2,MPC
CEILIA,CECELIA,2,MPC
CEILY,CECILIA,2,MPC
CELA,CECILIA,2,ABE
CELENA,CELINA,2,ABE
CELEST,CELESTE,2,ABE
CELESTA,CELESTE,2,ABE
CELESTIA,CELESTE,2,ABE
CELESTIAL,CELESTE,2,ABE
CELESTIN,CELESTE,2,ABE
CELEY,CECILIA,2,ABE
CELIA,CECILIA,2,ABE
CELIE,CECILIA,2,MPC
CELISTA,CALLISTA,2,ABE
CELLA,CELIA,2,ABE
CELLIA,CELIA,2,ABE
CELY,CECILIA,2,MPC
CEMANTHA,SAMANTHA,2,MPC
CEPHUS,CEPHAS,1,ABE
CERENA,SERENA,2,MPC
CERILDA,SARILDA,2,ABE
CESAR,CAESAR,1,MPC
CESARIO,CAESAR,1,ABE
CEZAR,CAESAR,1,MPC
CH,CHARLES,1,MPC
CHA,CHARLES,1,MPC
CHALES,CHARLES,1,MPC
CHALIE,CHARLES,1,MPC
CHALOTTE,CHARLOTTE,2,MPC
CHALS,CHARLES,1,MPC
CHANCE,CHAUNCEY,1,ABE
CHANCEY,CHAUNCEY,1,ABE
CHANCY,CHAUNCEY,1,ABE
CHANCY,CHAUNCEY,2,ABE
CHANFAN,CHAN,1,ABE
CHANNCY,CHAUNCEY,1,ABE
CHANY,CHANEY,2,MPC
CHAR,CHARLES,1,MPC
CHARELS,CHARLES,1,MPC
CHARES,CHARLES,1,MPC
CHARETY,CHARITY,2,MPC
CHARL,CHARLES,1,MPC
CHARLE,CHARLES,1,MPC
CHARLESS,CHARLES,1,ABE
CHARLET,CHARLOTTE,2,MPC
CHARLETT,CHARLOTTE,2,MPC
CHARLETTE,CHARLOTTE,2,MPC
CHARLEY,CHARLES,1,MPC
CHARLEY,CHARLOTTE,2,MPC
CHARLIE,CHARLES,1,MPC
CHARLIE,CHARLOTTE,2,MPC
CHARLIS,CHARLES,1,MPC
CHARLLOTTE,CHARLOTTE,2,MPC
CHARLOOTE,CHARLOTTE,2,ABE
CHARLOT,CHARLOTTE,2,MPC
CHARLOTA,CHARLOTTE,2,ABE
CHARLOTE,CHARLOTTE,2,MPC
CHARLOTT,CHARLOTTE,2,MPC
CHARLOTTA,CHARLOTTE,2,ABE
CHARLOTTEE,CHARLOTTE,2,MPC
CHARLOTTIE,CHARLOTTE,2,ABE
CHARLOTTY,CHARLOTTE,2,MPC
CHARLS,CHARLES,1,MPC
CHARLY,CHARLES,1,MPC
CHAROLETTE,CHARLOTTE,2,MPC
CHAROLOTTE,CHARLOTTE,2,ABE
CHARRITY,CHARITY,2,ABE
CHARS,CHARLES,1,MPC
CHARTY,CHARITY,2,MPC
CHAS,CHARLES,1,MPC
CHAT,CHARLES,1,MPC
CHATARINA,CATHERINE,2,ABE
CHATHARINE,CATHERINE,2,MPC
CHATHERINE,CATHERINE,2,MPC
CHATHRINE,CATHERINE,2,MPC
CHATRINE,CATHERINE,2,ABE
CHATTIE,CHARLOTTE,2,MPC
CHAUNCY,CHAUNCEY,1,MPC
CHES,CHESTER,1,MPC
CHESS,CHESTER,1,MPC
CHINLEN,CHIN,1,ABE
CHISTINA,CHRISTINA,2,MPC
CHISTOPHER,CHRISTOPHER,1,MPC
CHLORA,CLARA,2,ABE
CHLS,CHARLES,1,MPC
CHORLOTTE,CHARLOTTE,2,MPC
CHR,CHARLES,1,MPC
CHRIS,CHRISTOPHER,1,MPC
CHRIS,CHRISTINE,2,MPC
CHRISS,CHRISTOPHER,1,MPC
CHRISSIE,CHRISTINE,2,MPC
CHRIST,CHRISTOPHER,1,MPC
CHRIST,CHRISTINE,2,MPC
CHRISTA,CHRISTINE,2,ABE
CHRISTAIN,CHRISTIAN,1,MPC
CHRISTAN,CHRISTINE,2,MPC
CHRISTANA,CHRISTINE,2,ABE
CHRISTANIA,CHRISTINE,2,ABE
CHRISTANNA,CHRISTINE,2,ABE
CHRISTE,CHRISTINE,2,MPC
CHRISTEAN,CHRISTIAN,1,MPC
CHRISTEANA,CHRISTINE,2,ABE
CHRISTEEN,CHRISTINE,2,MPC
CHRISTEENA,CHRISTINA,2,MPC
CHRISTEN,CHRISTIAN,1,MPC
CHRISTENA,CHRISTINA,2,MPC
CHRISTENE,CHRISTINE,2,ABE
CHRISTENIA,CHRISTINE,2,ABE
CHRISTI,CHRISTINE,2,MPC
CHRISTIANA,CHRISTINE,2,ABE
CHRISTIANE,CHRISTINE,2,ABE
CHRISTIANIA,CHRISTINE,2,ABE
CHRISTIANN,CHRISTINE,2,ABE
CHRISTIANNA,CHRISTINE,2,ABE
CHRISTIE,CHRISTOPHER,1,MPC
CHRISTIENA,CHRISTINE,2,ABE
CHRISTIFER,CHRISTOPHER,1,MPC
CHRISTIN,CHRISTOPHER,1,MPC
CHRISTINA,CHRISTIAN,1,ABE
CHRISTINA,CHRISTINE,2,ABE
CHRISTINIA,CHRISTINE,2,ABE
CHRISTINNA,CHRISTINE,2,ABE
CHRISTION,CHRISTIAN,1,ABE
CHRISTN,CHRISTIAN,1,MPC
CHRISTNA,CHRISTINE,2,ABE
CHRISTOF,CHRISTOPHER,1,MPC
CHRISTOFER,CHRISTOPHER,1,MPC
CHRISTOFF,CHRISTOPHER,1,ABE
CHRISTOFFER,CHRISTOPHER,1,MPC
CHRISTON,CHRISTIAN,1,MPC
CHRISTOPER,CHRISTOPHER,1,MPC
CHRISTOPH,CHRISTOPHER,1,MPC
CHRISTOPHE,CHRISTOPHER,1,ABE
CHRISTPHER,CHRISTOPHER,1,ABE
CHRISTY,CHRISTOPHER,1,MPC
CHRLES,CHARLES,1,MPC
CHS,CHARLES,1,MPC
CHUCK,CHARLES,1,MPC
CICELIA,CECILIA,2,MPC
CICELY,CECILIA,2,ABE
CICILIA,CECILIA,2,MPC
CICILY,CECELIA,2,MPC
CIDNEY,SIDNEY,1,MPC
CILIA,CELIA,2,ABE
CILLA,PRISCILLA,2,ABE
CINDA,CYNTHIA,2,ABE
CINDARILLA,CINDERELLA,2,MPC
CINDERILLA,CINDERELLA,2,ABE
CINDY,CYNTHIA,2,MPC
CINTHA,CYNTHIA,2,ABE
CINTHIA,CYNTHIA,2,MPC
CINTHY,CYNTHIA,2,MPC
CIRUS,SIRUS,1,MPC
CISERO,CICERO,1,ABE
CLABE,CLAIBORNE,1,MPC
CLABORN,CLAIBORNE,1,MPC
CLABORNE,CLAIBORNE,1,ABE
CLAIBORN,CLAIBORNE,1,ABE
CLAIR,CLAIRE,2,MPC
CLAIRA,CLARA,2,ABE
CLAR,CLAIRE,2,ABE
CLARABELL,CLARIBEL,2,ABE
CLARACY,CLARISSA,2,ABE
CLARAH,CLARA,2,ABE
CLARANC,CLARENCE,1,MPC
CLARANCE,CLARENCE,1,MPC
CLARASA,CLARISSA,2,ABE
CLARASY,CLARISSA,2,ABE
CLARCY,CLARISSA,2,ABE
CLARE,CLAIRE,1,ABE
CLARE,CLAIRE,2,ABE
CLARECY,CLARISSA,2,ABE
CLARENC,CLARENCE,1,MPC
CLARENDA,CLARINDA,2,ABE
CLARESSA,CLARISSA,2,ABE
CLAREY,CLARISSA,2,ABE
CLARIA,CLARA,2,ABE
CLARICA,CLARISSA,2,ABE
CLARICE,CLARISSA,2,ABE
CLARICY,CLARISSA,2,ABE
CLARIE,CLAIRE,2,MPC
CLARINCE,CLARENCE,1,MPC
CLARIS,CLARISSA,2,ABE
CLARISA,CLARISSA,2,MPC
CLARISE,CLARISSA,2,ABE
CLARISEY,CLARISSA,2,ABE
CLARISSE,CLARISSA,2,ABE
CLARISSY,CLARISSA,2,ABE
CLARISY,CLARISSA,2,ABE
CLARNCE,CLARENCE,1,MPC
CLARRA,CLARA,2,MPC
CLARRAH,CLARA,2,MPC
CLARRANCE,CLARENCE,1,MPC
CLARRENCE,CLARENCE,1,MPC
CLARRIE,CLARISSA,2,ABE
CLARRINDA,CLARINDA,2,ABE
CLARRISA,CLARISSA,2,ABE
CLARRISSA,CLARISSA,2,MPC
CLARRY,CLARA,2,ABE
CLARY,CLAIRE,2,MPC
CLATON,CLAYTON,1,MPC
CLAUD,CLAUDE,1,MPC
CLAUD,CLAUDIA,2,MPC
CLAUDA,CLAUDE,1,MPC
CLAUDE,CLAUDIA,2,ABE
CLAUDIAFW,CLAUDIA,2,ABE
CLAUDIE,CLAUDIA,2,MPC
CLAUDIE,CLAUDE,1,MPC
CLAUDUS,CLAUDE,1,ABE
CLAUDY,CLAUDE,1,MPC
CLAUDY,CLAUDIA,2,MPC
CLAUS,KLAUS,1,ABE
CLAUSE,KLAUS,1,ABE
CLAYBORN,CLAIBORNE,1,ABE
CLAYBORNE,CLAIBORNE,1,ABE
CLAYBURN,CLAIBORNE,1,ABE
CLEM,CLEMENT,1,MPC
CLEM,CLEMENTINE,2,MPC
CLEMANT,CLEMENT,1,ABE
CLEMANTINE,CLEMENTINE,2,ABE
CLEMENCE,CLEMENT,1,ABE
CLEMENCE,CLEMENTINE,2,ABE
CLEMENTE,CLEMENT,1,ABE
CLEMENTINA,CLEMENTINE,2,ABE
CLEMENTS,CLEMENT,1,ABE
CLEMIE,CLEMENTINE,2,MPC
CLEMINTINE,CLEMENTINE,2,ABE
CLEMMA,CLEMENTINE,2,MPC
CLEMMENT,CLEMENT,1,ABE
CLEMMIE,CLEMENTINE,2,MPC
CLEMMY,CLEMENTINE,2,MPC
CLEMONT,CLEMENT,1,ABE
CLEMY,CLEMENTINE,2,MPC
CLEO,CLEOPATRA,2,MPC
CLERINDA,CLARINDA,2,ABE
CLIDE,CLYDE,1,MPC
CLIFF,CLIFFORD,1,ABE
CLIFORD,CLIFFORD,1,ABE
CLINT,CLINTON,1,ABE
CLINTEN,CLINTON,1,MPC
CLISTA,CALISTA,2,MPC
CLOA,CHLOE,2,MPC
CLOE,CHLOE,2,MPC
CLOEY,CHLOE,2,MPC
CLOIE,CHLOE,2,MPC
CLORINDA,CLARINDA,2,ABE
CLORY,CLARINDA,2,ABE
CLOYD,CLYDE,1,ABE
CLYDIEFW,CLYDIE,2,ABE
CODELIA,CORDELIA,2,ABE
COLISTA,CALISTA,2,MPC
COLLIE,CALLISTA,2,ABE
COLLIN,COLIN,1,MPC
COLLINS,COLIN,1,MPC
COLLUMBUS,COLUMBUS,1,MPC
COLMAN,COLEMAN,1,ABE
COLOMBUS,COLUMBUS,1,ABE
COLUMBA,COLUMBIA,2,MPC
COLVIN,CALVIN,1,ABE
COMELIA,CAMELIA,2,MPC
COMMADORE,COMMODORE,1,ABE
COMODORE,COMMODORE,1,ABE
CON,CONNOR,1,MPC
CONARD,CONRAD,1,MPC
CONELIA,CORNELIA,2,MPC
CONELIUS,CORNELIUS,1,MPC
CONIE,CONSTANCE,2,MPC
CONNIE,CONSTANCE,2,MPC
CONROD,CONRAD,1,MPC
CONSTANT,CONSTANTINE,1,MPC
CONSTANTINE,CONSTANCE,2,ABE
COONRAD,CONRAD,1,MPC
COONROD,CONRAD,1,MPC
CORAH,CORA,2,MPC
CORDA,CORDELIA,2,ABE
CORDELA,CORDELIA,2,ABE
CORDELLA,CORDELIA,2,ABE
CORDIA,CORDELIA,2,ABE
CORDIE,CORDELIA,2,MPC
CORDILIA,CORDELIA,2,ABE
CORDILLA,CORDELIA,2,MPC
CORDY,CORDELIA,2,MPC
CORENA,CORINNA,2,ABE
CORENE,CORINNE,2,MPC
CORIE,CORA,2,ABE
CORINA,CORINNA,2,ABE
CORINDA,CLARINDA,2,ABE
CORINE,CORINNE,2,ABE
CORINNE,CORINE,2,MPC
CORINTHA,CORINTHIA,2,ABE
CORNEALIA,CORNELIA,2,ABE
CORNEALUS,CORNELIUS,1,ABE
CORNEILIA,CORNELIA,2,MPC
CORNEILIUS,CORNELIUS,1,ABE
CORNEILUS,CORNELIUS,1,MPC
CORNELA,CORNELIA,2,ABE
CORNELAS,CORNELIUS,1,ABE
CORNELEUS,CORNELIUS,1,ABE
CORNELIAS,CORNELIUS,1,ABE
CORNELIE,CORNELIA,2,ABE
CORNELIOUS,CORNELIUS,1,MPC
CORNELIS,CORNELIUS,1,ABE
CORNELIUS,CORNELIA,2,ABE
CORNELLIA,CORNELIA,2,ABE
CORNELOUS,CORNELIUS,1,MPC
CORNELUIS,CORNELIUS,1,ABE
CORNELUS,CORNELIUS,1,MPC
CORNIE,CORNELIA,2,MPC
CORNIELUS,CORNELIUS,1,ABE
CORNILIA,CORNELIA,2,ABE
CORNILIUS,CORNELIUS,1,MPC
COROLINE,CAROLINE,2,ABE
CORRA,CORA,2,MPC
CORRIE,CORA,2,ABE
CORRINE,CORINNE,2,ABE
CORRINNA,CORINNA,2,ABE
CORRINNE,CORINNE,2,ABE
CORRY,COREY,1,ABE
CORRY,CORA,2,ABE
CORY,COREY,1,ABE
CORY,CORA,2,ABE
CRATON,CREIGHTON,1,MPC
CRETIA,LUCRETIA,2,MPC
CRIS,CHRISTOPHER,1,MPC
CRISS,CHRISTOPHER,1,MPC
CRISSA,CHRISTINA,2,MPC
CRISSIE,CHRISTINE,2,MPC
CRISSY,CHRISTINE,2,MPC
CRIST,CHRISTOPHER,1,MPC
CRISTENA,CHRISTINA,2,MPC
CRISTENIA,CHRISTINA,2,MPC
CRISTIAN,CHRISTIAN,1,MPC
CRISTIANA,CHRISTINA,2,MPC
CRISTIE,CHRISTINE,2,MPC
CRISTINA,CHRISTINA,2,MPC
CRISTINE,CHRISTINE,2,MPC
CRISTOPHER,CHRISTOPHER,1,MPC
CRIT,CRITTENDEN,1,MPC
CROFFORD,CRAWFORD,1,ABE
CUDJR,CUD,1,ABE
CURT,CURTIS,1,MPC
CURTICE,CURTIS,1,MPC
CURTISS,CURTIS,1,ABE
CURTUS,CURTIS,1,ABE
CYNTHA,CYNTHIA,2,MPC
CYNTHIE,CYNTHIA,2,MPC
CYNTHY,CYNTHIA,2,MPC
CYRAS,CYRUS,1,ABE
CYRENA,SERENA,2,ABE
CYRILLE,CYRIL,1,ABE
DAIEL,DANIEL,1,MPC
DAISEY,DAISY,2,MPC
DAISIE,DAISY,2,MPC
DAISY,MARGARET,2,MPC
DAIZY,DAISY,2,MPC
DALAS,DALLAS,1,MPC
DALIA,DAHLIA,2,MPC
DALLIS,DALLAS,1,ABE
DAN,DANIEL,1,MPC
DANEL,DANIEL,1,ABE
DANIAL,DANIEL,1,MPC
DANIE,DANIEL,1,MPC
DANIEL,DANIELLE,2,MPC
DANIELL,DANIEL,1,ABE
DANIL,DANIEL,1,MPC
DANL,DANIEL,1,MPC
DANN,DANIEL,1,MPC
DANNEL,DANIEL,1,MPC
DANNIE,DANIEL,1,MPC
DANNIEL,DANIEL,1,MPC
DANNIL,DANIEL,1,MPC
DANNY,DANIEL,1,MPC
DANUEL,DANIEL,1,MPC
DAPHNEY,DAPHNE,2,ABE
DARCAS,DORCAS,2,ABE
DARCUS,DORCAS,2,ABE
DARIAS,DARIUS,1,ABE
DASEY,DAISY,2,MPC
DASIE,DAISY,2,MPC
DASY,DAISY,2,MPC
DAV,DAVID,1,MPC
DAVE,DAVID,1,MPC
DAVED,DAVID,1,MPC
DAVEY,DAVID,1,MPC
DAVIDH,DAVID,1,ABE
DAVIE,DAVID,1,MPC
DAVIED,DAVID,1,MPC
DAVIES,DAVID,1,MPC
DAVY,DAVID,1,MPC
DAZIE,DAISY,2,MPC
DAZY,DAISY,2,MPC
DEALIA,DELIA,2,MPC
DEBBIE,DEBORAH,2,MPC
DEBBY,DEBORAH,2,MPC
DEBORA,DEBORAH,2,MPC
DEBRA,DEBORAH,2,MPC
DEBRAH,DEBORAH,2,MPC
DEBY,DEBORAH,2,MPC
DECATER,DECATUR,1,ABE
DECATOR,DECATUR,1,ABE
DEDERICK,DIETRICH,1,ABE
DEDRICK,DIETRICH,1,ABE
DEIDRICH,DIETRICH,1,ABE
DELEA,DELIA,2,ABE
DELFINA,DELPHINA,2,MPC
DELIE,DELIA,2,ABE
DELILA,DELILAH,2,MPC
DELILIA,DELILAH,2,ABE
DELLIA,DELIA,2,MPC
DELLIE,DELIA,2,MPC
DELORES,DOLORES,2,ABE
DELPHA,DELPHINA,2,MPC
DELPHENE,DELPHINA,2,ABE
DELPHINE,DELPHINA,2,ABE
DELY,DELIA,2,ABE
DEMPS,DEMPSEY,1,ABE
DENIS,DENNIS,1,ABE
DENNES,DENNIS,1,ABE
DENNIE,DENNIS,1,MPC
DENNIE,DENISE,2,MPC
DENNY,DENNIS,1,MPC
DERIAS,DARIUS,1,ABE
DERICK,DEREK,1,MPC
DERIUS,DARIUS,1,ABE
DERK,DEREK,1,MPC
DESIRE,DESIREE,2,ABE
DETRICK,DIETRICH,1,ABE
DEWIGHT,DWIGHT,1,ABE
DEWIT,DEWITT,1,MPC
DIANAH,DIANNA,2,MPC
DIANNA,DIANA,2,ABE
DIANNAH,DIANA,2,ABE
DIANTHA,DIANA,2,ABE
DICEY,DIXIE,2,MPC
DICK,RICHARD,1,MPC
DICKEY,RICHARD,1,MPC
DICY,DICIE,2,MPC
DIEDRICH,DIETRICH,1,ABE
DIEDRICK,DIETRICH,1,ABE
DIENA,DIANA,2,ABE
DILCY,DULCINA,2,ABE
DILIA,DELIA,2,ABE
DINA,DINAH,2,ABE
DINNA,DINAH,2,ABE
DINNIS,DENNIS,1,MPC
DISY,DAISY,2,MPC
DN,MARSHALL,1,ABE
DOCK,MARSHALL,1,ABE
DOLLEY,DOLLY,2,MPC
DOLLIE,DOROTHY,2,MPC
DOLLY,DOROTHY,2,ABE
DOLPHUS,ADOLPH,1,ABE
DOM,DOMINIC,1,MPC
DOMENICK,DOMINIC,1,MPC
DOMINICK,DOMINIC,1,MPC
DOMNICK,DOMINIC,1,MPC
DON,DONALD,1,MPC
DONA,DONNA,2,MPC
DONNIE,DONALD,1,MPC
DORA,DOROTHY,1,ABE
DORA,DOROTHY,2,ABE
DORAH,DOROTHY,2,ABE
DORATHA,DOROTHY,2,ABE
DORATHEA,DOROTHY,2,ABE
DORATHY,DOROTHY,2,MPC
DORCUS,DORCAS,2,MPC
DORES,DORIS,2,MPC
DORETHA,DOROTHY,2,ABE
DORETHEA,DOROTHY,2,ABE
DORETTA,DOROTHY,2,ABE
DORIA,DOROTHY,2,ABE
DORIE,DOROTHY,2,ABE
DORITHA,DOROTHY,2,ABE
DOROTEA,DOROTHY,2,ABE
DOROTHA,DOROTHY,2,ABE
DOROTHE,DOROTHY,2,ABE
DOROTHEA,DOROTHY,2,ABE
DORRA,DOROTHY,2,ABE
DORTHA,DOROTHY,2,ABE
DORTHEA,DOROTHY,2,ABE
DORTHULA,DOROTHY,2,ABE
DORTHY,DOROTHY,2,MPC
DORY,DOROTHY,2,ABE
DOSIA,THEODOSIA,2,ABE
DOT,DOROTHY,2,MPC
DOTTIE,DOROTHY,2,ABE
DOUGLASS,DOUGLAS,1,MPC
DREWRY,DRURY,1,ABE
DRJACK,JACK,2,ABE
DRUCELLA,DRUSILLA,2,ABE
DRUCILLA,DRUSILLA,2,ABE
DRUE,DREW,1,MPC
DRUSELLA,DRUSILLA,2,ABE
DRUSILA,DRUSCILLA,2,MPC
DRUZILLA,DRUSCILLA,2,MPC
DUDLY,DUDLEY,1,MPC
DUG,DOUGLAS,1,MPC
DUGLAS,DOUGLAS,1,MPC
DUGLASS,DOUGLAS,1,MPC
DULCENA,DULCINA,2,ABE
DULCENIA,DULCINA,2,ABE
DURAC,DURA,1,ABE
EADETH,EDITH,2,MPC
EADIE,EDITH,2,ABE
EADITH,EDITH,2,MPC
EADY,EDITH,2,MPC
EARLE,EARL,1,MPC
EARNEST,ERNEST,1,ABE
EARNESTINE,ERNESTINE,2,ABE
EARNIST,ERNEST,1,MPC
EARNST,EARNEST,1,ABE
EASTHER,ESTHER,2,ABE
EATHAN,ETHAN,1,ABE
EAVE,EVELYN,2,MPC
EBBY,EBENEZER,1,MPC
EBENEEZER,EBENEZER,1,ABE
EBENEZAR,EBENEZER,1,ABE
EBINEZER,EBENEZER,1,ABE
ED,EDWARD,1,MPC
EDATH,EDITH,2,MPC
EDD,EDWARD,1,MPC
EDDE,EDWARD,1,ABE
EDDEY,EDWARD,1,MPC
EDDIE,EDWARD,1,MPC
EDDIE,EDITH,2,MPC
EDDITH,EDITH,2,ABE
EDDWARD,EDWARD,1,ABE
EDDY,EDWARD,1,MPC
EDETH,EDITH,2,MPC
EDGAR,MARSHALL,1,ABE
EDGARD,EDGAR,1,ABE
EDGER,EDGAR,1,MPC
EDIE,EDITH,2,MPC
EDIE,EDWARD,1,MPC
EDIETH,EDITH,2,ABE
EDITHA,EDITH,2,ABE
EDMAN,EDMUND,1,ABE
EDMAND,EDMUND,1,MPC
EDMON,EDMOND,1,MPC
EDMOND,EDMUND,1,ABE
EDMUN,EDMUND,1,ABE
EDNAH,EDNA,2,ABE
EDNER,EDNA,2,ABE
EDNEY,EDNA,1,ABE
EDNEY,EDNA,2,ABE
EDNIE,EDNA,2,ABE
