fname,fname_std,sex,source
MARGIE,MARGARET,2,MPC
MARGIT,MARGARET,2,MPC
MARGORET,MARGARET,2,MPC
MARGRAET,MARGARET,2,ABE
MARGRAT,MARGARET,2,MPC
MARGRATE,MARGARET,2,MPC
MARGREAT,MARGARET,2,MPC
MARGRED,MARGARET,2,MPC
MARGRET,MARGARET,2,MPC
MARGRETA,MARGARETTA,2,ABE
MARGRETE,MARGARET,2,ABE
MARGRETH,MARGARET,2,MPC
MARGRETHA,MARGARETHA,2,MPC
MARGRETHE,MARGARETH,2,ABE
MARGRETT,MARGARETT,2,ABE
MARGRETTA,MARGARETTA,2,ABE
MARGRETTE,MARGARET,2,MPC
MARGRIT,MARGARET,2,ABE
MARGRITE,MARGARET,2,MPC
MARGRITT,MARGARET,2,MPC
MARGRT,MARGARET,2,MPC
MARGT,MARGARET,2,MPC
MARGUERET,MARGARET,2,MPC
MARGUERIT,MARGUERITE,2,ABE
MARGURET,MARGARET,2,MPC
MARGURETT,MARGARET,2,MPC
MARGURETTE,MARGARETTE,2,ABE
MARGURITE,MARGUERITE,2,ABE
MARGY,MARGARET,2,MPC
MARI,MARY,2,ABE
MARIAM,MIRIAM,2,ABE
MARIAN,MARION,1,ABE
MARIEN,MARION,1,ABE
MARIEN,MARIAN,2,ABE
MARIER,MARY,2,ABE
MARIETT,MARIETTA,2,ABE
MARJORIE,MARGARET,2,MPC
MARJORY,MARGARET,2,MPC
MARKE,MARCUS,1,MPC
MARKUS,MARCUS,1,ABE
MARLIN,MARLON,1,ABE
MARQUES,MARQUIS,1,ABE
MARRETTA,MARIETTA,2,ABE
MARRIA,MARIA,2,MPC
MARRIAH,MARIAH,2,ABE
MARRIAN,MARIAN,2,ABE
MARRIE,MARY,2,ABE
MARRIETTA,MARIETTA,2,ABE
MARRION,MARION,1,ABE
MARRION,MARION,2,ABE
MARRY,MARY,2,MPC
MARSELLA,MARCELLA,2,ABE
MARSELLUS,MARCELLUS,1,ABE
MARSHA,MARCIA,2,MPC
MARSHAL,MARSHALL,1,MPC
MARSHEL,MARSHALL,1,MPC
MARSHELL,MARSHALL,1,ABE
MART,MARTIN,1,MPC
MART,MARTHA,2,MPC
MARTAIN,MARTIN,1,MPC
MARTEN,MARTIN,1,MPC
MARTENA,MARTHA,2,MPC
MARTH,MARTHA,2,MPC
MARTHE,MARTHA,2,ABE
MARTHEA,MARTHIA,2,ABE
MARTHER,MARTHA,2,MPC
MARTHEY,MARTHA,2,MPC
MARTHIA,MARTHA,2,MPC
MARTHIE,MARTHA,2,MPC
MARTHIN,MARTIN,1,MPC
MARTHY,MARTHA,2,MPC
MARTIE,MARTIN,1,MPC
MARTITIA,LAWRENCE,2,MPC
MARTON,MARTIN,1,MPC
MARTY,MARTHA,2,MPC
MARTY,MARTIN,1,MPC
MARTYN,MARTIN,1,ABE
MARVEN,MARVIN,1,MPC
MARYAN,MARYANN,2,MPC
MARYETT,MARIETTA,2,ABE
MARYETTA,MARIETTA,2,ABE
MARYETTE,MARIETTA,2,ABE
MARYFW,MARY,2,ABE
MASES,MOSES,1,MPC
MASOURI,MISSOURI,2,MPC
MAT,MATTHEW,1,MPC
MAT,MATILDA,2,MPC
MATA,MATILDA,2,MPC
MATELDA,MATILDA,2,MPC
MATH,MATTHEW,1,MPC
MATHAIS,MATHIAS,1,ABE
MATHEAS,MATHIAS,1,ABE
MATHES,MATHIAS,1,ABE
MATHEW,MATTHEW,1,MPC
MATHEWS,MATTHEW,1,ABE
MATHIE,MATILDA,2,ABE
MATHIES,MATHIAS,1,ABE
MATHIEW,MATTHEW,1,MPC
MATHILDA,MATILDA,2,MPC
MATHILDE,MATILDA,2,MPC
MATHIS,MATHIAS,1,ABE
MATHIUS,MATHIAS,1,ABE
MATHY,MATILDA,2,MPC
MATIAS,MATHIAS,1,ABE
MATIDA,MATILDA,2,ABE
MATIE,MATILDA,2,MPC
MATILD,MATILDA,2,MPC
MATILDE,MATILDA,2,MPC
MATILDIA,MATILDA,2,ABE
MATILDY,MATILDA,2,MPC
MATILLDA,MATILDA,2,ABE
MATT,MATTHEW,1,MPC
MATTA,MATILDA,2,ABE
MATTE,MATILDA,2,MPC
MATTEY,MATILDA,2,MPC
MATTHEWS,MATTHEW,1,MPC
MATTHIAS,MATHIAS,1,ABE
MATTI,MATILDA,2,MPC
MATTIAS,MATHIAS,1,ABE
MATTIE,MATILDA,2,MPC
MATTIE,MATTHEW,1,MPC
MATTILDA,MATILDA,2,ABE
MATTY,MATILDA,2,MPC
MATY,MATILDA,2,MPC
MAUDA,MAUD,2,ABE
MAUDE,MAUD,2,ABE
MAUDEA,MAUD,2,ABE
MAUDIE,MAUD,2,MPC
MAUDY,MAUD,2,MPC
MAURY,MAURICE,1,ABE
MAX,MAXIMILIAN,1,ABE
MAXEY,MAXIMILIAN,1,ABE
MAXIE,MAXINE,2,MPC
MAXIE,MAXIMILIAN,1,MPC
MAXIME,MAXIMILIAN,1,ABE
MAXIMILLIAN,MAXIMILIAN,1,ABE
MAXIMO,MAXIMILIAN,1,ABE
MAXMILLIAN,MAXIMILIAN,1,ABE
MAYBEL,MAYBELLE,2,ABE
MAYBELL,MAYBELLE,2,ABE
MAYHEW,MATTHEW,1,MPC
MAYMEFW,MAYME,2,ABE
MAZIE,MACY,2,ABE
MC,MICHAEL,1,MPC
MCD,MARSHALL,1,ABE
MD,WILLIAM,1,ABE
MD,EHRES,2,ABE
MEAD,MEADE,1,ABE
MEDA,MARGARET,2,ABE
MEDORA,MADORA,2,MPC
MEENA,WILHELMINA,2,ABE
MEGGIE,MARGARET,2,MPC
MEHALA,MAHALA,2,ABE
MEHETABLE,MEHETABEL,2,ABE
MEHITABLE,MEHETABEL,2,ABE
MEL,MELVIN,1,MPC
MELCHOR,MELCHIOR,1,ABE
MELENA,MELINA,2,ABE
MELESSA,MELISSA,2,ABE
MELISA,MELISSA,2,MPC
MELISIA,MELISSA,2,MPC
MELISSE,MELISSA,2,ABE
MELISSIA,MELISSA,2,ABE
MELISSIE,MELISSA,2,ABE
MELLA,MELLISSA,2,MPC
MELLIE,MELLISSA,2,MPC
MELLISA,MELISSA,2,ABE
MELLISSA,MELISSA,2,MPC
MELLY,MELLISSA,2,MPC
MELTON,MILTON,1,MPC
MELVEN,MELVIN,1,MPC
MELVENA,MALVINA,2,ABE
MELVIL,MELVILLE,1,MPC
MELVILL,MELVILLE,1,ABE
MELVINA,MALVINA,2,ABE
MELVINE,MELVIN,1,ABE
MELVINE,MALVINA,2,ABE
MELVINIA,MALVINA,2,ABE
MENA,WILHELMINA,2,ABE
MENERVA,MINERVA,2,ABE
MENERVIA,MINERVA,2,MPC
MENIRVA,MINERVA,2,MPC
MENTA,ARMINTA,2,MPC
MERANDA,MIRANDA,2,ABE
MERCED,MERCEDES,2,ABE
MERCEY,MERCY,2,ABE
MERIAH,MARIAH,2,ABE
MERIAM,MIRIAM,2,MPC
MERICA,AMERICA,2,ABE
MERIDETH,MEREDITH,1,MPC
MERIDITH,MEREDITH,1,ABE
MERINDA,MARINDA,2,ABE
MERLEB,MERLE,1,ABE
MERRIAM,MIRIAM,2,ABE
MERRIT,MERRITT,1,MPC
MERRY,MARY,2,MPC
MERTIE,MYRTLE,2,ABE
MERTLE,MYRTLE,2,MPC
MERVIN,MERVYN,1,ABE
MERY,MARY,2,MPC
META,MARGARETTA,2,ABE
METHIAS,MATHIAS,1,ABE
METILDA,MATILDA,2,ABE
METTA,MARGARETTA,2,ABE
METTIE,MADISON,2,MPC
MGGIE,MARGARET,2,MPC
MGT,MARGARET,2,MPC
MIC,MICHAEL,1,MPC
MICAEL,MICHAEL,1,MPC
MICAJAH,MICAIAH,1,MPC
MICH,MICHAEL,1,MPC
MICHA,MICHAEL,1,MPC
MICHAEL,MICHAELA,2,ABE
MICHAIEL,MICHAEL,1,MPC
MICHAIL,MICHAEL,1,ABE
MICHAL,MICHAEL,1,MPC
MICHALE,MICHAEL,1,MPC
MICHALL,MICHAEL,1,MPC
MICHEAL,MICHAEL,1,MPC
MICHEL,MICHAEL,1,MPC
MICHEL,MICHELLE,2,MPC
MICHELL,MICHAEL,1,ABE
MICHIAL,MICHAEL,1,ABE
MICHIEL,MICHAEL,1,ABE
MICHL,MICHAEL,1,MPC
MICHLE,MICHAEL,1,MPC
MICHUL,MICHAEL,1,MPC
MICK,MICHAEL,1,MPC
MICKAEL,MICHAEL,1,MPC
MICKEL,MICHAEL,1,MPC
MICKEY,MICHAELA,2,ABE
MICLE,MICHAEL,1,MPC
MIK,MICHAEL,1,MPC
MIKAEL,MICHAEL,1,MPC
MIKE,MICHAEL,1,MPC
MIKEL,MICHAEL,1,ABE
MIKLE,MICHAEL,1,MPC
MILARD,MILLARD,1,ABE
MILDRID,MILDRED,2,ABE
MILIE,MILLIE,2,MPC
MILINDA,MELINDA,2,ABE
MILISSA,MELISSA,2,MPC
MILLER,MELINDA,2,MPC
MILLERD,MILLARD,1,ABE
MILLEY,MILLIE,2,MPC
MILLIARD,MILLARD,1,ABE
MILLIE,EMILY,2,MPC
MILLISA,MELISSA,2,MPC
MILLISSA,MELISSA,2,MPC
MILT,MILTON,1,MPC
MILTEN,MILTON,1,ABE
MILVINA,MALVINA,2,ABE
MIMI,MIRIAM,2,MPC
MIMIE,MIRIAM,2,MPC
MINA,WILHELMINA,2,ABE
MINDA,MELINDA,2,ABE
MINDY,MELINDA,2,ABE
MINE,WILHELMINA,2,ABE
MINER,MINOR,1,ABE
MINERVIA,MINERVA,2,ABE
MINERVY,MINERVA,2,MPC
MINEVA,MINERVA,2,MPC
MINEY,MARY,2,MPC
MINIE,MARY,2,MPC
MINIRVA,MINERVA,2,MPC
MINN,MARY,2,MPC
MINNA,WILHELMINA,2,ABE
MINNE,WILHELMINA,2,MPC
MINNERVA,MINERVA,2,MPC
MINNEY,WILHELMINA,2,MPC
MINNI,WILHELMINA,2,MPC
MINNIA,WILHELMINA,2,ABE
MINNIE,WILHELMINA,2,MPC
MINNIE,WILHELMINA,1,MPC
MINNY,WILHELMINA,2,MPC
MINTA,ARMINTA,2,MPC
MINTIE,ARAMINTA,2,ABE
MINTY,ARMINTA,2,MPC
MINUS,MANUS,1,ABE
MINY,WILHELMINA,2,ABE
MIRAM,MIRIAM,2,MPC
MIRIAN,MIRIAM,2,ABE
MIRINDA,MARINDA,2,ABE
MIRON,MYRON,1,MPC
MIRRIAM,MIRIAM,2,ABE
MIRTIE,MYRTLE,2,MPC
MIRTLE,MYRTLE,2,ABE
MISOURA,MISSOURI,2,ABE
MISOURI,MISSOURI,2,MPC
MISOURIA,MISSOURI,2,ABE
MISOURIE,MISSOURI,2,MPC
MISSEY,MELISSA,2,MPC
MISSIE,MELISSA,2,MPC
MISSOURA,MISSOURI,2,ABE
MISSOURIA,MISSOURI,2,ABE
MISSOURIE,MISSOURI,2,ABE
MISSY,MELISSA,2,MPC
MIT,MITCHELL,1,MPC
MITCH,MITCHELL,1,MPC
MITCHAEL,MITCHELL,1,ABE
MITCHEL,MITCHELL,1,MPC
MITILDA,MATILDA,2,MPC
MOLEY,MOLLIE,2,ABE
MOLIE,MOLLIE,2,MPC
MOLINDA,MELINDA,2,MPC
MOLISSA,MELISSA,2,MPC
MOLLEY,MOLLIE,2,MPC
MOLLIE,MARY,2,MPC
MOLLY,MARY,2,MPC
MONIKA,MONICA,2,ABE
MONRO,MONROE,1,ABE
MONROW,MONROE,1,MPC
MONT,MONTGOMERY,1,MPC
MORANDA,MIRANDA,2,MPC
MORDICA,MORDECAI,1,ABE
MORIAH,MARIAH,2,ABE
MORICE,MAURICE,1,ABE
MORIS,MORRIS,1,MPC
MORISON,MORRISON,1,ABE
MORRICE,MAURICE,1,MPC
MORRISS,MORRIS,1,ABE
MORT,MORTIMER,1,MPC
MORTHA,MARTHA,2,MPC
MORTIMOR,MORTIMER,1,ABE
MORTIMORE,MORTIMER,1,MPC
MORTIN,MORTON,1,ABE
MOSE,MOSES,1,ABE
MOSOURI,MISSOURI,2,MPC
MOSSES,MOSES,1,MPC
MRC,JOHANNA,2,ABE
MRY,MARY,2,MPC
MULVINA,MALVINA,2,ABE
MUNRO,MONROE,1,MPC
MUNROE,MONROE,1,MPC
MUNROW,MONROE,1,MPC
MURDOCK,MURDOCH,1,ABE
MURIAH,MARIAH,2,ABE
MURRY,MURRAY,1,MPC
MURTIE,MYRTLE,2,MPC
MURTLE,MYRTLE,2,ABE
MURTY,MYRTLE,2,MPC
MYRAH,MYRA,2,ABE
MYRAN,MYRON,1,ABE
MYRIA,MYRA,2,ABE
MYRTEL,MYRTLE,2,ABE
MYRTIE,MYRTLE,2,ABE
MYTLE,MYRTLE,2,MPC
NACY,NANCY,2,MPC
NAHAM,NAHUM,1,ABE
NAMIE,NAOMI,2,ABE
NAN,NANCY,2,MPC
NANCE,NANCY,2,MPC
NANCEY,NANCY,2,MPC
NANCIE,NANCY,2,MPC
NANEY,NANNIE,2,ABE
NANIE,ANNE,2,MPC
NANNETTE,ANNETTE,2,ABE
NANNEY,NANNIE,2,ABE
NANNI,NANNIE,2,ABE
NANNIE,ANNE,2,MPC
NANNY,NANNIE,2,MPC
NANSEY,NANCY,2,MPC
NANSY,NANCY,2,MPC
NANY,NANNY,2,MPC
NAOMA,NAOMI,2,ABE
NAOMIA,NAOMI,2,ABE
NAOMIE,NAOMI,2,ABE
NAOMY,NAOMI,2,ABE
NAPOLEAN,NAPOLEON,1,MPC
NAPOLIAN,NAPOLEON,1,MPC
NAPOLION,NAPOLEON,1,ABE
NARCIS,NARCISSA,2,ABE
NARCISA,NARCISSA,2,ABE
NARCISS,NARCISSA,2,ABE
NARCISSE,NARCISSUS,1,ABE
NARCISUS,NARCISSUS,2,ABE
NARSIS,NARCISSA,2,MPC
NARSISSA,NARCISSA,2,ABE
NAT,NATHANIEL,1,MPC
NATE,NATHANIEL,1,MPC
NATH,NATHANIEL,1,MPC
NATHALIE,NATALIE,2,MPC
NATHANAEL,NATHANIEL,1,ABE
NATHANAL,NATHANIEL,1,MPC
NATHANEL,NATHANIEL,1,MPC
NATHANIAL,NATHANIEL,1,ABE
NATHANIL,NATHANIEL,1,MPC
NATHANL,NATHANIEL,1,MPC
NATHANUEL,NATHANIEL,1,MPC
NATHEN,NATHANIEL,1,MPC
NATHL,NATHANIEL,1,MPC
NATHON,NATHAN,1,MPC
NATT,NATHANIEL,1,MPC
NATTIE,NATHANIEL,1,MPC
NAVADA,NEVADA,2,MPC
NAY,MARSHALL,1,ABE
NEAL,NEIL,1,ABE
NED,EDWARD,1,MPC
NEDDIE,EDWARD,1,ABE
NEEL,NEIL,1,MPC
NEIL,NEAL,1,MPC
NEILL,NEIL,1,MPC
NEILS,NIELS,1,MPC
NELIA,ELEANOR,2,ABE
NELIE,NELLIE,2,MPC
NELL,ELEANOR,2,ABE
NELLA,ELEANOR,2,ABE
NELLEY,NELLIE,2,MPC
NELLIE,ELEANOR,2,ABE
NELLY,ELEANOR,2,ABE
NELSE,NELS,1,ABE
NELY,NELLIE,2,MPC
NEMIAH,NEHEMIAH,1,MPC
NENA,NINA,2,ABE
NEOMA,NAOMI,2,ABE
NEOMI,NAOMI,2,MPC
NEPOLEON,NAPOLEAN,1,MPC
NEPOLIAN,NAPOLEON,1,MPC
NERVA,MANERVA,2,MPC
NERVIE,MINERVA,2,MPC
NERVY,MINERVA,2,MPC
NET,NETTIE,2,MPC
NETTY,NETTIE,2,MPC
NEUTON,NEWTON,1,ABE
NEWT,NEWTON,1,ABE
NEWTEN,NEWTON,1,ABE
NEY,MARSHALL,1,ABE
NIC,NICHOLAS,1,MPC
NICH,NICHOLAS,1,MPC
NICHLAS,NICHOLAS,1,MPC
NICHLOS,NICHOLAS,1,MPC
NICHOL,NICHOLAUS,1,MPC
NICHOLAUS,NICHOLAS,1,MPC
NICHOLES,NICHOLAS,1,MPC
NICHOLIS,NICHOLAS,1,ABE
NICHOLOS,NICHOLAS,1,MPC
NICHOLS,NICHOLAS,1,MPC
NICHOLUS,NICHOLAS,1,MPC
NICK,NICHOLAS,1,MPC
NICKLAS,NICHOLAS,1,MPC
NICKLAUS,NICHOLAS,1,MPC
NICKLOS,NICHOLAS,1,MPC
NICKOLAS,NICHOLAS,1,MPC
NICKOLAUS,NICHOLAS,1,ABE
NICLAUS,NICHOLAS,1,MPC
NICOLAS,NICHOLAS,1,MPC
NICOLAUS,NICHOLAS,1,MPC
NICOLUS,NICHOLAS,1,MPC
NICY,NANCY,2,MPC
NIEL,NEIL,1,ABE
NIELS,NELS,1,ABE
NILES,NILS,1,ABE
NILLIE,DANIELLE,2,MPC
NINIE,NINNIE,2,ABE
NINNA,NINA,2,ABE
NOA,NOAH,1,MPC
NOE,NOAH,1,MPC
NOLAND,NOLAN,1,MPC
NONAME,NO,2,ABE
NORAH,NORA,2,MPC
NORMON,NORMAN,1,ABE
NORRA,NORA,2,ABE
NUTE,KNUT,1,MPC
NUTON,NEWTON,1,MPC
NUTTN,NUTTON,1,ABE
OBE,OBADIAH,1,MPC
OBED,OBADIAH,1,MPC
OBEDIAH,OBADIAH,1,ABE
OBID,OBADIAH,1,ABE
OBIDIAH,OBADIAH,1,ABE
OBIE,OBADIAH,1,MPC
OCAR,OSCAR,1,MPC
OCTA,OCTAVIA,2,MPC
OCTAVA,OCTAVIA,2,MPC
OCTAVE,OCTAVIUS,1,ABE
OCTAVIE,OCTAVIA,2,ABE
OCTAVO,OCTAVIA,2,ABE
OCTAVUS,OCTAVIUS,1,MPC
ODELE,ODELIA,2,ABE
ODILLE,ODELIA,2,ABE
OFELIA,OPHELIA,2,MPC
OHHEA,OH,2,ABE
OLANDO,ORLANDO,1,ABE
OLAVA,OLIVIA,2,ABE
OLAVER,OLIVER,1,MPC
OLDSAM,OLD,1,ABE
OLDSARAH,OLD,2,ABE
OLEF,OLAF,1,ABE
OLEVER,OLIVER,1,MPC
OLEVIA,OLIVIA,2,MPC
OLEY,OLIVE,2,MPC
OLIA,OLIVIA,2,ABE
OLIE,OLIVE,2,MPC
OLIE,OLIVER,1,MPC
OLIF,OLAF,1,MPC
OLIVA,OLIVIA,2,MPC
OLIVAR,OLIVER,1,ABE
OLIVE,OLIVER,1,MPC
OLIVIE,OLIVIA,2,ABE
OLIVIER,OLIVER,1,ABE
OLLA,OLIVIE,2,ABE
OLLEY,OLIVE,2,MPC
OLLEY,OLIVER,1,MPC
OLLIE,OLIVER,2,MPC
OLLIE,OLIVER,1,MPC
OLLIVE,OLIVE,2,MPC
OLLIVER,OLIVER,1,MPC
OLLY,OLIVE,2,MPC
OLLY,OLIVER,1,MPC
OLOF,OLAF,1,MPC
OLOFF,OLAF,1,MPC
