fname,fname_std,nickname_mpc,sex
CHARELS,CHARLES,1,1
CRAIG,CRAIG,0,1
FISHER,FISHER,0,1
ASBERY,ASBERY,0,1
ZACHARIA,ZACHARIA,0,1
CRECY,CRECY,0,2
LEONORE,LEONORE,0,2
MILA,MILA,0,2
VASHTI,VASHTI,0,2
NUTON,NEWTON,1,1
MATTIE,MATTHEW,1,1
VERONA,VERONA,0,2
AMIL,AMIL,0,1
GRANDISON,GRANDISON,0,1
PERCEY,PERCEY,0,1
CASSEY,CASSANDRA,1,2
ALEY,ALEY,0,2
ALZADA,ALZADA,0,2
LUVENA,LUVENA,0,2
LIVINGSTON,LIVINGSTON,0,1
WAH,WAH,0,1
CINDERELLA,CINDERELLA,0,2
PRUDY,PRUDY,0,2
LARANCE,LAWRENCE,1,1
BENN,BENJAMIN,1,1
GALEN,GALEN,0,1
HALVER,HALVER,0,1
ZACKARIAH,ZACKARIAH,0,1
EMANDA,AMANDA,1,2
LEO,LEONARDO,0,2
HAREY,HENRY,1,1
DENTON,DENTON,0,1
HALEY,HALEY,0,2
MARA,MARA,0,2
ZELMA,ZELMA,0,2
ALLIN,ALLEN,1,1
LYCURGUS,LYCURGUS,0,1
WIRT,WIRT,0,1
VIRGINIE,VIRGINIA,1,2
LETA,LETA,0,2
MENIA,MENIA,0,2
ROZELLA,ROZELLA,0,2
PHILOMINE,PHILOMINE,0,2
GAYLORD,GAYLORD,0,1
FANNI,FANNIE,1,2
CALADONIA,CALEDONIA,1,2
LULAR,LULAR,0,2
VERNIE,VERNIE,0,2
VOLENTINE,VALENTINE,1,1
ALAX,ALEXANDER,1,1
SOPIA,SOPHIA,1,2
CYRENA,CYRENA,0,2
DIANNAH,DIANNAH,0,2
ELTA,ELTA,0,2
MAHULDA,MAHULDA,0,2
THS,THOMAS,1,1
HUEY,HUEY,0,1
MURPHY,MURPHY,0,1
MINERVIA,MINERVIA,0,2
AUBREY,AUBREY,0,1
FONG,FONG,0,1
FRANTZ,FRANTZ,0,1
MARRIE,MARRIE,0,2
ROSELIA,ROSELIA,0,2
SOLAMON,SOLOMON,1,1
ROLLY,ROLAND,1,1
BRANCH,BRANCH,0,1
EDNY,EDNA,1,2
PLESANT,PLEASANT,1,1
BURGESS,BURGESS,0,1
KIRBY,KIRBY,0,1
ADOLINE,ADOLINE,0,2
NATHANEL,NATHANIEL,1,1
REINHOLD,REINHOLD,0,1
MARTHER,MARTHA,1,2
ADALAID,ADELAIDE,1,2
CARMEL,CARMEL,0,2
CHRISTA,CHRISTA,0,2
JO,JO,0,2
MAUDA,MAUDA,0,2
DEMPSY,DEMPSY,0,1
ETTY,ETTY,0,2
OSCA,OSCAR,1,1
GERRY,GERALD,1,1
BENY,BENJAMIN,1,1
BRADY,BRADY,0,1
DEALIA,DELIA,1,2
BERDIE,BERTHA,0,2
HONOR,HONOR,0,2
PATT,PATRICK,1,1
ISIDOR,ISIDOR,0,1
SINGLETON,SINGLETON,0,1
WILMOT,WILMOT,0,1
HOLLY,HOLLY,0,2
SEREPTA,SEREPTA,0,2
TERESIA,TERESIA,0,2
SHEDRICK,SHADRACH,1,1
ARLINGTON,ARLINGTON,0,1
DELOSS,DELOSS,0,1
LEMAN,LEMAN,0,1
LILLIS,LILLIAN,1,2
LAURE,LAURA,1,2
CATHE,CATHERINE,1,2
LEDA,LEDA,0,2
ZADA,ZADA,0,2
ZENA,ZENA,0,2
DASEY,DAISY,1,2
JEFERSON,JEFFERSON,1,1
HANRY,HENRY,1,1
LANIE,LANIE,0,2
REES,REECE,1,1
EUGENA,EUGENA,0,2
ELON,ELON,0,1
ELITHABETH,ELIZABETH,1,2
CHRISTANA,CHRISTANA,0,2
FLORY,FLORY,0,2
LITHA,LITHA,0,2
PINKY,PINKY,0,2
SHADRICK,SHADRACH,1,1
EMMANUEL,EMANUEL,1,1
FILLMORE,FILLMORE,0,1
FRANCE,FRANCE,0,1
SELDON,SELDON,0,1
CINTHY,CYNTHIA,1,2
EFFE,EFFE,0,2
ELIZABETHA,ELIZABETHA,0,2
JETTIE,JETTIE,0,2
ISIAC,ISIAC,0,1
LUNG,LUNG,0,1
MURTIE,MYRTLE,1,2
GERTUDE,GERTRUDE,1,2
CANDICE,CANDACE,1,2
ALTIE,ALTIE,0,2
FLORETTA,FLORETTA,0,2
KETURAH,KETURAH,0,2
JOSIPHENE,JOSEPHINE,1,2
ELIZEBTH,ELIZABETH,1,2
ELODIE,ELODIE,0,2
NELLE,NELLE,0,2
PARILEE,PARILEE,0,2
SAFRONIA,SAFRONIA,0,2
BUDDY,BUDDY,0,1
ELER,ELER,0,2
FANNE,FANNE,0,2
SIDNY,SIDNEY,1,1
FEDRICK,FREDERICK,1,1
SEVER,SEVER,0,1
MATILDY,MATILDA,1,2
VIOLIA,VIOLIA,0,2
ZILLAH,ZILLAH,0,2
ANTONIE,ANTONIE,0,1
ASHBY,ASHBY,0,1
BELA,BELA,0,1
GARRY,GARRY,0,1
GUADALUPE,GUADALUPE,0,1
GIRTY,GERTRUDE,1,2
BAILY,BAILEY,1,1
DABNEY,DABNEY,0,1
ELNA,ELNA,0,2
LOTTE,LOTTE,0,2
CLAIBORN,CLAIBORN,0,1
GERMAN,GERMAN,0,1
LACY,LACY,0,1
EVELENA,EVELENA,0,2
MARYETT,MARYETT,0,2
MILLICENT,MILLICENT,0,2
PERLEY,PEARLY,1,2
PATRIK,PATRICK,1,1
WHITE,WHITE,0,1
ICY,ICY,0,2
FERDINAN,FERDINAND,1,1
BOSS,BOSS,0,1
GARRISON,GARRISON,0,1
SANTOS,SANTOS,0,1
GREGORIA,GREGORIA,0,2
CLAUD,CLAUDIA,1,2
SID,SIDNEY,1,1
GEOR,GEORGE,1,1
BITTIE,ELIZABETH,1,2
MARAH,MARAH,0,2
LAYFAYETTE,LAYFAYETTE,0,1
KISSIAH,KEZIAH,1,2
ELEONORA,ELEANORA,1,2
BIRD,BERTHA,0,2
LATITIA,LATITIA,0,2
FAYETT,LAFAYETTE,1,1
ROGERS,ROGERS,0,1
RUFFUS,RUFFUS,0,1
MATILD,MATILDA,1,2
MAGGI,MARGARET,1,2
VINTON,VINTON,0,1
MILISSA,MELISSA,1,2
TRYPHENA,TRYPHENA,0,2
WENDEL,WENDEL,0,1
ELVIE,ELVIE,0,2
ETTER,ETTER,0,2
IDEA,IDEA,0,2
LENAH,LENAH,0,2
ROLLIE,ROLAND,1,1
THURMAN,THURMAN,0,1
LOUSIE,LOUISE,1,2
ALSIE,ALSIE,0,2
TED,THEODORE,1,1
TRINIDAD,TRINIDAD,0,2
ARTEMAS,ARTEMAS,0,1
BEAUREGARD,BEAUREGARD,0,1
BERTY,BERTY,0,1
CHARLTON,CHARLTON,0,1
AFFIE,AFFIE,0,2
CREASY,CREASY,0,2
CRUZ,CRUZ,0,2
LETHIA,LETHIA,0,2
RAFAELA,RAFAELA,0,2
ADDIE,ADDIE,0,1
HARRIETTA,HARRIETTA,0,2
ODA,ODA,0,2
FLAVIUS,FLAVIUS,0,1
PLUMMER,PLUMMER,0,1
KATHRIN,CATHERINE,1,2
ASENETH,ASENETH,0,2
LAVONIA,LAVONIA,0,2
VIRGIN,VIRGIN,0,2
ALBURT,ALBERT,1,1
DIRK,DIRK,0,1
PATSEY,PATSEY,0,1
AMMIE,AMY,1,2
LIBERTY,LIBERTY,0,1
ROXA,ROXANNE,1,2
DORTHEA,DORTHEA,0,2
LOUISSA,LOUISSA,0,2
STAFFORD,STAFFORD,0,1
DANA,DANA,0,2
BENJM,BENJAMIN,1,1
EMETT,EMETT,0,1
ELNOR,ELEANOR,1,2
AURA,AURA,0,2
GENETTE,GENETTE,0,2
MACY,MACY,0,2
RIKA,RIKA,0,2
DUGLAS,DOUGLAS,1,1
BENITO,BENITO,0,1
BLAIR,BLAIR,0,1
CHING,CHING,0,1
LEVIE,LEVIE,0,1
ORLAND,ORLAND,0,1
ELIZAH,ELIZABETH,1,2
CALIFORNIA,CALIFORNIA,0,2
CLYDE,CLYDE,0,2
INDA,INDA,0,2
JANETTA,JANETTA,0,2
GRAFTON,GRAFTON,0,1
HOBART,HOBART,0,1
LING,LING,0,1
PENINA,PENINA,0,2
FRANKY,FRANK,1,1
CHLS,CHARLES,1,1
ELDEN,ELDEN,0,1
MERRICK,MERRICK,0,1
BERTHY,BERTHA,1,2
ALMER,ALMER,0,2
DOVE,DOVE,0,2
HOP,HOP,0,1
BETTA,ELIZABETH,1,2
ELVY,ELVY,0,2
LEONIA,LEONIA,0,2
LISSY,LISSY,0,2
CHRISTAN,CHRISTAN,0,1
LANSING,LANSING,0,1
LYLE,LYLE,0,1
DAFNEY,DAFNEY,0,2
CORNEILUS,CORNELIUS,1,1
CARREY,CARRIE,1,2
ARTA,ARTA,0,2
EVER,EVER,0,2
ROSANN,ROSANN,0,2
FULLER,FULLER,0,1
LOISE,LOUISE,1,2
ELESEBETH,ELIZABETH,1,2
DEBRA,DEBORAH,1,2
KATA,CATHERINE,1,2
ABI,ABIGAIL,1,2
ALVINE,ALVINE,0,2
BELTON,BELTON,0,1
JARRETT,JARRETT,0,1
REDMOND,REDMOND,0,1
MINIA,MINIA,0,2
HALLIE,HALLIE,0,1
PLATT,PLATT,0,1
LUESA,LOUISA,1,2
HONORAH,HONORAH,0,2
MAGARETHA,MAGARETHA,0,2
THOMMAS,THOMAS,1,1
CHARES,CHARLES,1,1
ORLO,ORLO,0,1
URBAN,URBAN,0,1
CLAUDA,CLAUDA,0,2
SISSY,SISSY,0,2
DEFOREST,DEFOREST,0,1
PATSY,PATSY,0,1
LUDIE,LUDIE,0,2
NETTE,NETTE,0,2
CALHOUN,CALHOUN,0,1
LEA,LEA,0,1
WOLF,WOLF,0,1
BECK,REBECCA,1,2
CLEO,CLEOPATRA,1,2
MICK,MICHAEL,1,1
ABBERT,ABBERT,0,1
EDMUN,EDMUN,0,1
MARGERATE,MARGARET,1,2
MARIER,MARIER,0,2
ELZY,ELZY,0,1
NELL,NELL,0,2
BENJIMEN,BENJAMIN,1,1
FURMAN,FURMAN,0,1
ISHMAEL,ISHMAEL,0,1
SHEPPARD,SHEPPARD,0,1
CAMILLE,CAMILLE,0,2
ELLENDER,ELLENDER,0,2
LEWIE,LOUIS,1,1
GODFRED,GODFREID,1,1
ALXANDER,ALEXANDER,1,1
JERREMIAH,JERREMIAH,0,1
LIN,LIN,0,1
NARCISSE,NARCISSE,0,1
STEPNEY,STEPNEY,0,1
JOSA,JOSEPHINE,1,2
CATHERENE,CATHERINE,1,2
ABY,ABIGAIL,1,2
HENRIETT,HENRIETT,0,2
LAURINDA,LAURINDA,0,2
LUCENA,LUCENA,0,2
LUCILE,LUCILE,0,2
MARCELINE,MARCELINE,0,2
OLOVER,OLIVER,1,1
HOBERT,HOBERT,0,1
LORANA,LORANA,0,2
ERNIST,ERNEST,1,1
ANTNEY,ANTHONY,1,1
ADAMS,ADAMS,0,1
LIZIA,ELIZABETH,1,2
BILLIE,WILHELMINA,1,2
MOLINDA,MELINDA,1,2
ELANORA,ELEANORA,1,2
CLEOPATRA,CLEOPATRA,0,2
INIS,INIS,0,2
LUZ,LUZ,0,2
EDWARDS,EDWARD,1,1
SIRENA,SERENA,1,2
REBACCA,REBECCA,1,2
KATHIE,CATHERINE,1,2
ALFARETTA,ALFARETTA,0,2
RUHAMA,RUHAMA,0,2
THURSA,THURSA,0,2
EMLIE,EMILY,1,2
NICHOLUS,NICHOLAS,1,1
JERRIE,GERALD,1,1
CAROL,CAROL,0,1
OTHA,OTHA,0,1
WINFORD,WINFORD,0,1
ALLES,ALICE,1,2
LATTIE,LATTIE,0,2
LEVISA,LEVISA,0,2
SIMSON,SIMPSON,1,1
JONA,JONAH,1,1
ATLAS,ATLAS,0,1
CAMERON,CAMERON,0,1
LAUREN,LAUREN,0,1
MAUDY,MAUD,1,2
PATSIE,PATSIE,0,2
PATTRICK,PATRICK,1,1
CHASE,CHASE,0,1
CLOYD,CLOYD,0,1
EDEN,EDEN,0,1
MARIANO,MARIANO,0,1
SULLIVAN,SULLIVAN,0,1
KAROLINE,CAROLINE,1,2
AIMEE,AIMEE,0,2
BERY,BARRY,1,1
KNUTE,KNUTE,0,1
VERONIKA,VERONICA,1,2
THERISA,THERESA,1,2
LEWISA,LOUISA,1,2
CARNELIA,CARNELIA,0,2
BASCOM,BASCOM,0,1
NORVAL,NORVAL,0,1
LOULIE,LOULIE,0,2
MAR,MAR,0,2
NELLIA,NELLIA,0,2
LIZEY,ELIZABETH,1,2
MARGERETTE,MARGERETTE,0,2
SELINDA,SELINDA,0,2
KENT,KENT,0,1
MARKUS,MARKUS,0,1
MICHELL,MICHELL,0,1
BIRDY,BIRDY,0,2
LETICIA,LETICIA,0,2
MARSELLA,MARSELLA,0,2
ADIN,ADIN,0,1
DAMON,DAMON,0,1
RAFE,RAFE,0,1
ALMETA,ALMETA,0,2
IRIS,IRIS,0,2
MARGARIT,MARGARET,0,2
CHRISTIE,CHRISTOPHER,1,1
AMZI,AMZI,0,1
EDY,EDY,0,1
HERBET,HERBET,0,1
HONG,HONG,0,1
NAHUM,NAHUM,0,1
FLORINE,FLORINE,0,2
TENIE,TENIE,0,2
LILLE,LILLIAN,1,2
CARRIA,CARRIA,0,2
LESLIE,LESLIE,0,2
VIOLETT,VIOLETT,0,2
ARDEN,ARDEN,0,1
BAYARD,BAYARD,0,1
HALE,HALE,0,1
WILDER,WILDER,0,1
JOSPH,JOSEPH,1,1
HUGHEY,HUGH,1,1
ETHELBERT,ETHELBERT,0,1
HATTE,HARRIET,1,2
ELIN,ELLEN,1,2
EDDY,EDDY,0,2
FELICIE,FELICIE,0,2
GEORGETTA,GEORGETTA,0,2
JULIETTA,JULIETTA,0,2
RICA,RICA,0,2
DENNY,DENNIS,1,1
DALE,DALE,0,1
ALWINA,ALWINA,0,2
CHRISTIANN,CHRISTIANN,0,2
LEATHA,LEATHA,0,2
BOBBIE,ROBERT,1,1
MALCOMB,MALCOLM,1,1
JUNE,JUNE,0,1
ANY,AMY,0,2
MAHALIE,MAHALIE,0,2
ROSSIE,ROSSIE,0,2
AMAS,AMAS,0,1
MONRO,MONRO,0,1
PATON,PATON,0,1
HENNY,HENRIETTA,1,2
CLEORA,CLEORA,0,2
JOSOPHINE,JOSOPHINE,0,2
PET,PET,0,2
EPHRIM,EPHRIM,0,1
THURSTON,THURSTON,0,1
ZIBA,ZIBA,0,1
ELIZIE,ELIZABETH,1,2
AILSY,AILSY,0,2
ATHA,ATHA,0,2
MALISSIA,MALISSIA,0,2
SCILLA,SCILLA,0,2
FRANKE,FRANK,0,1
JUDD,JUDD,0,1
SMART,SMART,0,1
TEMPLE,TEMPLE,0,1
ANISE,ANISE,0,2
CLOTILDA,CLOTILDA,0,2
MAGDELINA,MAGDELINA,0,2
OLINA,OLINA,0,2
RICKEY,RICKEY,0,2
JULUIS,JULIUS,1,1
CROCKET,CROCKET,0,1
LONG,LONG,0,1
LU,LU,0,1
YEE,YEE,0,1
BONNIE,BONNIE,0,2
CARMEN,CARMEN,0,2
LORNA,LORNA,0,2
MERTY,MERTY,0,2
BERTA,BERTA,0,1
MONDAY,MONDAY,0,1
NASH,NASH,0,1
WILLA,WILHELMINA,1,2
BURTIE,BERTHA,0,2
LUELA,LUELA,0,2
RUFINA,RUFINA,0,2
ABSOLEM,ABSOLEM,0,1
HARETT,HARRIET,1,2
BETHANY,BETHANY,0,2
WILLES,WILLIS,1,1
HERBURT,HERBERT,1,1
COLLUMBUS,COLUMBUS,1,1
CORY,CORY,0,1
DIEDRICH,DIEDRICH,0,1
ESQUIRE,ESQUIRE,0,1
AGIE,AGIE,0,2
ARRA,ARRA,0,2
MANCY,NANCY,1,2
ALBERTIE,ALBERTIE,0,2
COROLINE,COROLINE,0,2
FELICITA,FELICITA,0,2
LUCELIA,LUCELIA,0,2
MARGRIT,MARGRIT,0,2
NENA,NENA,0,2
INDIAN,INDIAN,0,1
MARRION,MARRION,0,1
OVID,OVID,0,1
PHOBE,PHOEBE,1,2
MONT,MONTGOMERY,1,1
BENJAM,BENJAMIN,1,1
ELKANAH,ELKANAH,0,1
ELLIE,ELLIE,0,1
NORBERT,NORBERT,0,1
ARRILLA,ARRILLA,0,2
ASHTON,ASHTON,0,1
CORWIN,CORWIN,0,1
PHILOMEN,PHILOMENA,1,2
FRANCELIA,FRANCELIA,0,2
MANDANA,MANDANA,0,2
ATWOOD,ATWOOD,0,1
GILMORE,GILMORE,0,1
KELLEY,KELLEY,0,1
ADLADE,ADELAIDE,1,2
BINAH,BINAH,0,2
VENIE,VENIE,0,2
ULISSUS,ULYSSES,1,1
MAN,MAN,0,1
NUMA,NUMA,0,1
TONG,TONG,0,1
WHITNEY,WHITNEY,0,1
MALLISSA,MELISSA,1,2
CHANA,CHANA,0,2
ELNER,ELNER,0,2
FAY,FAY,0,2
JIMIE,JAMES,1,1
GRANVIL,GRANVILLE,1,1
CESAR,CAESAR,1,1
FERDNAND,FERDNAND,0,1
CLEMMIE,CLEMENTINE,1,2
MISSOURIA,MISSOURIA,0,2
ALAN,ALAN,0,1
BITHA,BITHA,0,2
EPSY,EPSY,0,2
GENETTA,GENETTA,0,2
GINA,GINA,0,2
LIDE,LIDE,0,2
MABELLE,MABELLE,0,2
MILINDA,MILINDA,0,2
REFUGIO,REFUGIO,0,2
WALT,WALTER,1,1
NICH,NICHOLAS,1,1
ALEXANDRIA,ALEXANDRIA,0,1
ARLETTA,ARLETTA,0,2
FIANNA,FIANNA,0,2
MELANIE,MELANIE,0,2
HOYT,HOYT,0,1
PRESS,PRESS,0,1
SOLOMEN,SOLOMEN,0,1
LOUEZA,LOUISA,1,2
ELISABET,ELIZABETH,1,2
CASSIA,CASSIA,0,2
LOUVINIA,LOUVINIA,0,2
CARRY,CARRY,0,1
LIMAN,LIMAN,0,1
MILUS,MILUS,0,1
PHILETUS,PHILETUS,0,1
SHANNON,SHANNON,0,1
MERTLE,MYRTLE,1,2
HENRYETTE,HENRIETTA,1,2
ALBA,ALBA,0,2
ALPHONSINE,ALPHONSINE,0,2
SUSIA,SUSIA,0,2
WILLAIM,WILLIAM,1,1
RUDY,RUDOLPH,1,1
ORLEY,ORLEY,0,1
PERSILLA,PRISCILLA,1,2
AD,AD,0,1
SPENCE,SPENCE,0,1
CASANDRA,CASANDRA,0,2
DELILIA,DELILIA,0,2
PHILIPINE,PHILIPINE,0,2
WALTHER,WALTER,1,1
JANUARY,JANUARY,0,1
ERNSTINA,ERNSTINA,0,2
ORRILLA,ORRILLA,0,2
ROSELLE,ROSELLE,0,2
STENA,STENA,0,2
VIVIAN,VIVIAN,0,2
WINDFIELD,WINFIELD,1,1
DIETRICH,DIETRICH,0,1
HAMLIN,HAMLIN,0,1
NIEL,NIEL,0,1
OLAUS,OLAUS,0,1
OZIAS,OZIAS,0,1
EUNIS,EUNICE,1,2
CALLINE,CALLINE,0,2
KATARINA,KATARINA,0,2
CHAMP,CHAMP,0,1
ELGIN,ELGIN,0,1
FORTUNE,FORTUNE,0,1
CORDELA,CORDELA,0,2
LETTITIA,LETTITIA,0,2
LORENZA,LORENZA,0,2
ANTONETT,ANTOINETTE,1,2
BLANCHIE,BLANCHIE,0,2
ELLIA,ELLIA,0,2
ONEY,ONEY,0,2
ONIE,ONIE,0,2
HANIBAL,HANIBAL,0,1
NO,NO,0,1
PEARSON,PEARSON,0,1
OPHILIA,OPHELIA,1,2
ALISE,ALISE,0,2
ANNETTIE,ANNETTIE,0,2
SERILDA,SERILDA,0,2
FREDRIK,FREDERICK,1,1
AFRED,ALFRED,1,1
FRIDAY,FRIDAY,0,1
LEVERETT,LEVERETT,0,1
ENA,ENA,0,2
ORAH,ORAH,0,2
OTTILIA,OTTILIA,0,2
SAVINA,SAVINA,0,2
TENNY,TENNY,0,2
VICEY,VICEY,0,2
EARLEY,EARLEY,0,1
PIUS,PIUS,0,1
SARH,SARAH,1,2
DAPHNE,DAPHNE,0,2
JANNETT,JANNETT,0,2
TOLIVER,TOLIVER,0,1
MATTE,MATILDA,1,2
MARGRETE,MARGRETE,0,2
ABBOTT,ABBOTT,0,1
CAMILLE,CAMILLE,0,1
HENDRICK,HENDRICK,0,1
OLNEY,OLNEY,0,1
OSBURN,OSBURN,0,1
PEARCE,PEARCE,0,1
REBACA,REBECCA,1,2
ELLENER,ELEANOR,1,2
CARLOTA,CARLOTA,0,2
NO,NO,0,2
OSCOR,OSCAR,1,1
NATHON,NATHAN,1,1
FERNAND,FERDINAND,1,1
GODFRIED,GODFRIED,0,1
LEWELLYN,LEWELLYN,0,1
ORLIN,ORLIN,0,1
SHED,SHED,0,1
WINEY,WINIFRED,1,2
GILLY,GILLY,0,2
MARGRETA,MARGRETA,0,2
LEONIDUS,LEONIDUS,0,1
LIONEL,LIONEL,0,1
ROMULUS,ROMULUS,0,1
RUFAS,RUFAS,0,1
ELLEANOR,ELEANOR,1,2
ANE,ANNE,1,2
BABETTE,BABETTE,0,2
FLORILLA,FLORILLA,0,2
REBECKAH,REBECKAH,0,2
CARLETON,CARLETON,0,1
SAN,SAN,0,1
EFFEY,EFFEY,0,2
EVELIN,EVELIN,0,2
JANA,JANA,0,2
LOUETTA,LOUETTA,0,2
PERMILIA,PERMILIA,0,2
VIRGINNIA,VIRGINNIA,0,2
LOWIS,LOWIS,0,1
MILLIARD,MILLIARD,0,1
NICHOLIS,NICHOLIS,0,1
ELLINOR,ELEANOR,1,2
AIDA,AIDA,0,2
ESTELA,ESTELA,0,2
LOUISIE,LOUISIE,0,2
ZELPHA,ZELPHA,0,2
ELDON,ELDON,0,1
ARABEL,ARABEL,0,2
THERASA,THERASA,0,2
HARVE,HARVEY,1,1
BARTLET,BARTLET,0,1
DORA,DORA,0,1
CATHARNE,CATHERINE,1,2
ANNABEL,ANNABEL,0,2
CORNILIA,CORNILIA,0,2
JUNIE,JUNIE,0,2
LEATHY,LEATHY,0,2
SILLER,SILLER,0,2
DALLIS,DALLIS,0,1
HOWEL,HOWEL,0,1
PIERSON,PIERSON,0,1
REMUS,REMUS,0,1
NACY,NANCY,1,2
ELINORA,ELEANORA,1,2
ADDIA,ADDIA,0,2
CLIFFORD,CLIFFORD,0,2
MORTIN,MORTIN,0,1
ALFREDA,ALFREDA,0,2
GENA,GENA,0,2
REGENA,REGENA,0,2
THEA,THEA,0,2
LORANCE,LAWRENCE,1,1
BENJEMAN,BENJAMIN,1,1
CHALMERS,CHALMERS,0,1
OGDEN,OGDEN,0,1
TILMON,TILMON,0,1
VICK,VICTORIA,1,2
SUSANNE,SUSANNE,0,2
RAMOND,RAMOND,0,1
ELIZABTH,ELIZABTH,0,2
MAHALAH,MAHALAH,0,2
MAYBEL,MAYBEL,0,2
RELLA,RELLA,0,2
ALPHUS,ALPHUS,0,1
PARDON,PARDON,0,1
TABBY,TABITHA,1,2
PEARLEY,PEARLEY,0,2
PHYLLIS,PHYLLIS,0,2
ARNE,ARNOLD,1,1
WYMAN,WYMAN,0,1
JINNEY,VIRGINIA,1,2
TEODORA,THEODORA,1,2
CANDELARIA,CANDELARIA,0,2
CORDIA,CORDIA,0,2
ROSEANA,ROSEANA,0,2
CASS,CASSIUS,1,1
ASEL,ASEL,0,1
MENZO,MENZO,0,1
VIRGEL,VIRGEL,0,1
DRUZILLA,DRUSCILLA,1,2
HADDIE,HADDIE,0,2
HESSIE,HESSIE,0,2
LORAINE,LORAINE,0,2
MERICA,MERICA,0,2
NATALIE,NATALIE,0,2
ORELIA,ORELIA,0,2
ABB,ABB,0,1
ALBA,ALBA,0,1
ORIE,ORIE,0,1
SYRENA,SERENA,1,2
ALINA,ALINA,0,2
ETHER,ETHER,0,2
PHILIPINA,PHILIPINA,0,2
WINNIE,WINIFRED,1,1
EMEL,EMEL,0,1
LOVE,LOVE,0,1
MORDECAI,MORDECAI,0,1
LIZ,ELIZABETH,1,2
ANASTACIA,ANASTASIA,1,2
ELVIA,ELVIA,0,2
FAITH,FAITH,0,2
LEAN,LEAN,0,2
LISE,LISE,0,2
JONNY,JOHN,1,1
ISEBELLA,ISEBELLA,0,2
JESUS,JESUS,0,2
TENAH,TENAH,0,2
WILDA,WILDA,0,2
ISIC,ISAAC,1,1
BURDETT,BURDETT,0,1
ELDER,ELDER,0,1
OSMAN,OSMAN,0,1
ANNABELL,ANNABELL,0,2
APOLONIA,APOLONIA,0,2
FELIPA,FELIPA,0,2
PABLA,PABLA,0,2
SADIA,SADIA,0,2
SOFRONA,SOFRONA,0,2
ERI,ERI,0,1
HADEN,HADEN,0,1
LEANDRO,LEANDRO,0,1
LETETIA,LETICIA,1,2
LUCENDA,LUCENDA,0,2
ROSEA,ROSEA,0,2
LORENCE,LAWRENCE,1,1
EWELL,EWELL,0,1
MATHIS,MATHIS,0,1
EMERLY,EMERLY,0,2
IOWA,IOWA,0,2
LEONE,LEONE,0,2
MARTIE,MARTIE,0,2
PERCY,PERCY,0,2
OLIVE,OLIVER,1,1
BENONI,BENONI,0,1
LOUSINDA,LUCINDA,1,2
ALAS,ALAS,0,2
CATRINA,CATRINA,0,2
CORDILIA,CORDILIA,0,2
TOMY,THOMAS,1,1
BENG,BENG,0,1
COMODORE,COMODORE,0,1
NERVA,MANERVA,1,2
DINK,DINK,0,2
LETTICE,LETTICE,0,2
TH,THOMAS,1,1
MALVIN,MELVIN,1,1
JOURDAN,JORDAN,1,1
CISERO,CISERO,0,1
HING,HING,0,1
BESSE,ELIZABETH,1,2
ADDELINE,ADDELINE,0,2
EDIETH,EDIETH,0,2
PIETY,PIETY,0,2
SYLVINA,SYLVINA,0,2
ROBB,ROBERT,1,1
LILBURN,LILBURN,0,1
LUANA,LUANA,0,2
POWEL,POWEL,0,1
SHADRACH,SHADRACH,0,1
POLINE,PAULINE,1,2
CLEMANTINE,CLEMANTINE,0,2
ABM,ABRAHAM,1,1
ELVIS,ELVIS,0,1
NELSEN,NELSEN,0,1
PRENTICE,PRENTICE,0,1
SIRUS,SIRUS,0,1
VERGIL,VERGIL,0,1
ELMIRE,ELMIRE,0,2
MARCELINA,MARCELINA,0,2
SATIE,SATIE,0,2
THURSEY,THURSEY,0,2
VALENTINE,VALENTINE,0,2
LAYTON,LAYTON,0,1
FRANKEY,FRANCES,1,2
ABIE,ABIGAIL,1,2
ALA,ALA,0,2
OSA,OSA,0,2
ZILPHIA,ZILPHIA,0,2
ISERAL,ISRAEL,1,1
ARA,ARA,0,1
CARLEY,CARLEY,0,1
HOPE,HOPE,0,1
LAMAR,LAMAR,0,1
PERLY,PERLY,0,1
SELAH,SELAH,0,1
MARGE,MARGARET,1,2
CELEY,CELEY,0,2
DELIE,DELIE,0,2
NEELY,NEELY,0,2
THRESIA,THRESIA,0,2
MARSHEL,MARSHALL,1,1
AMOUS,AMOUS,0,1
HARTLEY,HARTLEY,0,1
LEVEN,LEVEN,0,1
MATELDA,MATILDA,1,2
ELENER,ELEANOR,1,2
ADAR,ADAR,0,2
ALFRETTA,ALFRETTA,0,2
CLEMINTINE,CLEMINTINE,0,2
SELLA,SELLA,0,2
CLEVELAND,CLEVELAND,0,1
VIVIAN,VIVIAN,0,1
OFELIA,OPHELIA,1,2
CHARLETTE,CHARLOTTE,1,2
BRIGETT,BRIDGET,1,2
BALDWIN,BALDWIN,0,1
POMPY,POMPY,0,1
ELITHEBETH,ELIZABETH,1,2
ANICA,ANICA,0,2
ELBA,ELBA,0,2
JEMINA,JEMINA,0,2
LORETTE,LORETTE,0,2
NICIE,NICIE,0,2
ALB,ALB,0,1
BOY,BOY,0,1
DOLLA,DOLLA,0,2
AMILE,AMILE,0,1
LYMON,LYMON,0,1
ROZA,ROSA,1,2
DE,DE,0,2
FLOSSIE,FLOSSIE,0,2
JOAQUIN,JOAQUIN,0,1
NEUTON,NEUTON,0,1
