fname,fname_std,nickname_mpc,sex
FRANCESCO,FRANCESCO,0,1
GILLIAM,GILLIAM,0,1
GRANISON,GRANISON,0,1
HAVEY,HAVEY,0,1
HAYNES,HAYNES,0,1
IGNAZ,IGNAZ,0,1
KEN,KEN,0,1
MATTIS,MATTIS,0,1
SONG,SONG,0,1
TINSLEY,TINSLEY,0,1
GINNEY,VIRGINIA,1,2
SOUSON,SUSAN,1,2
SAMMIE,SAMANTHA,1,2
PURL,PEARL,1,2
GEOGIA,GEORGIA,1,2
CHRISTI,CHRISTINE,1,2
ELBERTA,ALBERTA,1,2
ADELAINE,ADELAINE,0,2
ANTONINA,ANTONINA,0,2
CECILIE,CECILIE,0,2
CLARRINDA,CLARRINDA,0,2
CLAY,CLAY,0,2
CORLINE,CORLINE,0,2
CREACY,CREACY,0,2
DRUCELLA,DRUCELLA,0,2
ERIN,ERIN,0,2
FAIRY,FAIRY,0,2
JAYNE,JAYNE,0,2
MARELLA,MARELLA,0,2
MASSA,MASSA,0,2
MISOURA,MISOURA,0,2
NATHALIA,NATHALIA,0,2
OMEGA,OMEGA,0,2
SALLIA,SALLIA,0,2
SIGRID,SIGRID,0,2
TELLIE,TELLIE,0,2
LUEY,LOUIS,1,1
LUELLEN,LLEWELYLN,1,1
JACB,JACOB,1,1
EDWAR,EDWARD,1,1
ABROM,ABROM,0,1
ADOLPHAS,ADOLPHAS,0,1
CASSINS,CASSINS,0,1
CRUZ,CRUZ,0,1
DELEVAN,DELEVAN,0,1
HALLECK,HALLECK,0,1
HARALD,HARALD,0,1
ISRAL,ISRAL,0,1
LEAVITT,LEAVITT,0,1
LORAIN,LORAIN,0,1
LYNCH,LYNCH,0,1
MILS,MILS,0,1
MOISE,MOISE,0,1
PLENTY,PLENTY,0,1
QUINN,QUINN,0,1
RIDLEY,RIDLEY,0,1
THERRESSA,THERESA,1,2
AANNA,ANNA,1,2
ANNITA,ANNITA,0,2
ARSULA,ARSULA,0,2
DELMA,DELMA,0,2
DIADAMA,DIADAMA,0,2
FLETA,FLETA,0,2
HENRETA,HENRETA,0,2
LAURER,LAURER,0,2
LELAR,LELAR,0,2
LINNEY,LINNEY,0,2
LOUELA,LOUELA,0,2
LUELLER,LUELLER,0,2
MERTHA,MERTHA,0,2
ROSABELLA,ROSABELLA,0,2
RUPERTA,RUPERTA,0,2
TILLER,TILLER,0,2
TOBIE,TOBIAS,1,1
SIDNA,SYDNEY,1,1
DICKEY,RICHARD,1,1
LESLY,LESLIE,1,1
BENHARD,BENHARD,0,1
BLOOMFIELD,BLOOMFIELD,0,1
BUREL,BUREL,0,1
BURELL,BURELL,0,1
EDLEY,EDLEY,0,1
ELLMORE,ELLMORE,0,1
FORDYCE,FORDYCE,0,1
FRIDOLIN,FRIDOLIN,0,1
HALLEY,HALLEY,0,1
IRY,IRY,0,1
JACKOB,JACKOB,0,1
MACY,MACY,0,1
PHILIPE,PHILIPE,0,1
RINEHART,RINEHART,0,1
SHEPHARD,SHEPHARD,0,1
WALDEMAR,WALDEMAR,0,1
EVILINA,EVELINA,1,2
CEALIA,CECELIA,1,2
BURDIE,BURDIE,0,2
CHAINEY,CHAINEY,0,2
CORRILLA,CORRILLA,0,2
ENGELINE,ENGELINE,0,2
GENNY,GENNY,0,2
LAVINNA,LAVINNA,0,2
LEONARDA,LEONARDA,0,2
LITTA,LITTA,0,2
MALIE,MALIE,0,2
MALVINIA,MALVINIA,0,2
OLY,OLY,0,2
OMIE,OMIE,0,2
PATRA,PATRA,0,2
QUINCY,QUINCY,0,2
VIETTA,VIETTA,0,2
OLIF,OLAF,1,1
MARC,MARCUS,1,1
CRATON,CREIGHTON,1,1
ARMOND,ARMOND,0,1
BASCOMB,BASCOMB,0,1
BASCUM,BASCUM,0,1
CALAB,CALAB,0,1
DOLPHIN,DOLPHIN,0,1
DURANT,DURANT,0,1
DURHAM,DURHAM,0,1
GEARY,GEARY,0,1
GIB,GIB,0,1
GIOVANNI,GIOVANNI,0,1
GO,GO,0,1
GUI,GUI,0,1
JEWELL,JEWELL,0,1
JOHNA,JOHNA,0,1
JOSOPH,JOSOPH,0,1
KIN,KIN,0,1
LAY,LAY,0,1
MARYLAND,MARYLAND,0,1
MING,MING,0,1
MONTROSE,MONTROSE,0,1
OLANDER,OLANDER,0,1
POKE,POKE,0,1
RODERIC,RODERIC,0,1
SWAIN,SWAIN,0,1
TYSON,TYSON,0,1
WANG,WANG,0,1
WINSON,WINSON,0,1
THERSIA,THERESA,1,2
SOUSIN,SUSAN,1,2
REBECK,REBECCA,1,2
JESTINA,JUSTINA,1,2
BUELA,BEULAH,1,2
ARMETTA,ARMETTA,0,2
CORRINNE,CORRINNE,0,2
DELEA,DELEA,0,2
EVALIN,EVALIN,0,2
GENNETTE,GENNETTE,0,2
GEORGIANNE,GEORGIANNE,0,2
LORINE,LORINE,0,2
MORY,MORY,0,2
OPAL,OPAL,0,2
SHIRLEY,SHIRLEY,0,2
THOS,THOS,0,2
JOSHEPH,JOSEPH,1,1
AMOR,AMOR,0,1
BIRCH,BIRCH,0,1
BRYCE,BRYCE,0,1
CELESTINE,CELESTINE,0,1
CHINA,CHINA,0,1
DELMONT,DELMONT,0,1
EDWARDO,EDWARDO,0,1
EPPA,EPPA,0,1
ERSKIN,ERSKIN,0,1
EWEL,EWEL,0,1
GAIL,GAIL,0,1
GREENBERY,GREENBERY,0,1
NICODEMUS,NICODEMUS,0,1
NICOLA,NICOLA,0,1
OBY,OBY,0,1
PARSON,PARSON,0,1
SEBURN,SEBURN,0,1
UMPHREY,UMPHREY,0,1
UNION,UNION,0,1
VANDER,VANDER,0,1
WENDELIN,WENDELIN,0,1
YOW,YOW,0,1
WELHELMINA,WILHELMINA,1,2
WILAMINA,WILHELMINA,1,2
BESSIA,ELIZABETH,1,2
DANIEL,DANIELLE,1,2
CORNIE,CORNELIA,1,2
CATHORIN,CATHERINE,1,2
ALZENA,ALZENA,0,2
ANNALIZA,ANNALIZA,0,2
APRIL,APRIL,0,2
CAR,CAR,0,2
CARILINE,CAROLINE,0,2
CHARLOOTE,CHARLOOTE,0,2
CORNELA,CORNELA,0,2
DELY,DELY,0,2
FIBBY,FIBBY,0,2
HENRIATTA,HENRIATTA,0,2
ILLINOIS,ILLINOIS,0,2
LEVIE,LEVIE,0,2
LINIA,LINIA,0,2
LOO,LOO,0,2
LORRY,LORRY,0,2
LURINA,LURINA,0,2
MARGETTA,MARGETTA,0,2
MARHA,MARHA,0,2
ODILIA,ODILIA,0,2
PALLIE,PALLIE,0,2
SARIA,SARIA,0,2
SCINTHA,SCINTHA,0,2
SHADY,SHADY,0,2
SYLVANA,SYLVANA,0,2
EDUWARD,EDWARD,1,1
ANSELMO,ANSELMO,0,1
CANDIDO,CANDIDO,0,1
CLIVE,CLIVE,0,1
CLOUD,CLOUD,0,1
COR,COR,0,1
CULLIN,CULLIN,0,1
DAILY,DAILY,0,1
EDDE,EDDE,0,1
HIGH,HIGH,0,1
KENETH,KENETH,0,1
LAFOREST,LAFOREST,0,1
LOSSON,LOSSON,0,1
MERRELL,MERRELL,0,1
NARCISO,NARCISO,0,1
PLACIDO,PLACIDO,0,1
RESIN,RESIN,0,1
SAMIL,SAMIL,0,1
SEBASTIN,SEBASTIN,0,1
SUEL,SUEL,0,1
THEOPHELUS,THEOPHELUS,0,1
WILLFORD,WILLFORD,0,1
WINN,WINN,0,1
ZADOK,ZADOK,0,1
TAMMY,TAMARA,1,2
SYLVY,SYLVIA,1,2
REBECHA,REBECCA,1,2
PENY,PENELOPE,1,2
PERLE,PEARL,1,2
TILDIE,MATILDA,1,2
HENRAETTA,HENRIETTA,1,2
GWEN,GWENDOLYN,1,2
ANGA,ANGA,0,2
ARRY,ARRY,0,2
CORNELIE,CORNELIE,0,2
MARTTY,MARTTY,0,2
PHENIA,PHENIA,0,2
ROSALINDA,ROSALINDA,0,2
ROSALTHA,ROSALTHA,0,2
ROSENIA,ROSENIA,0,2
SAN,SAN,0,2
SIBILLA,SIBILLA,0,2
VICTOIRE,VICTOIRE,0,2
VIRGIE,VIRGIL,1,1
RUSEL,RUSSELL,1,1
GREGG,GREGORY,1,1
ABRA,ABRAHAM,1,1
ANSELM,ANSELM,0,1
CARMI,CARMI,0,1
ELEY,ELEY,0,1
EPIFANIO,EPIFANIO,0,1
GREER,GREER,0,1
HARLO,HARLO,0,1
JOHNATHEN,JOHNATHEN,0,1
JUPITER,JUPITER,0,1
OLD,OLD,0,1
SNOWDEN,SNOWDEN,0,1
VON,VON,0,1
MARJORIE,MARGARET,1,2
FLARENCE,FLORENCE,1,2
CATHRENA,CATHERINE,1,2
GUSTY,AUGUSTA,1,2
ELLICE,ELLICE,0,2
EMERETTE,EMERETTE,0,2
EUNIE,EUNIE,0,2
IDONIA,IDONIA,0,2
INGRI,INGRI,0,2
ISABLLA,ISABLLA,0,2
LILLIEN,LILLIEN,0,2
MARCELIA,MARCELIA,0,2
MELESSA,MELESSA,0,2
MELVINE,MELVINE,0,2
MYRAH,MYRAH,0,2
PARALIE,PARALIE,0,2
PEMELIA,PEMELIA,0,2
PHILLIPENA,PHILLIPENA,0,2
PRUDANCE,PRUDANCE,0,2
REGINIA,REGINIA,0,2
SEFERINA,SEFERINA,0,2
STELLER,STELLER,0,2
VEDA,VEDA,0,2
ISACH,ISAAC,1,1
ALIN,ALLEN,1,1
CHESLY,CHESLY,0,1
CLAUDUS,CLAUDUS,0,1
GARDENER,GARDENER,0,1
JAUN,JAUN,0,1
JORGE,JORGE,0,1
LEONHARDT,LEONHARDT,0,1
LUDGER,LUDGER,0,1
PLINEY,PLINEY,0,1
RUDOLP,RUDOLP,0,1
TYRA,TYRA,0,1
WARWICK,WARWICK,0,1
LUTISHA,LETICIA,1,2
IZABEL,ISABEL,1,2
HENREETTA,HENRIETTA,1,2
HATTEE,HARRIET,1,2
ALES,ALES,0,2
ALLETHA,ALLETHA,0,2
ARINDA,ARINDA,0,2
BABIE,BABIE,0,2
CENITH,CENITH,0,2
COOT,COOT,0,2
DARAH,DARAH,0,2
FEREBY,FEREBY,0,2
FRANCENIA,FRANCENIA,0,2
GUNDA,GUNDA,0,2
KISSY,KISSY,0,2
LATHA,LATHA,0,2
LAURINA,LAURINA,0,2
LEVADA,LEVADA,0,2
LINSEY,LINSEY,0,2
LORETTO,LORETTO,0,2
MADLINE,MADLINE,0,2
MANNA,MANNA,0,2
PENINAH,PENINAH,0,2
ROANA,ROANA,0,2
SOU,SOU,0,2
ZARILDA,ZARILDA,0,2
NEEL,NEIL,1,1
GRIFF,GRIFFIN,1,1
EUG,EUGENE,1,1
ALFONS,ALFONS,0,1
ALGENON,ALGENON,0,1
ARBY,ARBY,0,1
BRYSON,BRYSON,0,1
CAMDEN,CAMDEN,0,1
CYPRIEN,CYPRIEN,0,1
DAMAS,DAMAS,0,1
ELLA,ELLA,0,1
FRANSISCO,FRANSISCO,0,1
GREELEY,GREELEY,0,1
HANSEL,HANSEL,0,1
HOMAR,HOMAR,0,1
INO,INO,0,1
JAIRUS,JAIRUS,0,1
KANE,KANE,0,1
NICKLES,NICKLES,0,1
REDDIN,REDDIN,0,1
RUMALDO,RUMALDO,0,1
RUTHFORD,RUTHFORD,0,1
THORN,THORN,0,1
VIRGINIUS,VIRGINIUS,0,1
RACH,RACHEL,1,2
PEGY,ELIZABETH,1,2
ATHALIA,ATHALIA,0,2
BERENICE,BERENICE,0,2
CAPTOLIA,CAPTOLIA,0,2
CONCEPTION,CONCEPTION,0,2
ELDORADO,ELDORADO,0,2
FIDELA,FIDELA,0,2
JEANNETTA,JEANNETTA,0,2
JENE,JENE,0,2
LASSIE,LASSIE,0,2
LEMA,LEMA,0,2
MELL,MELL,0,2
MONIE,MONIE,0,2
NONNIE,NONNIE,0,2
PHELIA,PHELIA,0,2
ROSALINA,ROSALINA,0,2
SARILLA,SARILLA,0,2
SUELLA,SUELLA,0,2
THEORA,THEORA,0,2
WIATT,WYATT,1,1
WENCIL,WENZEL,1,1
STAN,STANLEY,1,1
SYLUS,SILAS,1,1
BENHART,BERNHARD,1,1
BURGES,BURGES,0,1
CARNEY,CARNEY,0,1
CLANCY,CLANCY,0,1
EDVIN,EDVIN,0,1
FLEETWOOD,FLEETWOOD,0,1
FLOY,FLOY,0,1
FREEDOM,FREEDOM,0,1
GURNEY,GURNEY,0,1
HARWOOD,HARWOOD,0,1
HECTER,HECTER,0,1
ISACE,ISACE,0,1
JERVIS,JERVIS,0,1
JOLLY,JOLLY,0,1
MA,MA,0,1
MINOS,MINOS,0,1
NELLIE,NELLIE,0,1
NEVILLE,NEVILLE,0,1
ONE,ONE,0,1
RODGERS,RODGERS,0,1
SPEED,SPEED,0,1
STONE,STONE,0,1
WANE,WANE,0,1
WILMENA,WILHELMINA,1,2
HARRIATE,HARRIET,1,2
CATTY,CATHERINE,1,2
CHATHERINE,CATHERINE,1,2
CAMI,CAMILLE,1,2
AMLIA,AMELIA,1,2
CADELIA,CADELIA,0,2
CLARISE,CLARISE,0,2
ELISER,ELISER,0,2
ELLENE,ELLENE,0,2
EMLIA,EMLIA,0,2
NOEMIE,NOEMIE,0,2
RENY,RENY,0,2
ROSALIN,ROSALIN,0,2
TEENA,TEENA,0,2
VILENA,VILENA,0,2
THADUS,THADDEUS,1,1
RUD,RUDOLPH,1,1
MALCUM,MALCOLM,1,1
LEWY,LOUIS,1,1
HIROM,HIRAM,1,1
EUGENIE,EUGENE,1,1
ALIAS,ALIAS,0,1
BUELL,BUELL,0,1
CAMEL,CAMEL,0,1
CHEW,CHEW,0,1
CHILTON,CHILTON,0,1
CLEMONS,CLEMONS,0,1
CREIGHTON,CREIGHTON,0,1
ELWELL,ELWELL,0,1
GLOSTER,GLOSTER,0,1
HANSEN,HANSEN,0,1
HOLLEY,HOLLEY,0,1
HUBBERT,HUBBERT,0,1
JASPAR,JASPAR,0,1
JEDIAH,JEDIAH,0,1
JOELL,JOELL,0,1
MANOAH,MANOAH,0,1
MARIN,MARIN,0,1
MARS,MARS,0,1
MAUD,MAUD,0,1
NAHAM,NAHAM,0,1
NEWTEN,NEWTEN,0,1
ORVA,ORVA,0,1
RIVERS,RIVERS,0,1
RUDOLPHUS,RUDOLPHUS,0,1
SAUEL,SAUEL,0,1
SPURGEON,SPURGEON,0,1
STACEY,STACEY,0,1
THURLOW,THURLOW,0,1
ULRIC,ULRIC,0,1
PRICELLA,PRISCILLA,1,2
MANEVA,MINERVA,1,2
EMMALY,EMILY,1,2
CLARRAH,CLARA,1,2
AGATA,AGATHA,1,2
ALVERETTA,ALVERETTA,0,2
CERA,CERA,0,2
CRESEY,CRESEY,0,2
ELEONOR,ELEONOR,0,2
FELICITY,FELICITY,0,2
HALIE,HALIE,0,2
KELLIE,KELLIE,0,2
MARINE,MARINE,0,2
MARYLAND,MARYLAND,0,2
MILDRID,MILDRID,0,2
MIRY,MIRY,0,2
NORY,NORY,0,2
ORIANNA,ORIANNA,0,2
PERTHENA,PERTHENA,0,2
RESA,RESA,0,2
ROBERTIE,ROBERTA,0,2
STILLA,STILLA,0,2
TONIE,TONIE,0,2
LAFAETT,LAFAYETTE,1,1
JM,JAMES,1,1
FREDINAND,FERDINAND,1,1
BOLIVER,BOLIVER,0,1
BRANTLY,BRANTLY,0,1
BROCK,BROCK,0,1
BURNHAM,BURNHAM,0,1
CYRILLE,CYRILLE,0,1
DIONICIO,DIONICIO,0,1
EBERHARD,EBERHARD,0,1
ELEM,ELEM,0,1
EM,EM,0,1
ERIE,ERIE,0,1
FINAS,FINAS,0,1
HERALD,HERALD,0,1
MANTON,MANTON,0,1
MARCIAL,MARCIAL,0,1
MARTAN,MARTAN,0,1
MATHAIS,MATHAIS,0,1
RICHARDS,RICHARDS,0,1
SIE,SIE,0,1
SYLVESTOR,SYLVESTOR,0,1
URIA,URIA,0,1
PALINE,PAULINE,1,2
EMALIE,EMILY,1,2
ANTONET,ANTOINETTE,1,2
BERTE,BERTE,0,2
CHERY,CHERY,0,2
DASIA,DASIA,0,2
EMMAH,EMMAH,0,2
FINETTE,FINETTE,0,2
LELER,LELER,0,2
LUMINA,LUMINA,0,2
MARCELITE,MARCELITE,0,2
ORELLA,ORELLA,0,2
ROSALE,ROSALE,0,2
TEKLA,TEKLA,0,2
PHILUP,PHILIP,1,1
JASEPH,JOSEPH,1,1
ALICE,ALICE,0,1
BALTZER,BALTZER,0,1
BURLEIGH,BURLEIGH,0,1
CLAUSE,CLAUSE,0,1
DEMETRIO,DEMETRIO,0,1
ELBRIGE,ELBRIGE,0,1
EZERA,EZERA,0,1
FIELD,FIELD,0,1
FITZHUGH,FITZHUGH,0,1
GAD,GAD,0,1
GUIDO,GUIDO,0,1
JUSTINE,JUSTINE,0,1
LINLEY,LINLEY,0,1
MARTYN,MARTYN,0,1
MCHENRY,MCHENRY,0,1
MELCHOR,MELCHOR,0,1
MOW,MOW,0,1
OLAN,OLAN,0,1
RECTOR,RECTOR,0,1
ROMA,ROMA,0,1
SOMERS,SOMERS,0,1
VALSIN,VALSIN,0,1
WAIT,WAIT,0,1
WALICE,WALICE,0,1
WELBY,WELBY,0,1
YET,YET,0,1
JINIE,VIRGINIA,1,2
FANCES,FRANCES,1,2
FRANIE,FRANCES,1,2
ELIZABUTH,ELIZABETH,1,2
CATHER,CATHERINE,1,2
BENIGNA,BENIGNA,0,2
BERIT,BERIT,0,2
CIVILLA,CIVILLA,0,2
ELEANER,ELEANER,0,2
EMIL,EMIL,0,2
EURA,EURA,0,2
LEDORA,LEDORA,0,2
LEOMA,LEOMA,0,2
LOUIA,LOUIA,0,2
LUVICA,LUVICA,0,2
MALLEY,MALLEY,0,2
MANDIA,MANDIA,0,2
MERILLA,MERILLA,0,2
NANNEY,NANNEY,0,2
ROAN,ROAN,0,2
TRACIE,TRACIE,0,2
WILLIUM,WILLIAM,1,1
MICHUL,MICHAEL,1,1
MATHIEW,MATTHEW,1,1
ALOYS,ALOYS,0,1
AMERICA,AMERICA,0,1
ARMON,ARMON,0,1
CYRENIUS,CYRENIUS,0,1
DUCK,DUCK,0,1
EBBIN,EBBIN,0,1
ELLRIDGE,ELLRIDGE,0,1
ERA,ERA,0,1
GERONIMO,GERONIMO,0,1
GOVERNOR,GOVERNOR,0,1
GRUN,GRUN,0,1
HARRINGTON,HARRINGTON,0,1
HILBERT,HILBERT,0,1
LOVELACE,LOVELACE,0,1
MILAM,MILAM,0,1
OSTIN,OSTIN,0,1
PRES,PRES,0,1
TIN,TIN,0,1
VALERY,VALERY,0,1
WERT,WERT,0,1
MINEVA,MINERVA,1,2
JOSPHENE,JOSEPHINE,1,2
BETZY,ELIZABETH,1,2
CEILEY,CECILIA,1,2
AGUSTINA,AUGUSTINA,1,2
BELLZORA,BELLZORA,0,2
CHATRINA,CHATRINA,0,2
DELORES,DELORES,0,2
GALENA,GALENA,0,2
HALLA,HALLA,0,2
LIZZETTA,LIZZETTA,0,2
MADELAINE,MADELAINE,0,2
MIDDIE,MIDDIE,0,2
PENNINA,PENNINA,0,2
PRUDENCIA,PRUDENCIA,0,2
SENITH,SENITH,0,2
SERENIA,SERENIA,0,2
SOPHIRA,SOPHIRA,0,2
THEADORA,THEADORA,0,2
ALBRT,ALBERT,1,1
ALFERED,ALFERED,0,1
ALOZO,ALOZO,0,1
AQUILA,AQUILA,0,1
BURCH,BURCH,0,1
CARSTEN,CARSTEN,0,1
COLOMBUS,COLOMBUS,0,1
CORTES,CORTES,0,1
DEIDRICH,DEIDRICH,0,1
DORMAN,DORMAN,0,1
EASTON,EASTON,0,1
FOY,FOY,0,1
FRAND,FRAND,0,1
HAWARD,HAWARD,0,1
LEONIDES,LEONIDES,0,1
MONTERVILLE,MONTERVILLE,0,1
MORISON,MORISON,0,1
PERFECTO,PERFECTO,0,1
STARR,STARR,0,1
GINEY,VIRGINIA,1,2
HENRITTE,HENRIETTA,1,2
ELIZABOTH,ELIZABETH,1,2
AUG,AUGUSTA,1,2
ALLE,ALLE,0,2
ALZIRA,ALZIRA,0,2
ARMADA,ARMADA,0,2
AURELIE,AURELIE,0,2
BARSHEBA,BARSHEBA,0,2
BEDELIA,BEDELIA,0,2
CARAH,CARAH,0,2
CODELIA,CODELIA,0,2
FRANCINE,FRANCINE,0,2
GENOA,GENOA,0,2
INGRID,INGRID,0,2
LACEY,LACEY,0,2
LIZZETTE,LIZZETTE,0,2
LOVELY,LOVELY,0,2
MARYJANE,MARYJANE,0,2
MATHIE,MATHIE,0,2
PALLY,PALLY,0,2
PURLINA,PURLINA,0,2
ROBIE,ROBIE,0,2
SALONE,SALONE,0,2
SATTIE,SATTIE,0,2
VANDALIA,VANDALIA,0,2
VERNON,VERNON,0,2
JONN,JOHN,1,1
TONI,ANTHONY,1,1
ABSALUM,ABSALUM,0,1
ANSELL,ANSELL,0,1
BLOUNT,BLOUNT,0,1
BYRAM,BYRAM,0,1
CELESTIN,CELESTIN,0,1
CURTUS,CURTUS,0,1
ERNAST,ERNAST,0,1
HENNING,HENNING,0,1
LACEY,LACEY,0,1
LARSON,LARSON,0,1
LEHMAN,LEHMAN,0,1
LLOID,LLOID,0,1
LUIGI,LUIGI,0,1
MERRIMAN,MERRIMAN,0,1
MILLON,MILLON,0,1
NERI,NERI,0,1
ORLAN,ORLAN,0,1
PETRE,PETRE,0,1
WALTEN,WALTEN,0,1
YAN,YAN,0,1
REB,REBECCA,1,2
ELEZIBETH,ELIZABETH,1,2
ELIZIBATH,ELIZABETH,1,2
BEATRIS,BEATRICE,1,2
ANDREW,ANDREW,0,2
ANIA,ANIA,0,2
ANNET,ANNET,0,2
APHIA,APHIA,0,2
ARAMENTA,ARAMENTA,0,2
ARLINA,ARLINA,0,2
BARBARIA,BARBARIA,0,2
BIRDELLA,BIRDELLA,0,2
DENIE,DENIE,0,2
ELISSA,ELISSA,0,2
ERVA,ERVA,0,2
GEERTJE,GEERTJE,0,2
JANNEY,JANNEY,0,2
JOHNANNA,JOHNANNA,0,2
KALE,KALE,0,2
LOIE,LOIE,0,2
MARNY,MARNY,0,2
OCTAVO,OCTAVO,0,2
RUTHANNA,RUTHANNA,0,2
SABRE,SABRE,0,2
SETTA,SETTA,0,2
WILHELMENIA,WILHELMENIA,0,2
SHEDRIC,SHADRACH,1,1
LOUE,LOUIS,1,1
LENNY,LEONARD,1,1
LAFYETT,LAFAYETTE,1,1
FREDRECK,FREDERICK,1,1
FRAKLIN,FRANKLIN,1,1
IMMANUEL,EMANUEL,1,1
ADOLFUS,ADOLFUS,0,1
ADRON,ADRON,0,1
ALBON,ALBON,0,1
ARTUR,ARTUR,0,1
BALAM,BALAM,0,1
BELDEN,BELDEN,0,1
BUB,BUB,0,1
ELMUS,ELMUS,0,1
ELSEY,ELSEY,0,1
ENGLISH,ENGLISH,0,1
JOSHUAY,JOSHUAY,0,1
LOOK,LOOK,0,1
MANASSA,MANASSA,0,1
OSCUR,OSCUR,0,1
SOLLOMON,SOLLOMON,0,1
WALTERS,WALTERS,0,1
XAVER,XAVER,0,1
SUZZIE,SUSAN,1,2
SOPHRINA,SOPHRONIA,1,2
SANDY,SANDRA,1,2
LARUA,LAURA,1,2
ELLISABETH,ELIZABETH,1,2
AGLAE,AGLAE,0,2
AILEY,AILEY,0,2
ANAISE,ANAISE,0,2
BARBREY,BARBREY,0,2
BIRTHIE,BIRTHIE,0,2
CARMELIA,CARMELIA,0,2
CLAR,CLAR,0,2
DUMP,DUMP,0,2
FLOYD,FLOYD,0,2
GABRILLA,GABRILLA,0,2
IRENIA,IRENIA,0,2
JUNIETTA,JUNIETTA,0,2
LESTINA,LESTINA,0,2
LINNIA,LINNIA,0,2
MELVIRA,MELVIRA,0,2
PINEY,PINEY,0,2
POLLYANN,POLLYANN,0,2
RHETTA,RHETTA,0,2
MARTIE,MARTIN,1,1
BERNH,BERNH,0,1
BIRTON,BIRTON,0,1
BRONSON,BRONSON,0,1
CAMILE,CAMILE,0,1
CRITTENDEN,CRITTENDEN,0,1
DECATER,DECATER,0,1
EDDWARD,EDDWARD,0,1
HOSIE,HOSIE,0,1
KNIGHT,KNIGHT,0,1
LIVY,LIVY,0,1
LOVICK,LOVICK,0,1
MANVILLE,MANVILLE,0,1
ORLIE,ORLIE,0,1
PLACIDE,PLACIDE,0,1
POMEROY,POMEROY,0,1
PURDY,PURDY,0,1
RICARD,RICARD,0,1
ROMAINE,ROMAINE,0,1
THEOPHOLIS,THEOPHOLIS,0,1
VENTURA,VENTURA,0,1
YATES,YATES,0,1
PHEBEY,PHOEBE,1,2
MASOURI,MISSOURI,1,2
ALLISON,ALLISON,0,2
ANELIA,ANELIA,0,2
ARIANA,ARIANA,0,2
ARMIDA,ARMIDA,0,2
DOLA,DOLA,0,2
ELANDER,ELANDER,0,2
ELIRA,ELIRA,0,2
EUPHRASIA,EUPHRASIA,0,2
HALA,HALA,0,2
JENINE,JENINE,0,2
LODEMIA,LODEMIA,0,2
LOE,LOE,0,2
NEALIE,NEALIE,0,2
OSEE,OSEE,0,2
OVA,OVA,0,2
PENDER,PENDER,0,2
RAPHAEL,RAPHAEL,0,2
ZELLIE,ZELLIE,0,2
RUFF,RUFUS,1,1
LEANORD,LEONARD,1,1
GARET,GARRETT,1,1
FANCIS,FRANCIS,1,1
ANNIE,ANNE,0,1
BEREND,BEREND,0,1
BERNEY,BERNEY,0,1
BRANTLEY,BRANTLEY,0,1
CHRISTOPHE,CHRISTOPHE,0,1
CLAYBORNE,CLAYBORNE,0,1
CUFF,CUFF,0,1
ELAN,ELAN,0,1
FEDERICO,FEDERICO,0,1
GIBBS,GIBBS,0,1
GREENWOOD,GREENWOOD,0,1
GUSTAN,GUSTAN,0,1
IVINS,IVINS,0,1
JACOBE,JACOBE,0,1
LUCUIS,LUCUIS,0,1
LYNDON,LYNDON,0,1
MYRAN,MYRAN,0,1
SANDER,SANDER,0,1
SYVERT,SYVERT,0,1
WELLIE,WELLIE,0,1
VAGINIA,VIRGINIA,1,2
MATTI,MATILDA,1,2
MORTHA,MARTHA,1,2
LILL,LILLIAN,1,2
BETTSEY,ELIZABETH,1,2
CATRIN,CATHERINE,1,2
KATERINE,CATHERINE,1,2
CATHERENA,CATHERINA,1,2
ADDELLA,ADDELLA,0,2
ALVINIA,ALVINIA,0,2
ARTHEMISE,ARTHEMISE,0,2
AURELLA,AURELLA,0,2
CARIN,CARIN,0,2
CYTHA,CYTHA,0,2
ELFRIDA,ELFRIDA,0,2
FENTON,FENTON,0,2
FINA,FINA,0,2
LISSETTA,LISSETTA,0,2
LISSETTE,LISSETTE,0,2
LUANDA,LUANDA,0,2
MARGARIET,MARGARET,0,2
MARGERIT,MARGERET,0,2
MARIH,MARIH,0,2
MARRETTA,MARRETTA,0,2
THENIA,THENIA,0,2
ZELPHIA,ZELPHIA,0,2
TAILOR,TAYLOR,1,1
RUBAN,REUBEN,1,1
HOUGH,HUGH,1,1
HAMTON,HAMPTON,1,1
DRUE,DREW,1,1
CHISTOPHER,CHRISTOPHER,1,1
BARKLEY,BARKLEY,0,1
BEAL,BEAL,0,1
BILLINGS,BILLINGS,0,1
BRANT,BRANT,0,1
BRISON,BRISON,0,1
CARLY,CARLY,0,1
CASIMIRO,CASIMIRO,0,1
CHAP,CHAP,0,1
CHAPIN,CHAPIN,0,1
FLORENTINO,FLORENTINO,0,1
GRAVES,GRAVES,0,1
HUNT,HUNT,0,1
JOHANNAS,JOHANNAS,0,1
LATHAM,LATHAM,0,1
LAUGHLIN,LAUGHLIN,0,1
LIBRADO,LIBRADO,0,1
LORD,LORD,0,1
MARTINUS,MARTINUS,0,1
ROLPH,ROLPH,0,1
ROSELL,ROSELL,0,1
SHEM,SHEM,0,1
URIAL,URIAL,0,1
VARNUM,VARNUM,0,1
SUZANNA,SUSANNA,1,2
