fname,nickname_mpc,sex
ROBB,1,1
LILBURN,0,1
LUANA,0,2
POWEL,0,1
SHADRACH,0,1
POLINE,1,2
CLEMANTINE,0,2
ABM,1,1
ELVIS,0,1
NELSEN,0,1
PRENTICE,0,1
SIRUS,0,1
VERGIL,0,1
ELMIRE,0,2
MARCELINA,0,2
SATIE,0,2
THURSEY,0,2
VALENTINE,0,2
LAYTON,0,1
FRANKEY,1,2
ABIE,1,2
ALA,0,2
OSA,0,2
ZILPHIA,0,2
ISERAL,1,1
ARA,0,1
CARLEY,0,1
HOPE,0,1
LAMAR,0,1
PERLY,0,1
SELAH,0,1
MARGE,1,2
CELEY,0,2
DELIE,0,2
NEELY,0,2
THRESIA,0,2
MARSHEL,1,1
AMOUS,0,1
HARTLEY,0,1
LEVEN,0,1
MATELDA,1,2
ELENER,1,2
ADAR,0,2
ALFRETTA,0,2
CLEMINTINE,0,2
SELLA,0,2
CLEVELAND,0,1
VIVIAN,0,1
OFELIA,1,2
CHARLETTE,1,2
BRIGETT,1,2
BALDWIN,0,1
POMPY,0,1
ELITHEBETH,1,2
ANICA,0,2
ELBA,0,2
JEMINA,0,2
LORETTE,0,2
NICIE,0,2
ALB,0,1
BOY,0,1
DOLLA,0,2
AMILE,0,1
LYMON,0,1
ROZA,1,2
DE,0,2
FLOSSIE,0,2
JOAQUIN,0,1
NEUTON,0,1
PRESCOTT,0,1
WHITMAN,0,1
ELIS,1,2
MELLISA,0,2
NANA,0,2
MURDOCK,0,1
MAGERET,1,2
ENCARNACION,0,2
HOLLIE,0,2
LAURENA,0,2
MERANDA,0,2
VENIA,0,2
BERTHOLD,0,1
BURLEY,0,1
DINK,0,1
WALLICE,0,1
BESS,1,2
LIVONIA,0,2
PHILOPENA,0,2
ROSELA,0,2
ZELDA,0,2
ISAIC,1,1
ELERY,0,1
ELLIZA,1,2
LAVISA,0,2
FREEMONT,0,1
JOHNNIE,1,2
LANNA,0,2
PATRICH,1,1
ALOYSIUS,0,1
EATON,0,1
HENNY,0,1
LANDER,0,1
LITTLE,0,1
VIC,1,2
KAROLINA,1,2
CHRISTIANE,0,2
THOMA,1,1
PARRIS,1,1
MONROW,1,1
CHRISTY,1,1
COOK,0,1
SEVERT,0,1
SYLVENUS,0,1
WYLY,0,1
SADY,1,2
ADELHEID,0,2
MERINDA,0,2
OLIA,0,2
RUTHE,0,2
TERANCE,1,1
ELDRED,0,1
GOTFRIED,0,1
WILLY,1,2
ELEONORE,1,2
BETTE,1,2
GAY,0,2
MAE,0,2
ROSABELL,0,2
ARMISTEAD,0,1
BURNARD,0,1
BUSH,0,1
COURTNEY,0,1
LAYFAETTE,0,1
BETHA,0,2
CHANIE,0,2
CLARASA,0,2
JENET,0,2
ALVEN,0,1
CONELIUS,0,1
CORYDON,0,1
ESRA,0,1
FERRIS,0,1
TALBOT,0,1
DELITHA,0,2
DONIE,0,2
JANNET,0,2
ABRIHAM,0,1
BEECHER,0,1
CORTLAND,0,1
MILARD,0,1
PHILEMON,0,1
SALVADOR,0,1
CORNELIUS,0,2
DAPHNEY,0,2
ERA,0,2
JENEY,0,2
LAUISA,0,2
MARRIETTA,0,2
PLUMA,0,2
ABREHAM,1,1
FOO,0,1
JORGEN,0,1
PARKS,0,1
ELESABETH,1,2
ACHSA,0,2
BETHIA,0,2
JAIN,0,2
NICKLAS,1,1
GUSTOFF,0,1
KASPER,0,1
REID,0,1
SOFRONIA,1,2
REBEKA,1,2
BION,0,1
NAPOLION,0,1
NESTOR,0,1
WAYLAND,0,1
ATLANTA,0,2
DELLER,0,2
ELZORA,0,2
MEDIA,0,2
ROBERT,0,2
STINA,0,2
ALANZO,0,1
CALVEN,0,1
CHURCH,0,1
MATHEWS,0,1
MATISON,0,1
DELIMA,0,2
ERNA,0,2
SAMIE,1,1
DANNIE,1,1
JONUS,0,1
MARCOS,0,1
POPE,0,1
CRISSIE,1,2
ALLENA,0,2
ROZETTA,0,2
SINTHY,0,2
ADRIEN,0,1
CHOW,0,1
ELLING,0,1
GILL,0,1
ULYSSIS,0,1
VERNER,0,1
ISIBELL,1,2
ALEXINA,0,2
JANNA,0,2
JENY,0,2
KUNIGUNDA,0,2
LOUCY,0,2
MAMA,0,2
MENNIE,0,2
SENORA,0,2
ADDAM,0,1
EVERETTE,0,1
MOORE,0,1
OZRO,0,1
QUONG,0,1
RO,0,1
WILBORN,0,1
JOSEPHENA,0,2
MIRIA,0,2
WES,1,1
FREDICK,1,1
CYRENUS,0,1
FIRMAN,0,1
LOW,0,1
OWENS,0,1
WILMA,1,2
BESSA,1,2
CATHN,1,2
ANGEL,0,2
EVEY,0,2
ISSABELL,0,2
SERINA,0,2
TONY,0,2
JOSUA,0,1
MYERS,0,1
ANETTA,0,2
EDITHA,0,2
THEKLA,0,2
EMANUAL,0,1
FRAZIER,0,1
LOVELL,0,1
PRIOR,0,1
SEE,0,1
MELLA,0,2
MUNRO,1,1
HENEY,0,1
JEDEDIAH,0,1
SOFIAH,1,2
ABAGIL,1,2
AUGUST,0,2
GUSTA,1,1
BRIGHAM,0,1
ROLIN,0,1
THORTON,0,1
SCHARLOTTE,1,2
CARELINE,0,2
ELLEM,0,2
HANNIE,0,2
MALICA,0,2
CASEY,0,1
OLEN,0,1
REBECAH,1,2
CANDAS,1,2
ADORA,0,2
FLORENTINA,0,2
LAVENA,0,2
MOLIE,0,2
SULA,0,2
JOHNITHAN,1,1
ARCHE,1,1
CHONG,0,1
MONS,0,1
ORMAN,0,1
AMEALIA,0,2
ELMER,0,2
JACOBINA,0,2
MORNING,0,2
MURTLE,0,2
SYBILLA,0,2
GOERGE,1,1
BARCLAY,0,1
CROCKETT,0,1
ETHEL,0,1
ISAAK,0,1
ORLA,0,1
RAYMON,0,1
WAYMAN,0,1
CATARINE,1,2
ADDALINE,0,2
ERMINE,0,2
EUGINIA,0,2
NOVELLA,0,2
SELAH,0,2
TOMIE,1,1
SVEN,0,1
WILIS,0,1
ARILLA,0,2
CHARL,1,1
ELIHUE,0,1
HARVIE,0,1
OAKLEY,0,1
BRITA,0,2
MAGDELENE,0,2
SONORA,0,2
IVEY,0,1
PICKENS,0,1
WOODBURY,0,1
EASTHER,0,2
JINCY,0,2
SALONA,0,2
WILLICE,1,1
ABRAN,0,1
ELSIE,0,1
JOTHAM,0,1
NEWT,0,1
GUSTIE,1,2
JAN,0,2
THEDA,0,2
ZETTA,0,2
BARNHART,0,1
CEASER,0,1
CEPHUS,0,1
ELIPHALET,0,1
FREELAND,0,1
HANFORD,0,1
HILLARD,0,1
HINTON,0,1
JUDAH,0,1
ARDELL,0,2
ARTY,0,2
CORALIE,0,2
EUPHEMA,0,2
PHEBIA,0,2
HANK,1,1
DARBY,0,1
LONEY,0,1
MATIAS,0,1
MORDICA,0,1
PRESLY,0,1
CARDELIA,1,2
HENRETTE,0,2
MILY,0,2
RILDA,0,2
WILLHELMINA,0,2
ACE,0,1
ALSTON,0,1
AMAZIAH,0,1
BARNABAS,0,1
CYRIL,0,1
ETIENNE,0,1
FATE,0,1
MAY,0,1
FRANCESS,0,2
IDELL,0,2
PERLIE,0,2
CHAMBERS,0,1
REINHARD,0,1
ALVARETTA,0,2
CELENA,0,2
DELLAH,0,2
EMLA,0,2
LINEY,0,2
POLENA,0,2
AMANUEL,1,1
BAZIL,0,1
DICKSON,0,1
GAY,0,1
TILFORD,0,1
CHRISTEEN,1,2
DORRA,0,2
MEHALA,0,2
ANTWINE,0,1
MACON,0,1
WOLFGANG,0,1
ZACHARIAS,0,1
ZEPHANIAH,0,1
GINNY,1,2
SILVIE,1,2
LIZE,1,2
NONIE,0,2
ADNA,0,1
BURDETTE,0,1
HARLY,0,1
LUCIANO,0,1
ROLLO,0,1
SIMS,0,1
STOKES,0,1
CHARLET,1,2
SHARLET,1,2
CICILIA,1,2
ELZIRA,0,2
FRANCOISE,0,2
MAZIE,0,2
DENNIE,1,1
ANDW,1,1
ANTONIA,0,1
DECATUR,0,1
LAWYER,0,1
OSWELL,0,1
COMELIA,1,2
BARTHA,0,2
EURETTA,0,2
MINY,0,2
ROSETA,0,2
FEDERICK,1,1
BURK,0,1
CARR,0,1
ORTON,0,1
SON,0,1
LIZETTA,1,2
ANORA,0,2
DILCY,0,2
HALLY,0,2
HENORA,0,2
ANGEL,0,1
CASH,0,1
ANGE,1,2
CORINNA,0,2
FLAVIA,0,2
NARCISA,0,2
THOMIS,1,1
ROBRT,1,1
CHA,1,1
ALL,0,1
HILLARY,0,1
MERITT,0,1
VACLAV,0,1
WILKINS,0,1
MARGA,1,2
LIZZEY,1,2
ARLENA,0,2
FLORENA,0,2
GURI,0,2
LEONOR,0,2
LOLLA,0,2
LORIE,0,2
RODIE,0,2
ERNIE,1,1
CHRISTOF,1,1
EBIN,0,1
EDISON,0,1
KNOX,0,1
PRESCILLA,1,2
MERY,1,2
ARMENA,0,2
ELLEY,0,2
ELSIA,0,2
LOVICA,0,2
PERMELA,0,2
WANDA,0,2
MORT,1,1
SION,0,1
CHARLETT,1,2
EDOUARD,1,1
CLARRANCE,1,1
ELVA,0,1
MARGY,1,2
ADELAIDA,0,2
ANGILINE,0,2
FRIEDERICKE,0,2
MARIETT,0,2
ARCHABLE,1,1
ISADOR,0,1
JACQUES,0,1
PHEOBY,1,2
PELINA,1,2
GLADYS,0,2
VIANA,0,2
AURELIUS,0,1
ELIOT,0,1
HAZEN,0,1
JULIO,0,1
LEIGH,0,1
WILARD,0,1
SARHA,1,2
LOWISA,1,2
KIZZIAH,1,2
JOSEFINE,1,2
ANAH,0,2
DELPHY,0,2
EPSEY,0,2
IANTHA,0,2
OTTIE,0,2
ARTER,1,1
MITILDA,1,2
BALINDA,1,2
GUSTINA,1,2
JEMIMAH,0,2
MAGDELANA,0,2
PHENA,0,2
ABIAL,0,1
COLE,0,1
FRANC,0,1
LINDEN,0,1
SEBORN,0,1
SOLIMON,0,1
JANES,0,2
NEALY,0,2
FREAD,1,1
GARNER,0,1
FEBE,1,2
GUSTINE,1,2
ARKANSAS,0,2
CELINE,0,2
HASTY,0,2
KISSIE,0,2
LUDY,0,2
MALISIA,0,2
RUPHUS,1,1
DYER,0,1
GALE,0,1
JOHNS,0,1
JOSAPH,0,1
LAMONT,0,1
POMP,0,1
RICHARDSON,0,1
FLORENE,0,2
THENA,0,2
ZINA,0,2
MICHALL,1,1
CHAR,1,1
ANASTACIO,0,1
BUNK,0,1
DARLING,0,1
QUINTON,0,1
RODOLPHUS,0,1
SI,0,1
THOR,0,1
SIBBY,1,2
SIBYL,1,2
ANGY,1,2
CEALY,0,2
KATRINE,0,2
LIBRADA,0,2
ANNANIAS,0,1
AUGUSTES,0,1
ELZIE,0,1
FLEMMING,0,1
LOY,0,1
OCTAVIUS,0,1
SUSEY,1,2
FRONIA,1,2
PERLY,1,2
LENIE,0,2
LUTHERA,0,2
MARIUM,0,2
MARRIAH,0,2
TAMSON,0,2
TRESSIE,0,2
STEPH,1,1
FREDR,1,1
BERN,0,1
MEAD,0,1
RIAL,0,1
GERTA,1,2
ELIZOBETH,1,2
DELFINA,1,2
CENIA,0,2
ENOLA,0,2
KETTIE,0,2
LUELLEN,0,2
SPICY,0,2
JOHANES,0,1
RANKIN,0,1
CATHRON,1,2
ALLETTA,0,2
ELLAH,0,2
ODESSA,0,2
GOTTLOB,1,1
ALLEY,0,1
ALLY,0,1
FLEM,0,1
HENRICH,0,1
KEMP,0,1
MERRETT,0,1
GEORGANN,1,2
CALLEY,0,2
ESTEFANA,0,2
FELICIANA,0,2
LETHY,0,2
TENER,0,2
ROBY,1,1
ALLEX,1,1
FELIZ,0,1
FRANS,0,1
NEELY,0,1
WAVERLY,0,1
MISSY,1,2
ALISON,0,2
ATTA,0,2
CILIA,0,2
CLAIRE,0,2
AUSKER,1,1
EDWERD,1,1
ALWIN,0,1
BOON,0,1
TAYLER,0,1
WINEFORD,1,2
WINNA,1,2
LOUSE,1,2
ADRIANA,0,2
ARBELLA,0,2
FREDERIKE,0,2
LINIE,0,2
VILETTA,0,2
BILLEY,1,1
ARCHIBAL,0,1
GODFRY,0,1
LEMUAL,0,1
OSGOOD,0,1
MAIME,1,2
BETTEY,1,2
ADILADE,1,2
DOTTIE,0,2
HASSIE,0,2
LOUVISA,0,2
TAMA,0,2
JED,1,1
CLAYBORN,0,1
ORISON,0,1
PLES,0,1
WINTER,0,1
RABECA,1,2
FRANC,1,2
ANGELE,0,2
GID,1,1
ALMAN,0,1
FLOYED,0,1
ISUM,0,1
JULY,0,1
MOSS,0,1
RUBE,0,1
MARGURETT,1,2
CEILY,1,2
BERTY,0,2
LIVINIA,0,2
SOLEDAD,0,2
TIRZAH,0,2
CLABE,1,1
BAPTIST,0,1
CORNELEUS,0,1
WYAT,0,1
SAVANA,1,2
AME,1,2
DELORA,0,2
ELZADA,0,2
LIZETTE,0,2
MORIA,0,2
ADD,0,1
BERNT,0,1
DALTON,0,1
FRANCO,0,1
HARDIE,0,1
HAYWARD,0,1
LARKEN,0,1
OTTA,0,1
RINALDO,0,1
RHODIE,1,2
FRANCE,0,2
IGNACIA,0,2
ISIDORA,0,2
LISETTA,0,2
PARRY,1,1
CAS,1,1
ANTOIN,0,1
BURKE,0,1
BURTIS,0,1
ORVIS,0,1
RADFORD,0,1
BETHENA,0,2
DELIGHT,0,2
GENETT,0,2
LOESA,0,2
BERNIE,0,1
BETHEL,0,1
CAP,0,1
DELMAR,0,1
EUGENIO,0,1
ELCIE,1,2
DORTHY,1,2
CATHARN,1,2
ARMELIA,0,2
MARGRETHE,0,2
MELIE,0,2
SALLA,0,2
TOMMIE,0,2
MERIDETH,1,1
JONOTHAN,1,1
EMANUL,1,1
ALBER,0,1
ALVEY,0,1
BRIGHT,0,1
GARDINER,0,1
HERMEN,0,1
ORIS,0,1
PRISILLA,1,2
HELLIN,1,2
ROSABELLE,0,2
CLIFF,0,1
CONWAY,0,1
GUSTAVIS,0,1
HANSFORD,0,1
HAWKINS,0,1
HILTON,0,1
LONZA,0,1
TULLY,0,1
FREDREKA,1,2
IDAR,0,2
JOSIA,0,2
LAVERNA,0,2
PHILLIPINE,0,2
ROANNA,0,2
VIVA,0,2
RHUBEN,1,1
HERCULES,0,1
JULIS,0,1
LANDY,0,1
PET,0,1
SALATHIEL,0,1
MARGARATE,1,2
LAWRA,1,2
FLORAH,0,2
FRANCENA,0,2
IVEY,0,2
MILIE,0,2
SENIA,0,2
VIOLETTE,0,2
NICHOLOS,1,1
JEFFRY,1,1
CHAN,0,1
EMMITT,0,1
GOODWIN,0,1
ORRIE,0,1
WINCHESTER,0,1
SAROH,1,2
MATA,1,2
ISIBELLA,1,2
ALETTA,0,2
FIETTA,0,2
OLLY,1,1
ERSKINE,0,1
EUSTACE,0,1
HARTMAN,0,1
REBECKY,1,2
ELIZBATH,1,2
CRESY,0,2
MALINDIA,0,2
MEALY,0,2
SUCKEY,0,2
TANNIE,0,2
WILLIA,0,2
LUE,1,1
AUGUSTIS,0,1
BRIAN,0,1
JERREY,0,1
MUNSON,0,1
SIP,0,1
VALLIE,1,2
FLORELLA,0,2
MARIANN,0,2
MASON,0,2
MENIE,0,2
SALY,0,2
OLUF,1,1
OBE,1,1
ANDREWS,0,1
GAINES,0,1
MARTIAL,0,1
REFUGIO,0,1
DELPHENE,0,2
FAMIE,0,2
MELISSE,0,2
SARRA,0,2
EVIN,1,1
DANE,0,1
EBERT,0,1
NEPHI,0,1
WORTHY,0,1
TERRY,1,2
THEO,1,2
LORAH,1,2
ANDRUE,1,1
CHALEY,0,1
LONNY,0,1
MILTEN,0,1
OTO,0,1
WILLIMENA,1,2
SIBBIE,1,2
JESSA,1,2
BARBRIA,1,2
ABIAH,0,2
GLENDORA,0,2
NATT,1,1
LINCON,1,1
JOSIA,0,1
SAUNDERS,0,1
MARGERAT,1,2
JUANNA,0,2
OTILIA,0,2
KENNY,1,1
FRANKLING,1,1
CARLO,0,1
GIDION,0,1
LONIE,0,1
MILLEDGE,0,1
DULCENA,0,2
FLORRANCE,0,2
IDDA,0,2
SERAPHINE,0,2
TINNIE,0,2
ULYSIS,1,1
LAWERENCE,1,1
BURNS,0,1
ESAW,0,1
HANCE,0,1
FLORIA,0,2
FRONIE,0,2
LISIE,0,2
LOTA,0,2
SARAHANN,0,2
SARINA,0,2
SIMONA,0,2
ARTHAR,0,1
LAROY,0,1
LOWRY,0,1
PRYOR,0,1
CELESTIN,0,2
RASA,0,2
CHAMPION,0,1
LEWELLEN,0,1
ETHIE,1,2
KATHERN,1,2
DELLAR,0,2
JULIAETTE,0,2
JOESPH,1,1
ALLECK,0,1
FRIEDERICK,0,1
GRANDERSON,0,1
MERCER,0,1
TRUE,0,1
WILLETT,0,1
CLOEY,1,2
BARB,1,2
ANETTE,0,2
ARNETTA,0,2
CHENEY,0,2
HILA,0,2
HORTENCE,0,2
VINIA,0,2
HIRAN,0,1
JENNINGS,0,1
LAMUEL,0,1
ORIEN,0,1
ORLANDA,0,1
SHELLY,0,1
ANIS,0,2
CORAL,0,2
CORINA,0,2
DARTHA,0,2
ZERELDA,0,2
ADIE,0,1
ALLEXANDER,0,1
BRANSON,0,1
CASIUS,0,1
GAINS,0,1
PATTON,0,1
WOODY,0,1
ZEBEDEE,0,1
WINNEFORD,1,2
BARBA,1,2
ALLISE,0,2
MARGRAET,0,2
MENNA,0,2
ANTONEY,1,1
ARBA,0,1
ELEX,0,1
HARMEN,0,1
HESAKIAH,0,1
LIAS,0,1
ADY,0,2
AMBER,0,2
BETHIAH,0,2
CAROL,0,2
CECILA,0,2
DESSA,0,2
MALICIA,0,2
SARAHA,0,2
FRIDRICK,1,1
BARTLY,0,1
DEWEY,0,1
EZEKEL,0,1
GERHART,0,1
PHILOP,0,1
THOMSON,0,1
TRINIDAD,0,1
LUEZA,1,2
PERMILLA,0,2
WILLEM,1,1
ARIE,0,1
DENNISON,0,1
HARLIN,0,1
HEZIKIAH,0,1
OLIVAR,0,1
RODRICK,0,1
WORTHINGTON,0,1
ELLANORA,1,2
CARLIN,0,2
EDWARD,0,2
FRANSES,0,2
LEVIA,0,2
LUTA,0,2
ZAC,1,1
EUGEAN,1,1
CLAUDY,1,1
ADOLFO,0,1
DIEGO,0,1
DRAYTON,0,1
JUNIOUS,0,1
WERNER,0,1
PALESTINE,0,2
HIRIAM,1,1
ABSOLUM,0,1
DUFF,0,1
FABIAN,0,1
HERBY,0,1
JANUS,0,1
PERKINS,0,1
RENE,0,1
STROTHER,0,1
URI,0,1
HALENA,1,2
ENMA,1,2
LALLIE,0,2
RENIE,0,2
ROSALIND,0,2
JONITHAN,1,1
ALPHONS,1,1
BARTOW,0,1
COON,0,1
GABRIAL,0,1
IRVEN,0,1
TODD,0,1
RATCHEL,1,2
SICILY,1,2
HEPSY,0,2
JODIE,0,2
LEANER,0,2
CORBIN,0,1
CORNELIS,0,1
DENISON,0,1
FIELDEN,0,1
GUSTAFF,0,1
HALBERT,0,1
OLIVIER,0,1
REZIN,0,1
OLEY,1,2
ALDORA,0,2
ANGELIN,0,2
CALIE,0,2
CALINE,0,2
FREDERICK,0,2
LENE,0,2
MAIMIE,0,2
ORVILLA,0,2
RITTER,0,2
TINIE,0,2
FRIED,1,1
CHRISTEN,1,1
ABRM,1,1
BERNARDO,0,1
BOSE,0,1
ELLIC,0,1
HICKS,0,1
IVEN,0,1
MELVILL,0,1
MGGIE,1,2
ARTELIA,0,2
CHAS,0,2
ELECTRA,0,2
FRIEDERIKA,0,2
GEORGINE,0,2
MIT,0,2
SUCKY,0,2
ALFONSE,0,1
BUNYAN,0,1
CUPID,0,1
ELLMER,0,1
HORICE,0,1
LORANZO,0,1
CATHARENE,1,2
BRIGGET,1,2
ARMEDA,0,2
MELVINIA,0,2
HEBERT,1,1
ALBURTUS,0,1
BRADLY,0,1
EDNA,0,1
ELNATHAN,0,1
SHARPER,0,1
GUSTAVA,0,2
JONNIE,0,2
LEVA,0,2
MAGARETH,0,2
ARISTIDE,0,1
BUSHROD,0,1
CARLIE,0,1
HAMER,0,1
HENNRY,0,1
SONNY,0,1
STEVENS,0,1
TERRELL,0,1
TIP,0,1
ZADIE,1,2
LEWIS,1,2
LOIZA,1,2
JESIE,1,2
BETH,1,2
LISEY,0,2
ROSELINE,0,2
MIKLE,1,1
LUIE,1,1
MILBURN,0,1
PEARLEY,0,1
PITT,0,1
SEWALL,0,1
TERESE,1,2
LUIE,1,2
HARRY,1,2
AXIE,0,2
BATHSHEBA,0,2
FAMY,0,2
IDELIA,0,2
MARGERETTA,0,2
URANIA,0,2
LANG,1,1
JOHNE,1,1
DOMNICK,1,1
GLOVER,0,1
HARLEN,0,1
MACE,0,1
PRUDIE,1,2
JOSY,1,2
HELON,1,2
ALIZA,1,2
CATHIRINE,1,2
BEADY,0,2
ELIA,0,2
EMLINE,0,2
HENNETTA,0,2
JOELLA,0,2
PHILIPENA,0,2
RICKIE,0,2
ZERILDA,0,2
AZEL,0,1
BENTLEY,0,1
FRANKLYN,0,1
HULBERT,0,1
OSMOND,0,1
TALBERT,0,1
MERRY,1,2
DAZY,1,2
FLORIE,0,2
SABILLA,0,2
GEORE,1,1
BRAD,1,1
BENGAMAN,1,1
DESIRE,0,1
DILLON,0,1
FLORENCIO,0,1
ZINA,0,1
MALIND,1,2
ISEBELL,1,2
HELMA,0,2
JOYCE,0,2
LUVERNA,0,2
MILT,1,1
LENNIE,1,1
BRUTUS,0,1
CALAWAY,0,1
GOLDEN,0,1
REBECKEY,1,2
MURTY,1,2
JANY,1,2
HELAN,1,2
CATHAREN,1,2
BLANCE,1,2
COREY,0,2
GRETCHEN,0,2
LELLIE,0,2
OTHELIA,0,2
WILLIS,0,2
CALLIE,1,1
ALVIE,0,1
FITZ,0,1
MINARD,0,1
TOY,0,1
SALEY,1,2
ADALINA,0,2
DONIA,0,2
LEENA,0,2
BRISTER,0,1
BUEL,0,1
HOY,0,1
HUGHES,0,1
LAURENT,0,1
NOT,0,1
RICARDO,0,1
MANIRVA,1,2
ALBERTHA,0,2
FLORINA,0,2
LOW,0,2
MARIANE,0,2
NICOLASA,0,2
NORRA,0,2
ANCIL,1,1
NORWOOD,0,1
SEVERIN,0,1
WINFORD,1,2
LYDDIE,1,2
HARRETTE,1,2
MANDE,1,2
BELLIE,0,2
CLAUDINE,0,2
CORENA,0,2
DISA,0,2
GENEVIA,0,2
IDORA,0,2
MARIAR,0,2
MARNIE,0,2
MATE,0,2
LENOARD,1,1
FRANCIES,1,1
ABRAHM,1,1
BEE,0,1
BOONE,0,1
CALIB,0,1
DORR,0,1
HADLEY,0,1
HUNG,0,1
PHARES,0,1
YUNG,0,1
ETHAL,1,2
ELYSABETH,1,2
CATHAINE,1,2
LOUANA,0,2
VINCE,1,1
EDMAND,1,1
ANDA,0,1
ASAPH,0,1
CURTISS,0,1
DONACIANO,0,1
LOUISE,0,1
ROMAIN,0,1
WALES,0,1
JOS,1,2
IZABELLA,1,2
EVALYN,1,2
ELEANORE,1,2
ANTIONETTE,0,2
CORNEALIA,0,2
HAPPY,0,2
LEDIA,0,2
LOUISANNA,0,2
Q,0,2
SALINE,0,2
ZILPHY,0,2
RUSS,1,1
JACOBO,1,1
CHARS,1,1
BRAINARD,0,1
LANSON,0,1
VERGIE,1,2
ANABELLA,0,2
CECILLIA,0,2
LENORAH,0,2
LIVINA,0,2
LOUE,0,2
ALBAN,0,1
CALVERT,0,1
CHANCE,0,1
HEROD,0,1
JARRET,0,1
LARK,0,1
MARMADUKE,0,1
WESSLEY,0,1
DICE,0,2
EVOLINE,0,2
LAUNA,0,2
LUCA,0,2
HENRIE,1,1
ABR,1,1
BROOK,0,1
COLON,0,1
GOMER,0,1
ISA,0,1
LORENSO,0,1
OKEY,0,1
OTTIE,0,1
POSEY,0,1
SIN,0,1
STILES,0,1
SOFIE,1,2
CLEM,1,2
BENNIE,0,2
ELLIZABETH,0,2
LAMIRA,0,2
LOVENA,0,2
PHILOMINA,0,2
ROSANNE,0,2
ROSETTIE,0,2
TALULA,0,2
OLOFF,1,1
ANTHANY,1,1
ALEXAND,1,1
DIXIE,0,1
ELIZABETH,0,1
HAMELTON,0,1
LOO,0,1
MARIUS,0,1
YANCEY,0,1
ZADOCK,0,1
BRIDGED,1,2
ADRIANNA,0,2
DEANNA,0,2
MISSOURIE,0,2
RICKE,0,2
LOID,1,1
JOHATHAN,1,1
ALBT,1,1
ALPHRED,0,1
SABASTIAN,0,1
SCYNTHIA,1,2
NITTIE,0,2
SUDA,0,2
VALLEY,0,2
LAFAETTE,1,1
IVIN,1,1
COONROD,1,1
CHR,1,1
ANTNY,1,1
ANDRU,1,1
ASHFORD,0,1
BENT,0,1
BOWMAN,0,1
DEDRICK,0,1
HERSHEL,0,1
MORTEN,0,1
REYNOLDS,0,1
RUBY,0,1
WINIE,1,2
PRACILLA,1,2
MARGARY,1,2
JOICY,1,2
HAMAH,1,2
ALBERTENA,0,2
FRIEDERICKA,0,2
INDIAN,0,2
JAINE,0,2
JANNY,0,2
LOURENA,0,2
MERIA,0,2
MOLEY,0,2
ROSEAN,0,2
THEODORIA,0,2
CALIP,1,1
DOLPH,0,1
GASPER,0,1
MATHIUS,0,1
ROBERTSON,0,1
RONALD,0,1
WELINGTON,0,1
FRACIS,1,2
CHARLIE,1,2
EMIELIE,0,2
HELGA,0,2
LOCKEY,0,2
LONEY,0,2
LUCELLA,0,2
ROSSETTA,0,2
TENNESSE,0,2
VERDA,0,2
RANDOLF,1,1
AMEAL,0,1
CHUN,0,1
DAY,0,1
EVER,0,1
HAMLET,0,1
ROLF,0,1
SAMBO,0,1
STARK,0,1
WILLAMINA,1,2
POLY,1,2
MARGRT,1,2
LILLI,1,2
SCHARLOTT,1,2
BEDA,0,2
CATALINA,0,2
CELLIA,0,2
CHARLOTA,0,2
LOELLA,0,2
REGINE,0,2
JAM,1,1
CHRLES,1,1
ARZA,0,1
LES,0,1
MERRIL,0,1
THEOBALD,0,1
ALLINE,0,2
DONY,0,2
ELOISA,0,2
MARCIE,0,2
MELISSIA,0,2
MELLY,0,2
MIMY,0,2
NETT,0,2
PHIDELIA,0,2
ROMANA,0,2
SAMY,1,1
JA,1,1
DERK,1,1
CHRISTOPER,1,1
COLBERT,0,1
HOLDEN,0,1
JEREMIA,0,1
PIETER,0,1
REDMAN,0,1
SHACK,0,1
SOPHI,1,2
LORENDA,0,2
NATE,1,1
FRACIS,1,1
DAV,1,1
HICKMAN,0,1
WAT,0,1
VIRGIA,1,2
MARGAR,1,2
FRANCIE,1,2
HOLLAND,0,2
JOANNE,0,2
MADIE,0,2
MIRTA,0,2
TESSA,0,2
AZRO,0,1
COLBY,0,1
DANIELL,0,1
FERGUS,0,1
GERHARDT,0,1
GREELY,0,1
NILSON,0,1
TATE,0,1
TIPTON,0,1
MANURVA,1,2
ADNA,0,2
ALMY,0,2
ELFIE,0,2
GENEVIVE,0,2
LEZZIE,0,2
THEOD,1,1
FRAK,1,1
ANTONI,1,1
GIFFORD,0,1
KENNEDY,0,1
MACKEY,0,1
PINKNY,0,1
SIMAN,0,1
SMILEY,0,1
WATKINS,0,1
CATHY,1,2
DAVID,0,2
JANICE,0,2
KLARA,0,2
LUEMMA,0,2
LUZETTA,0,2
MIRNA,0,2
MORA,0,2
PRISCELLA,0,2
MORTIMORE,1,1
ANDERSEN,0,1
GREENVILLE,0,1
REDDICK,0,1
ESTEL,1,2
ANABEL,0,2
ARMENTA,0,2
DILIA,0,2
MARGURETTE,0,2
MAZY,0,2
THORA,0,2
VERENA,0,2
LARY,1,1
DAVEY,1,1
BARRETT,0,1
LEVIS,0,1
MAGARETT,1,2
HOLDA,0,2
JEMIE,0,2
LAURETTE,0,2
LISSEY,0,2
LORRETTA,0,2
MAHITABLE,0,2
MARCILLA,0,2
