fname,nickname_mpc,sex
MACUS,0,1
MASE,0,1
MOUNT,0,1
OLIS,0,1
ONESIME,0,1
PAULIN,0,1
PERREY,0,1
ROMALDO,0,1
SEMOUR,0,1
SEPHUS,0,1
TORIBIO,0,1
WELLER,0,1
WHEATON,0,1
SAUSAN,1,2
HARRIE,1,2
FREDRICK,1,2
FAN,1,2
BETEY,1,2
BABRA,1,2
ARTEMISIA,0,2
CADDY,0,2
CHRISTNA,0,2
DOSHIA,0,2
ELVIRE,0,2
GETTA,0,2
ISABLE,0,2
ISOBEL,0,2
JINNETT,0,2
KALIE,0,2
LURANEY,0,2
MONAH,0,2
PINKNEY,0,2
SAMARIA,0,2
SELESTA,0,2
SENY,0,2
WESLIE,1,1
TRACEY,1,1
PERSY,1,1
IRVAN,1,1
HILRY,1,1
GENIE,1,1
ELLET,1,1
BEVELY,1,1
ALFARD,1,1
ADEBERT,1,1
AMELE,0,1
ANDRESS,0,1
ARCHBALD,0,1
ATHER,0,1
BARRON,0,1
BLACK,0,1
CHAPEL,0,1
COBB,0,1
COLLIE,0,1
COOT,0,1
DERIUS,0,1
ELIGH,0,1
EVENS,0,1
GERSHAM,0,1
GOE,0,1
GUSTON,0,1
HASTINGS,0,1
HATTIE,0,1
HOO,0,1
JENKS,0,1
LORENZE,0,1
MARCHAL,0,1
MELVINE,0,1
MUN,0,1
MURTON,0,1
REVERDY,0,1
ROMULO,0,1
ROSELLE,0,1
SIGEL,0,1
SU,0,1
WYETT,0,1
TREASA,1,2
SOUSEN,1,2
NAVADA,1,2
MYTLE,1,2
MINN,1,2
JOSAPHIN,1,2
JOSEPHIENE,1,2
GIRTA,1,2
CATHIRNE,1,2
CHATHRINE,1,2
ADALIZA,0,2
ANASTASIE,0,2
ARCADIA,0,2
CHRISTAIN,0,2
CLARETTA,0,2
CLARIS,0,2
CONSTANTINE,0,2
EMILIN,0,2
LINN,0,2
MANDILLA,0,2
MARGUERITA,0,2
MEHETABLE,0,2
MIAMI,0,2
MILLARD,0,2
OPELIA,0,2
ROSELIE,0,2
SOOKEY,0,2
VIRGAL,1,1
SOLOM,1,1
PHINEUS,1,1
OTEY,1,1
MIT,1,1
MACHAEL,1,1
JOHNOTHAN,1,1
CLINTEN,1,1
CLARINCE,1,1
CHAT,1,1
BENJMINE,1,1
BENJMON,1,1
BENNO,1,1
ADNEY,0,1
ADOLPHIS,0,1
AMEDE,0,1
ASIA,0,1
BERTHA,0,1
BOYCE,0,1
BRISTO,0,1
BURLY,0,1
CANUTE,0,1
CELSO,0,1
FERDANAND,0,1
FILANDER,0,1
FORBES,0,1
HEZKIAH,0,1
HIMAN,0,1
IDA,0,1
ORSEMUS,0,1
PHELPS,0,1
SEBA,0,1
WILLAMENA,1,2
THEDORA,1,2
TAMY,1,2
REBECIA,1,2
PLINA,1,2
MARJORY,1,2
LILLIN,1,2
GULIA,1,2
JUAN,1,2
ESABELL,1,2
IREEN,1,2
HATY,1,2
FLAURENCE,1,2
CRISSA,1,2
CRISTENIA,1,2
ALBINE,0,2
AVIE,0,2
AZILDA,0,2
BERSHEBA,0,2
ELZENA,0,2
EMERY,0,2
ESSTELLA,0,2
ESTALINE,0,2
ESTALLA,0,2
HELDA,0,2
HORTENSIA,0,2
KILLIE,0,2
LARNA,0,2
LISIA,0,2
LORANIA,0,2
LULO,0,2
MAGNOLA,0,2
MASURA,0,2
MINEOLA,0,2
SEVERA,0,2
SINIE,0,2
SUAN,0,2
TENEY,0,2
VITULA,0,2
WILH,1,1
WILLILAM,1,1
ENICK,1,1
EDWRD,1,1
TONE,1,1
AGUSTINE,0,1
ALBRECHT,0,1
ALTO,0,1
ANGES,0,1
ANSEN,0,1
ARIS,0,1
BUNION,0,1
CALUP,0,1
COMMADORE,0,1
CORNELAS,0,1
CORNIELUS,0,1
CUFFEE,0,1
DETRICK,0,1
DUNBAR,0,1
EASTMAN,0,1
ELIHA,0,1
ERNESTE,0,1
EVELYN,0,1
FREEBORN,0,1
GERD,0,1
HAVEN,0,1
HOLT,0,1
HOSIA,0,1
JERIMAH,0,1
KEY,0,1
LAUREL,0,1
MATHER,0,1
MID,0,1
NILE,0,1
ORRY,0,1
OTTOE,0,1
PHILEP,0,1
RAINEY,0,1
RANEY,0,1
RUPERTO,0,1
SOLEN,0,1
WHARTON,0,1
WILLBER,0,1
WILEMINA,1,2
SAL,1,2
MAGERETH,1,2
LUCI,1,2
LILE,1,2
ELYZA,1,2
EADETH,1,2
KETTY,1,2
AL,0,2
ALMIRE,0,2
ALVERNA,0,2
CASA,0,2
CHRISTEANA,0,2
CLIDA,0,2
DULCENIA,0,2
ED,0,2
FRIEDRICKE,0,2
GERTRUDA,0,2
HENRETTIA,0,2
HONNORA,0,2
LEANDA,0,2
LUTY,0,2
MERRIAM,0,2
MIRRIAM,0,2
NIEVES,0,2
SAMANTHIA,0,2
TALLIE,0,2
MAXIE,1,1
MARKE,1,1
HAVER,1,1
GREG,1,1
JERALD,1,1
FRID,1,1
DAIEL,1,1
CRIT,1,1
CHRISTN,1,1
CHES,1,1
AARAN,0,1
ADOLPHO,0,1
ALVER,0,1
ANSLEY,0,1
CEASOR,0,1
CUYLER,0,1
CYRAS,0,1
ERHARD,0,1
ESTELL,0,1
FURNEY,0,1
HAINES,0,1
LUCION,0,1
MANS,0,1
MAXMILLIAN,0,1
OREGON,0,1
PIG,0,1
PING,0,1
RAMSON,0,1
RENTY,0,1
ROCCO,0,1
TELL,0,1
TEODORE,0,1
WASHING,0,1
SILIA,1,2
ROCKEY,1,2
ELEZA,1,2
ELIZABETTE,1,2
KARN,1,2
BARBAY,1,2
ADELHEIT,0,2
BASHEBA,0,2
CEVILLA,0,2
ERMIE,0,2
FRIDERICKE,0,2
GUSTAVE,0,2
JACOB,0,2
JANEE,0,2
JULIEN,0,2
LILLION,0,2
LOREY,0,2
LOVELLA,0,2
MANTIE,0,2
MONIKA,0,2
NARCISS,0,2
OLIN,0,2
OTTILLIE,0,2
RHODIA,0,2
SELESTINE,0,2
SMITH,0,2
TALULAH,0,2
TOLITHA,0,2
ULALIA,0,2
WILHELMINIA,0,2
TIMITHY,1,1
EDDEY,1,1
ARNI,1,1
ALBERD,0,1
BERTEN,0,1
BERTRUM,0,1
BIAS,0,1
BOYKIN,0,1
BUTTER,0,1
CADER,0,1
COKE,0,1
CORN,0,1
EMITT,0,1
FAUSTIN,0,1
FERMIN,0,1
GOTTFRED,0,1
HAW,0,1
HODGE,0,1
JEREY,0,1
KENTON,0,1
LAURIN,0,1
MANUL,0,1
MAXIMILLIAN,0,1
MONTFORD,0,1
MORTIMOR,0,1
NATHANAEL,0,1
OAKEY,0,1
OLANS,0,1
OTES,0,1
PRENTIS,0,1
RESON,0,1
ROMANZO,0,1
SUMMERFIELD,0,1
WELDEN,0,1
WILLAS,0,1
YUN,0,1
ZACHRIAH,0,1
ZENOS,0,1
KATARINE,1,2
ADRIA,0,2
ALLIA,0,2
AMEILIA,0,2
AMILA,0,2
ANARCHY,0,2
ANTONIETTE,0,2
ARAMINDA,0,2
CESARIA,0,2
CLARISSY,0,2
CREECY,0,2
ERNISTINE,0,2
EVERLINA,0,2
GLENNA,0,2
LANIA,0,2
LEEANNA,0,2
LEONNA,0,2
LUCENIA,0,2
LUCYANN,0,2
MACEDONIA,0,2
MACKEY,0,2
MALISIE,0,2
MALVINE,0,2
ORLINA,0,2
PAUBLA,0,2
PERCELLA,0,2
PHRONIA,0,2
PIG,0,2
QUILLA,0,2
SINY,0,2
TINNA,0,2
WOMAN,0,2
ZYLPHIA,0,2
WISLEY,1,1
OBIE,1,1
MATTHEWS,1,1
MARTHIN,1,1
JIMEY,1,1
DANN,1,1
DANNIL,1,1
CHRISS,1,1
BENJIMINE,1,1
BARTIE,1,1
CAN,0,1
CATER,0,1
DATON,0,1
DELANCY,0,1
ENSLEY,0,1
FERGUSON,0,1
FREDERECK,0,1
HANNON,0,1
HUGHS,0,1
ISAAS,0,1
LUGENE,0,1
LYTLE,0,1
MARGARITO,0,1
MAURY,0,1
MIFFLIN,0,1
MORES,0,1
ORESTUS,0,1
ORMOND,0,1
OSMON,0,1
PHINIAS,0,1
SEFERINO,0,1
SHERIDEN,0,1
SYLVANIS,0,1
WALLEY,0,1
WESSLY,0,1
WILBOR,0,1
WOO,0,1
WILL,1,2
PRISSIE,1,2
LOUISEY,1,2
JOSOPHENE,1,2
HENIETTA,1,2
GEORGANIA,1,2
BETA,1,2
CLEMY,1,2
CALY,1,2
ADILE,0,2
ALANA,0,2
ALVIA,0,2
ARVELLA,0,2
BELVA,0,2
BERTINE,0,2
BRETA,0,2
BULER,0,2
BUNCH,0,2
CLARECY,0,2
CRECIA,0,2
DELAH,0,2
ELAINE,0,2
ELPHA,0,2
ELVINIA,0,2
GITTY,0,2
JINSY,0,2
LARINIA,0,2
LENAR,0,2
LESTA,0,2
LETIE,0,2
LOUSETTA,0,2
LUSANNA,0,2
MAHELA,0,2
MEDIE,0,2
OLD,0,2
SARIE,0,2
SURENA,0,2
TALLULA,0,2
WILKIE,1,1
SAMEY,1,1
JULEUS,1,1
HARVA,1,1
ASY,0,1
BENIAH,0,1
CAMBELL,0,1
CASIMIR,0,1
DRAKE,0,1
ELISEO,0,1
FLANDERS,0,1
GUSTAR,0,1
LATIMER,0,1
LEIDY,0,1
LEMUL,0,1
LENA,0,1
LINVILLE,0,1
LONIS,0,1
MANARD,0,1
MASTIN,0,1
MATHES,0,1
MO,0,1
REDIN,0,1
THADIOUS,0,1
VACHEL,0,1
VINE,0,1
WILKERSON,0,1
SILINA,1,2
MILLISA,1,2
JOHNANA,1,2
ESABEL,1,2
GEORGENIA,1,2
EFFIA,1,2
ELISSABETH,1,2
SINTHEY,1,2
KITTE,1,2
AUGUSTIE,1,2
ANNASTASIA,0,2
ARTIMISSA,0,2
BEATA,0,2
CARINE,0,2
CAROLYN,0,2
CELESTIAL,0,2
CLARISEY,0,2
CLARKIE,0,2
CYNDA,0,2
EMALINA,0,2
FREDONA,0,2
GARNET,0,2
GERUSHA,0,2
HERMENIA,0,2
INNA,0,2
JANN,0,2
LALIA,0,2
LODUSKY,0,2
LOUANN,0,2
LUCETTE,0,2
MANIA,0,2
RUSIA,0,2
SEVERINE,0,2
URSALA,0,2
VANNA,0,2
VERNIA,0,2
ZARA,0,2
ZOLA,0,2
NICHOL,1,1
KERBY,1,1
DOM,1,1
DERICK,1,1
CHRISTIFER,1,1
ALAMANDER,0,1
ALBART,0,1
ALBURTIS,0,1
ALDON,0,1
ARNEL,0,1
BARNHARDT,0,1
BUN,0,1
ELISIA,0,1
FLAVEL,0,1
GOTTLIB,0,1
GOVENOR,0,1
JAQUES,0,1
MAHLEN,0,1
MEDFORD,0,1
NELLSON,0,1
NORFLEET,0,1
PACK,0,1
SANDS,0,1
STITH,0,1
WAKEFIELD,0,1
WALTOR,0,1
WOLFORD,0,1
ZEPHENIAH,0,1
VERGENIA,1,2
TREASY,1,2
TAMSEY,1,2
SUFFRONA,1,2
MICHEL,1,2
MAIRY,1,2
LIDEY,1,2
LOEZA,1,2
JUDIETH,1,2
GENEVIE,1,2
COLUMBA,1,2
CHRISTAN,1,2
ADELIZA,0,2
ADLA,0,2
AMETIA,0,2
CALA,0,2
CASSANDA,0,2
CHARRY,0,2
FILINDA,0,2
GURO,0,2
INAS,0,2
IRINA,0,2
LEOCADIE,0,2
LOVISE,0,2
LUBERTA,0,2
MEENA,0,2
MILBRY,0,2
MYTIE,0,2
PERFILIA,0,2
POMELIA,0,2
STACEY,0,2
SUZANA,0,2
TELULA,0,2
VERTA,0,2
ZULU,0,2
WILHAM,1,1
NICLAUS,1,1
NATHANL,1,1
JIMMEY,1,1
CLARNCE,1,1
BURNIE,1,1
ASH,1,1
AMAND,0,1
APOLONIO,0,1
BARTEL,0,1
BLOOMER,0,1
BONAPARTE,0,1
CHAD,0,1
DILL,0,1
DOYLE,0,1
ESTON,0,1
ESTUS,0,1
GUSTAVIUS,0,1
HESTER,0,1
HILYARD,0,1
JAPHET,0,1
KINGSLEY,0,1
LENNA,0,1
LEONA,0,1
LESSIE,0,1
MERTIN,0,1
MILROY,0,1
ORRISON,0,1
PATERSON,0,1
PETRO,0,1
SEBE,0,1
SONEY,0,1
TOUSSAINT,0,1
VALENTINO,0,1
VICTER,0,1
WHITSON,0,1
WILSEN,0,1
WINGATE,0,1
WOLCOTT,0,1
SOPHRONY,1,2
SORENA,1,2
MART,1,2
JOHNY,1,2
FREDERICCA,1,2
DENNIE,1,2
KRISTINE,1,2
CATERINA,1,2
KAT,1,2
ALBERTIA,0,2
ATHELIA,0,2
CIVIL,0,2
CLOTHILDE,0,2
CORRINNA,0,2
DINNA,0,2
EARL,0,2
ELISIE,0,2
ELVIRIA,0,2
EXA,0,2
FERIBY,0,2
FLETCHER,0,2
HULDAY,0,2
IBBA,0,2
IDABELL,0,2
JENSEY,0,2
LAUREA,0,2
MALINDE,0,2
MERTIA,0,2
MONIA,0,2
QUEENIE,0,2
BASTIAN,1,1
FINUS,1,1
PASQUAL,1,1
NICOLUS,1,1
MAYHEW,1,1
JOURDEN,1,1
JAMIS,1,1
HEZ,1,1
FRANKLINE,1,1
EBBY,1,1
DUG,1,1
CHRISTEAN,1,1
ARCHIBLE,1,1
AMIS,1,1
ELEC,1,1
ARGUS,0,1
AUBURN,0,1
BURCHARD,0,1
CAMILO,0,1
CHRISTINA,0,1
CLEO,0,1
CONEY,0,1
ERHART,0,1
EUSEBE,0,1
FAUSTINO,0,1
GONG,0,1
HIN,0,1
HOWLAND,0,1
KILIAN,0,1
LARUE,0,1
LISLE,0,1
MARIA,0,1
MARQUES,0,1
MATHEAS,0,1
MCDANIEL,0,1
MILLERD,0,1
OSRO,0,1
REA,0,1
ROLANDUS,0,1
SEABRON,0,1
SIMONS,0,1
SLATER,0,1
TICE,0,1
WALTAR,0,1
WELCOM,0,1
ROXAN,1,2
MARGRITE,1,2
MARGRITT,1,2
MAGDLENA,1,2
FLAWRENCE,1,2
ELESIBETH,1,2
LIB,1,2
CALADONA,1,2
BERTTIE,1,2
ANGES,1,2
ALPHIA,0,2
ATA,0,2
AXEY,0,2
BAMMA,0,2
CLARCY,0,2
DEAN,0,2
EAVA,0,2
EMALIN,0,2
ETHLYN,0,2
EZILDA,0,2
GUSTENA,0,2
HARDENIA,0,2
HULDIA,0,2
LEANDRA,0,2
LULE,0,2
MARTILDA,0,2
MELLEY,0,2
MYSTIE,0,2
NANNETTE,0,2
NEBRASKA,0,2
OLIVIE,0,2
OLLIA,0,2
RUDY,0,2
SUBMIT,0,2
TERRACE,0,2
VERNETTA,0,2
VESTER,0,2
WORREN,1,1
MASES,1,1
MICHA,1,1
MIKAEL,1,1
JONETHAN,1,1
EZKIEL,1,1
EGAR,1,1
BENGAMINE,1,1
ADDERSON,0,1
BERNETT,0,1
BRENTON,0,1
CALOB,0,1
CHRISTPHER,0,1
GREENUP,0,1
HARTLY,0,1
HORMAN,0,1
HYATT,0,1
MARLEY,0,1
PUTMAN,0,1
REDMON,0,1
ROD,0,1
ROSE,0,1
SPOTSWOOD,0,1
TORKEL,0,1
VINCENZ,0,1
ZARA,0,1
SUSSANAH,1,2
REJINA,1,2
MAGDA,1,2
JOCIE,1,2
JOSINA,1,2
INGRE,1,2
GABRIEL,1,2
FREDRECA,1,2
SECILIA,1,2
BRIDET,1,2
BURTHY,1,2
AGUSTIA,1,2
AD,0,2
AMNIE,0,2
ARENIA,0,2
BENIE,0,2
CARINA,0,2
DELINE,0,2
DELSY,0,2
DEMARIUS,0,2
ELVEY,0,2
GLORIA,0,2
LUCINE,0,2
LUSINDY,0,2
MALY,0,2
MANETTE,0,2
MARGUERIT,0,2
MEANA,0,2
MIN,0,2
MURIAH,0,2
RELDA,0,2
ROSALA,0,2
SCOTTIE,0,2
SEVINA,0,2
SITHA,0,2
VALINDA,0,2
ZERUAH,0,2
WILLMER,1,1
OTT,1,1
ELIAH,1,1
ELIGIA,1,1
DOMENICK,1,1
CASSIE,1,1
BEVERLEY,1,1
ALFA,1,1
ALPHERD,1,1
ALDIS,0,1
AMANDAS,0,1
BALDY,0,1
BARNUM,0,1
CHRISTMAS,0,1
DENT,0,1
EATHAN,0,1
ENGEBRET,0,1
ETHER,0,1
FLORIN,0,1
GRIFFETH,0,1
HARK,0,1
HIEL,0,1
LINDLY,0,1
NYE,0,1
QUE,0,1
RORY,0,1
SNOW,0,1
SVEND,0,1
THEODORA,0,1
WEBBER,0,1
TARESA,1,2
SEFRONA,1,2
ROZANNA,1,2
ROSEMOND,1,2
PHYLIS,1,2
PHILADELPHIA,1,2
MENIRVA,1,2
NERVIE,1,2
MALISSEY,1,2
MATHY,1,2
LYDEA,1,2
ISSIE,1,2
HENRETTIE,1,2
GERTRUE,1,2
ENICE,1,2
ERNIE,1,2
ELIESABETH,1,2
CHRISTE,1,2
CRISTIE,1,2
CAROLENE,1,2
BRDGET,1,2
BERNIE,1,2
AANN,1,2
ABIGIAL,1,2
DIDO,0,2
EBBY,0,2
HARMONY,0,2
INGAR,0,2
LARY,0,2
LINDIE,0,2
LOUSANA,0,2
LUNETTE,0,2
OLER,0,2
RUIE,0,2
SELIMA,0,2
SILLY,0,2
SYLVIRA,0,2
URANIE,0,2
VINETTA,0,2
VICTORIN,1,1
ULISIS,1,1
THONAS,1,1
RON,1,1
MIC,1,1
GELBERT,1,1
FERDINAD,1,1
DAVIES,1,1
DALAS,1,1
CHRISTON,1,1
CHUCK,1,1
ATHONY,1,1
AMMI,1,1
ABELL,0,1
ALENZO,0,1
BAYLIS,0,1
BRITON,0,1
BURD,0,1
CHANNEY,0,1
DATUS,0,1
ESTEBAN,0,1
FORT,0,1
HARMIN,0,1
HOLBERT,0,1
JODA,0,1
LY,0,1
METHIAS,0,1
MOULTON,0,1
QUASH,0,1
ROYCE,0,1
SUMMERS,0,1
WALDRON,0,1
TAMIE,1,2
BECCY,1,2
PRISSY,1,2
MISOURIE,1,2
LOUEISA,1,2
LETTUCE,1,2
INIZ,1,2
HENRIE,1,2
DORES,1,2
CATHR,1,2
BULIA,1,2
AMILEA,1,2
AMMELIA,1,2
ADD,0,2
AMILIE,0,2
AZALIA,0,2
BRUNETTA,0,2
DAMA,0,2
EUGINIE,0,2
HILAH,0,2
LIBERTY,0,2
MAHOLA,0,2
MAUDANA,0,2
MELENA,0,2
ODELE,0,2
OMY,0,2
REVA,0,2
SERRILDA,0,2
VENNIE,0,2
VESSIE,0,2
VINCY,0,2
